X,Y,OBJECTID,StopID,NextRide,Location,Juris,Shelter,Bench,TrashCan,BusBay,BikeRack,WaterFountain,PublicArt,ADA,Bathroom,Lighting,Em_Call,Info_Display,Type_,DateUpdated,Sidewalk,Photo,ATIS_ID,Direction,Long,Lat,Routes
-111.805583336522,33.3960442921053,45,5300,16121,STAPLEY DR & EMERALD AVE,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7457/16497677255_d8c0bca08f_o.jpg,5314,Southbound,-111.805583336522,33.3960442921053,128
-111.805594149011,33.3930144477176,46,5304,16122,STAPLEY DR & SOUTHERN AVE,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7450/15877532433_b84d6ed6d5_o.jpg,5318,Southbound,-111.805594149011,33.3930144477176,128
-111.805707838336,33.3887780967489,47,5301,16123,STAPLEY DR & HARMONY AVE,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7303/16497677215_bd16d9e1a0_o.jpg,5315,Southbound,-111.805707838336,33.3887780967489,128
-111.807044350975,33.3826457715732,48,8101,16084,INVERNESS AVE & STAPLEY DR,Mesa,0,0,0,Yes,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8591/16495930501_d752251249_o.jpg,9876,Westbound,-111.807044350975,33.3826457715732,128
-111.807035388284,33.3794225228431,49,9467,16544,STAPLEY DR & BASELINE RD,Mesa,1,2,1,Yes,2,No,No,Yes,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8634/15877508843_0abfea2b84_o.jpg,9877,Northbound,-111.807035388284,33.3794225228431,128
-111.805632233121,33.3826654306703,50,3103,16086,STAPLEY DR & INVERNESS AVE,Mesa,1,0,1,No,0,No,No,Yes,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8656/16311755497_e483831500_o.jpg,3117,Northbound,-111.805632233121,33.3826654306703,128
-111.805343110646,33.3895314608751,51,3558,16087,STAPLEY DR & HILTON AVE,Mesa,0,1,1,No,0,No,No,Yes,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7598/16947669285_108c480c58_o.jpg,3572,Northbound,-111.805343110646,33.3895314608751,128
-111.805299471252,33.3937681678118,52,3560,16088,STAPLEY DR & SOUTHERN AVE,Mesa,0,1,1,No,0,No,No,Yes,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7315/16471684456_7f78824665_o.jpg,3574,Northbound,-111.805299471252,33.3937681678118,128
-111.789815202646,33.2704783761051,53,8947,16297,GILBERT RD & RYAN RD,Chandler,0,1,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7305/16496658952_f47a285af6_o.jpg,11376,Southbound,-111.789815202646,33.2704783761051,136
-111.787822349501,33.4336347362607,54,2888,16209,GILBERT RD & ENCANTO ST,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7364/16496678242_0da42c8b6a_o.jpg,2902,Northbound,-111.787822349501,33.4336347362607,136
-111.78793510089,33.427296394918,56,2886,16207,GILBERT RD & DECATUR ST,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8587/16471686766_cee5e26a68_o.jpg,2900,Northbound,-111.78793510089,33.427296394918,136
-111.687836869801,33.3605501001015,57,8893,16754,Power Rd & Redfield Rd,Gilbert,0,0,0,Yes,0,No,No,No,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7300/16311736767_8173beb1e3_o.jpg,11302,Southbound,-111.687836869801,33.3605501001015,184
-111.805168011162,33.415472988772,58,3105,16094,STAPLEY DR & MAIN ST,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7453/16310221130_5121290805_o.jpg,3119,Northbound,-111.805168011162,33.415472988772,128
-111.788111491302,33.4084077948636,59,3361,16201,GILBERT RD & BROADWAY RD,Mesa,1,1,1,No,0,No,No,Yes,No,Yes,No,Yes,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7359/16495945441_491e387588_o.jpg,3375,Northbound,-111.788111491302,33.4084077948636,136
-111.788148795305,33.4297727157978,60,4596,16261,GILBERT RD & 8TH ST,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7407/16496672932_81c94cd29a_o.jpg,4610,Southbound,-111.788148795305,33.4297727157978,136
-111.68372347603,33.4669116841607,62,9370,16469,N POWER RD & E MCDOWELL RD,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7423/15877506823_0f83e9598c_o.jpg,12018,Northbound,-111.68372347603,33.4669116841607,184
-111.784662129904,33.3318392838824,63,310,16182,CIVIC CENTER DR & NUNNELEY RD,Gilbert,1,2,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4573/38237538086_5734d55ecf_o.jpg,326,Eastbound,-111.784662129904,33.3318392838824,136
-111.684106510612,33.4379590026851,65,3027,16741,POWER RD & BROWN RD,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7440/15877540223_3a6c9ee986_o.jpg,3041,Northbound,-111.684106510612,33.4379590026851,184
-111.789450319354,33.4595618168589,66,9146,18270,N GILBERT RD & E HERMOSA VISTA,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7436/16311390059_610b5db830_o.jpg,11646,Northbound,-111.789450319354,33.4595618168589,136
-111.789899675276,33.2792639579059,67,8849,16295,GILBERT RD & LOOP 202,Chandler,0,1,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7303/16309937508_a2bb8a390d_o.jpg,11277,Southbound,-111.789899675276,33.2792639579059,136
-111.789473157361,33.3471966874012,68,3367,16186,GILBERT RD & SILVER CREEK RD,Gilbert,1,1,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7435/16495919651_597f22ef94_o.jpg,3381,Northbound,-111.789473157361,33.3471966874012,136
-111.789443220076,33.3352342560437,69,942,16284,WARNER RD & GILBERT RD,Gilbert,1,1,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7325/16495952541_714a6ba3b2_o.jpg,958,Eastbound,-111.789443220076,33.3352342560437,136
-111.789449938521,33.3504170420922,71,2887,16187,GILBERT RD & ELLIOT RD,Gilbert,1,2,1,No,1,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8747/16946719801_16eaa92184_o.jpg,2901,Northbound,-111.789449938521,33.3504170420922,136
-111.789626121319,33.3213738267391,72,3366,16179,GILBERT RD & RAY RD,Gilbert,1,2,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7366/15875123824_109b6acccc_o.jpg,3380,Northbound,-111.789626121319,33.3213738267391,136 | 140
-111.788390116833,33.3305309795056,73,311,16181,CIVIC CENTER DR & GILBERT RD,Gilbert,1,2,1,Yes,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4573/38237538086_5734d55ecf_o.jpg,327,Eastbound,-111.788390116833,33.3305309795056,136
-111.687199469576,33.3248320525699,74,8890,16756,Power Rd & Orchid Ln,Gilbert,0,0,0,Yes,0,No,No,Yes,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7404/15877520563_9a38558ed5_o.jpg,11299,Southbound,-111.687199469576,33.3248320525699,184
-111.789997894182,33.3270182270257,75,5098,16288,GILBERT RD & CYPRESS ST,Gilbert,1,2,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8625/16497656975_6a07fa85ef_o.jpg,5112,Southbound,-111.789997894182,33.3270182270257,136
-111.789898122989,33.2952560278414,76,8945,10037,GILBERT RD & FAIRVIEW ST,Gilbert,1,2,1,No,0,No,No,Yes,No,Yes,No,Yes,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7359/16496645602_5f26d6567d_o.jpg,11374,Southbound,-111.789898122989,33.2952560278414,136
-111.78992712367,33.3058959653879,77,5092,16291,GILBERT RD & CHANDLER BLVD,Maricopa County,0,1,0,No,0,No,No,No,No,No,No,Yes,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7339/16309928308_35bd8488d3_o.jpg,5106,Southbound,-111.78992712367,33.3058959653879,136
-111.684600081481,33.426493029488,78,8886,16749,Power Rd & Decatur St,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7361/16310214600_69c5c01c64_o.jpg,11295,Southbound,-111.684600081481,33.426493029488,184
-111.684183392872,33.4327292518043,80,3025,16740,POWER RD & ENSENADA ST,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8561/16309957108_abe4fbc201_o.jpg,3039,Northbound,-111.684183392872,33.4327292518043,184
-111.684543187154,33.4320251305447,81,8887,16748,Power RD & Ensenada St,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8640/15875105644_cffe1bb5ff_o.jpg,11296,Southbound,-111.684543187154,33.4320251305447,184
-111.784553582127,33.3321452720147,82,5600,16286,CIVIC CENTER DR & NUNNELEY RD,Gilbert,1,2,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8596/16311401739_5e4ca08b16_o.jpg,5614,Westbound,-111.784553582127,33.3321452720147,136
-111.788385764512,33.4221460236508,83,4610,16264,GILBERT RD & UNIVERSITY DR,Mesa,1,2,1,No,2,No,No,Yes,No,No,No,Yes,Standard,1541147907453,,https://farm8.staticflickr.com/7400/15875119694_13f5f1da79_o.jpg,4624,Southbound,-111.788385764512,33.4221460236508,136
-111.788477086019,33.396985368599,85,5093,16271,GILBERT RD & EMERALD AVE,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7370/16497678505_96af5d6212_o.jpg,5107,Southbound,-111.788477086019,33.396985368599,136
-111.788539465843,33.4074493622242,87,5091,16268,GILBERT RD & BROADWAY RD,Mesa,1,2,1,Yes,0,No,No,Yes,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7446/16311749287_ab9c3d8fe5_o.jpg,5105,Southbound,-111.788539465843,33.4074493622242,136
-111.789984166028,33.3640043788038,88,4611,16278,GILBERT RD & GUADALUPE RD,Gilbert,1,1,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7602/16759971128_f0e84fc4af_o.jpg,4625,Southbound,-111.789984166028,33.3640043788038,136 | 531
-111.789796423906,33.3693114532165,89,2884,16192,GILBERT RD & ENCINAS AVE,Gilbert,1,1,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7396/16496678412_32e3173a01_o.jpg,2898,Northbound,-111.789796423906,33.3693114532165,136
-111.790235542554,33.373210999636,92,4597,16276,GILBERT RD & ASH ST,Gilbert,1,1,1,No,0,No,No,Yes,No,Yes,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8657/16309951908_79e78ac9c4_o.jpg,4611,Southbound,-111.790235542554,33.373210999636,136 | 531
-111.684546248229,33.3943466946745,93,3481,12584,POWER RD & SOUTHERN AVE,Mesa,1,2,1,No,2,No,No,Yes,No,No,No,Yes,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8696/16761457279_b6707da817_o.jpg,3495,Northbound,-111.684546248229,33.3943466946745,40 | 45 | 184
-111.804937447745,33.4445289868643,94,3106,16102,STAPLEY DR & MCLELLAN RD,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7386/16311384639_158aebb689_o.jpg,3120,Northbound,-111.804937447745,33.4445289868643,128
-111.684336982809,33.4165026497028,95,3031,12129,POWER RD & MAIN ST,Mesa,0,0,0,No,0,No,No,Yes,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7423/16311410109_9e4cac3619_o.jpg,3045,Northbound,-111.684336982809,33.4165026497028,30 | 184
-111.686953402342,33.336584037405,96,8878,16735,Power Rd & Warner Rd,Mesa,0,0,0,Yes,0,No,No,No,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7330/16311392039_81119234a2_o.jpg,11292,Northbound,-111.686953402342,33.336584037405,184
-111.78815964052,33.3902031836348,97,3363,16197,GILBERT RD & HAMPTON AVE,Mesa,0,0,1,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7428/16311754937_871ca61f69_o.jpg,3377,Northbound,-111.78815964052,33.3902031836348,136
-111.788016763339,33.4196298010275,99,2898,16205,MAIN ST & UNIVERSITY DR,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8613/16471686496_731e49ba79_o.jpg,2912,Northbound,-111.788016763339,33.4196298010275,136
-111.684699071422,33.4224005350494,100,4724,16750,POWER RD & UNIVERSITY DR,Maricopa County,1,2,1,Yes,2,No,No,Yes,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7340/15875119424_8e2f088937_o.jpg,4738,Southbound,-111.684699071422,33.4224005350494,184
-111.787853857865,33.4510782029525,101,4608,16239,GILBERT RD & MCKELLIPS RD,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8644/16311728227_9fee1c3325_o.jpg,4622,Southbound,-111.787853857865,33.4510782029525,136
-111.684502274219,33.3994052165531,102,3474,12585,POWER RD & VIA ROSSMOOR BLVD,Mesa,1,1,1,No,2,No,No,Yes,No,No,No,Yes,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7285/16495944741_12a42f7ca7_o.jpg,3488,Northbound,-111.684502274219,33.3994052165531,40 | 45 | 184
-111.687317674287,33.3350581141715,104,8892,16755,Power Rd & Warner Rd,Gilbert,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7426/16471654036_d68bef54af_o.jpg,11301,Southbound,-111.687317674287,33.3350581141715,184
-111.684761505562,33.4081162005921,105,5216,12577,POWER RD & BROADWAY RD,Mesa,0,1,1,No,0,No,No,Yes,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7458/15875117224_4d72da8b96_o.jpg,5230,Southbound,-111.684761505562,33.4081162005921,40 | 45 | 184
-111.805149093738,33.4339463447256,106,3098,16099,STAPLEY DR & FAIRFIELD ST,Mesa,0,0,0,No,0,No,No,No,No,No,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7419/16497659065_ea2666be1d_o.jpg,3112,Northbound,-111.805149093738,33.4339463447256,128
