X,Y,OBJECTID,StopID,NextRide,Location,Juris,Shelter,Bench,TrashCan,BusBay,BikeRack,WaterFountain,PublicArt,ADA,Bathroom,Lighting,Em_Call,Info_Display,Type_,DateUpdated,Sidewalk,Photo,ATIS_ID,Direction,Long,Lat,Routes
-111.887212778544,33.569459250864,841,2693,15117,90TH ST & VIA LINDA,Scottsdale,0,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8694/16817562489_67a7c6110c_o.jpg,2707,Northbound,-111.887212778544,33.569459250864,81 | 514 | MSTG
-111.886647183423,33.5720727774288,842,2692,15118,90TH ST & SAN VICTOR DR,Scottsdale,0,1,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8684/16383662643_0d34d2ffbb_o.jpg,2706,Northbound,-111.886647183423,33.5720727774288,81 | 514 | MSTG
-111.88621069888,33.5809387755586,843,2696,15121,90TH ST & SHEA BLVD,Scottsdale,0,1,1,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8693/16977782746_7d07dd931e_o.jpg,2710,Northbound,-111.88621069888,33.5809387755586,81 | 514 | MSTG
-111.882525679747,33.5832106850612,844,2703,15122,92ND ST & SHEA BLVD,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7644/16816283380_2ce8a8d057_o.jpg,2717,Northbound,-111.882525679747,33.5832106850612,81 | MSTG
-111.882553641499,33.5872672171222,845,2700,15123,92ND ST & GARY RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7621/16977794746_62738739ec_o.jpg,2714,Northbound,-111.882553641499,33.5872672171222,81 | MSTG
-111.882545953125,33.5901199732336,846,2699,15124,92ND ST & CHOLLA ST,Scottsdale,0,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7616/16796376627_ce84f3b6a3_o.jpg,2713,Northbound,-111.882545953125,33.5901199732336,81 | MSTG
-111.879910593209,33.5941070365097,847,2706,15125,94TH ST & POINSETTIA DR,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7601/16383662313_389d3bab66_o.jpg,2720,Northbound,-111.879910593209,33.5941070365097,81 | MSTG
-111.878175115972,33.5975089308609,848,2704,15126,94TH ST & CACTUS RD,Scottsdale,0,0,0,Yes,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8753/17003778555_7a6eaa2b29_o.jpg,2718,Northbound,-111.878175115972,33.5975089308609,81 | MSTG
-111.878232738203,33.6008838821412,849,2705,15127,94TH ST & LARKSPUR DR,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7593/16381368244_ff3d8d1cf7_o.jpg,2719,Northbound,-111.878232738203,33.6008838821412,81 | MSTG
-111.878158727712,33.604844180659,850,2709,15128,94TH ST & SWEETWATER AVE,Scottsdale,0,0,0,Yes,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7643/16796376497_5445a15f71_o.jpg,2723,Northbound,-111.878158727712,33.604844180659,81 | MSTG
-111.87820961377,33.6086066384938,851,2707,15130,94TH ST & PRESIDIO DR,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8744/17002353412_03dca36d07_o.jpg,2721,Northbound,-111.87820961377,33.6086066384938,81 | MSTG
-111.878162162908,33.6119128431602,852,2710,15131,94TH ST & THUNDERBIRD RD,Scottsdale,0,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7642/17002883061_5d332b05b3_o.jpg,2724,Northbound,-111.878162162908,33.6119128431602,81 | MSTG
-111.878206412448,33.6158346959002,853,3141,15132,THOMPSON PEAK PKWY & REDFIELD RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7620/16796362887_391d6f6a26_o.jpg,3155,Northbound,-111.878206412448,33.6158346959002,81 | MSTG
-111.878835750892,33.6189404778692,854,9304,16035,RAINTREE DR & THOMPSON PEAK PKWY,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8750/16381353984_6db35b3f31_o.jpg,11765,Northbound,-111.878835750892,33.6189404778692,81 | MSTG
-111.893927063319,33.618446704039,855,9306,16080,RAINTREE DR & 87TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7586/16816283230_1a6a94081e_o.jpg,11767,Northbound,-111.893927063319,33.618446704039,81 | MSTG
-111.889591000076,33.6181847493389,856,9307,16032,RAINTREE DR & LOOP 101,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8712/16383648343_7cc5e4ab6d_o.jpg,11768,Southbound,-111.889591000076,33.6181847493389,81 | MSTG
-111.883180182213,33.618674080963,857,9309,16034,RAINTREE DR & 92ND ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7603/17002339532_dbe3903823_o.jpg,11770,Southbound,-111.883180182213,33.618674080963,81 | MSTG
-111.878497736175,33.6181735976456,858,4832,15158,THOMPSON PEAK PKWY & RAINTREE DR,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7599/17002353212_8b579632f5_o.jpg,4846,Southbound,-111.878497736175,33.6181735976456,81 | MSTG
-111.878507530041,33.610838360687,859,4421,15160,94TH ST & THUNDERBIRD RD,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7649/16977794356_2c63c4caba_o.jpg,4435,Southbound,-111.878507530041,33.610838360687,81 | MSTG
-111.878482530331,33.6079306371213,860,4418,15161,94TH ST & PRESIDIO DR,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7647/16817576659_4f682e2bc2_o.jpg,4432,Southbound,-111.878482530331,33.6079306371213,81 | MSTG
-111.878472738919,33.6003205499357,861,4416,15163,94TH ST & LARKSPUR DR,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8731/16977794196_237d300087_o.jpg,4430,Southbound,-111.878472738919,33.6003205499357,81 | MSTG
-111.878500677017,33.5965333775025,862,4415,15164,94TH ST & CACTUS RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7631/16381367914_4b164b3233_o.jpg,4429,Southbound,-111.878500677017,33.5965333775025,81 | MSTG
-111.882822103226,33.5893422739938,863,4407,15166,92ND ST & CHOLLA ST,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8686/16816282790_d2e52bec8f_o.jpg,4421,Southbound,-111.882822103226,33.5893422739938,81 | MSTG
-111.882806696341,33.5867423572143,864,4411,15167,92ND ST & GARY RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8744/17003778045_2565871373_o.jpg,4425,Southbound,-111.882806696341,33.5867423572143,81 | MSTG
-111.882880377527,33.5830376377436,865,4410,15168,92ND ST & SHEA BLVD,Scottsdale,0,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7650/16977794076_83f758f995_o.jpg,4424,Southbound,-111.882880377527,33.5830376377436,81 | MSTG
-111.886466724856,33.5811971803141,866,4402,15141,90TH ST & SHEA BLVD,Scottsdale,0,1,1,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7596/16816282690_f04700f5ca_o.jpg,4416,Southbound,-111.886466724856,33.5811971803141,80 | 81 | 514 | MSTG
-111.886327895122,33.5744225219617,867,4400,15170,90TH ST & MOUNTAIN VIEW RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8716/16816038448_1e146754e3_o.jpg,4414,Southbound,-111.886327895122,33.5744225219617,81 | 514 | MSTG
-111.887120260265,33.5712016696661,868,4401,15171,90TH ST & SAN VICTOR DR,Scottsdale,0,1,1,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7652/16977793846_c9269c1f87_o.jpg,4415,Southbound,-111.887120260265,33.5712016696661,81 | 514 | MSTG
-111.887160609607,33.5683956339631,869,4403,15172,90TH ST & VIA LINDA,Scottsdale,0,1,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7640/17003767025_60b1b6ef82_o.jpg,4417,Southbound,-111.887160609607,33.5683956339631,81 | 514
-111.891553521813,33.5525392972796,870,9301,16029,N PIMA RD & E VIA DE VENTURA,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,No,https://farm8.staticflickr.com/7623/16383648123_3966bdc35f_o.jpg,11840,Southbound,-111.891553521813,33.5525392972796,81
-111.908818389948,33.537980260568,871,4643,15177,HAYDEN RD & INDIAN BEND RD,Scottsdale,0,1,1,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8736/16816025078_6953861dd4_o.jpg,4657,Southbound,-111.908818389948,33.537980260568,81 | MLHD
-111.908897717356,33.5316068500156,872,4654,15178,HAYDEN RD & LINCOLN DR,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8753/17003764315_7b739d6761_o.jpg,4668,Southbound,-111.908897717356,33.5316068500156,81 | MLHD
-111.908974565237,33.5233392440082,873,4662,15179,HAYDEN RD & MCDONALD DR,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7609/17002882341_deb777ba4a_o.jpg,4676,Southbound,-111.908974565237,33.5233392440082,81
-111.908789846482,33.5096689514547,874,4659,15181,HAYDEN RD & CHAPARRAL RD,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7655/16796375807_ffa619481d_o.jpg,4673,Southbound,-111.908789846482,33.5096689514547,81
-111.95707216951,33.4799506777045,875,741,11924,THOMAS RD & TANGERINE LN,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4636/39165906411_25a15a608d_o.jpg,757,Eastbound,-111.95707216951,33.4799506777045,29
-111.928465424989,33.4942004377841,876,9434,,MARSHALL WY NS 1ST AVE,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7644/16381353184_3fa684c47e_o.jpg,11900,Southbound,-111.928465424989,33.4942004377841,OLDT
-111.925291695348,33.4948294821728,877,432,12749,INDIAN SCHOOL RD & SCOTTSDALE RD,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4530/26516845299_bc190f18b0_o.jpg,448,Eastbound,-111.925291695348,33.4948294821728,41
-111.942661310322,33.5018902456863,878,284,13361,CAMELBACK RD & 64TH ST,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4519/37755557334_116be2497e_o.jpg,300,Eastbound,-111.942661310322,33.5018902456863,50
-111.928926438773,33.5020684262797,879,285,13363,CAMELBACK RD & MARSHALL WY,Scottsdale,0,1,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4520/37755557184_79738b2f37_o.jpg,301,Eastbound,-111.928926438773,33.5020684262797,50 | 68CM | OLDT
-111.899607292629,33.5092673284051,880,307,13374,CHAPARRAL RD & GRANITE REEF RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4522/26516856399_080efdb070_o.jpg,323,Eastbound,-111.899607292629,33.5092673284051,MRT | SCCT
-111.893238107855,33.5093038603182,881,305,13376,CHAPARRAL RD & 87TH PL,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4515/37755556164_64a561f0fd_o.jpg,321,Eastbound,-111.893238107855,33.5093038603182,68CM
-111.890308353174,33.5092299865234,882,308,13377,CHAPARRAL RD & PIMA RD,Maricopa County,0,0,0,No,0,No,No,No,No,0,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4581/26516856269_3bfc5d0f9a_o.jpg,324,Eastbound,-111.890308353174,33.5092299865234,68CM
-111.880352970428,33.5122515662783,883,3044,13378,SCC INNER CIRCLE & CHAPARRAL RD,Maricopa County,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7621/16383659173_d2806ce90f_o.jpg,3058,Southbound,-111.880352970428,33.5122515662783,68CM
-111.894012332906,33.5094991352247,884,5599,13381,CHAPARRAL RD & 87TH PL,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,No,https://farm8.staticflickr.com/7604/16383659083_7b78f597de_o.jpg,5613,Westbound,-111.894012332906,33.5094991352247,68CM
-111.891161655619,33.5606104889567,885,9303,16031,N PIMA RD & PIMA CENTER PARKWY,Maricopa County,0,0,0,Yes,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8685/17002350182_963bd82d1c_o.jpg,11764,Northbound,-111.891161655619,33.5606104889567,81
-111.879583172935,33.5099001821312,888,9429,18346,SCC PARK N RIDE OUTER CIRCLE,Maricopa County,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,No,https://farm8.staticflickr.com/7607/16977775976_3ff7b0784f_o.jpg,12044,Other,-111.879583172935,33.5099001821312,514 | 68CM
-111.919513740862,33.6225052215027,889,8218,16412,BUTHERUS DR & 74TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7655/16817572219_2a40b3b0e1_o.jpg,10146,Eastbound,-111.919513740862,33.6225052215027,154
-111.918869864562,33.6227443385684,890,8269,16414,BUTHERUS DR & 74TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7636/16816034628_10c229af38_o.jpg,10197,Westbound,-111.918869864562,33.6227443385684,154
-111.924623514296,33.6377608237011,891,357,16637,FRANK LLOYD WRIGHT BLVD & SCOTTSDALE RD,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4522/38260777682_f665d2ff1b_o.jpg,373,Eastbound,-111.924623514296,33.6377608237011,170
-111.920297063244,33.6368801246357,892,356,16634,FRANK LLOYD WRIGHT BLVD & PROMENADE LN,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4552/38237543606_457b824b48_o.jpg,372,Eastbound,-111.920297063244,33.6368801246357,170
-111.906881186314,33.6341192222573,893,354,16636,FRANK LLOYD WRIGHT BLVD & GREENWAY-HAYDEN LOOP,Scottsdale,0,1,1,Yes,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4520/38237543716_35d2e7dcc5_o.jpg,370,Eastbound,-111.906881186314,33.6341192222573,170
-111.895265354433,33.6264610038087,894,4710,16639,NORTHSIGHT BLVD & HAYDEN RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7600/16977789886_4bd6b4515d_o.jpg,4724,Southbound,-111.895265354433,33.6264610038087,170 | MSTG
-111.898374911624,33.6183732301122,895,8044,16641,RAINTREE DR & NORTHSIGHT BLVD,Scottsdale,0,0,1,Yes,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7586/16816034508_018f70121b_o.jpg,9821,Westbound,-111.898374911624,33.6183732301122,170
-111.899529857529,33.6252826382177,896,2946,18383,HAYDEN RD & 84TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8733/16815887817_738dee2b23_o.jpg,2960,Northbound,-111.899529857529,33.6252826382177,170
-111.897650504036,33.6262387769136,897,2940,18384,84TH ST & NORTHSIGHT BLVD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8750/16816034478_7c1d2b9bae_o.jpg,2954,Northbound,-111.897650504036,33.6262387769136,170
-111.894936542446,33.6276069911276,898,2941,18387,NORTHSIGHT BLVD & FRANK LLOYD WRIGHT,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7593/17002878291_a18a400041_o.jpg,2955,Northbound,-111.894936542446,33.6276069911276,170
-111.893647910888,33.6305969139549,899,5640,17268,FRANK LLOYD WRIGHT BLVD & HAYDEN RD,Scottsdale,0,0,1,Yes,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8750/16381363724_3bd4d1775e_o.jpg,5654,Westbound,-111.893647910888,33.6305969139549,170
-111.907130847171,33.6345040045091,900,7662,16644,FRANK LLOYD WRIGHT BLVD & GREENWAY HAYDEN LOOP,Scottsdale,0,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7604/16816034358_2a15916513_o.jpg,7676,Westbound,-111.907130847171,33.6345040045091,170
-111.916862705862,33.6364968740782,901,9279,17494,E FRANK LLOYD WRIGHT & N 76TH ST,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7637/17003773705_ab19b6f3dd_o.jpg,11932,Westbound,-111.916862705862,33.6364968740782,170
-111.942674055533,33.5819346141352,902,646,15637,SHEA BLVD & 64TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4709/24879391207_2f504bd5e3_o.jpg,662,Eastbound,-111.942674055533,33.5819346141352,80
-111.935694136853,33.5820220876705,903,647,15638,SHEA BLVD & 68TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,No,https://farm5.staticflickr.com/4748/39717058082_ec1b86ca40_o.jpg,663,Eastbound,-111.935694136853,33.5820220876705,80
-111.930157706342,33.5819805784251,904,648,15639,SHEA BLVD & 70TH ST,Scottsdale,0,1,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4768/38850521845_5e4fe855fb_o.jpg,664,Eastbound,-111.930157706342,33.5819805784251,80
-111.917417153555,33.5819504568088,905,654,15641,SHEA BLVD & MILLER RD,Scottsdale,1,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4635/39135633842_fa19b98e59_o.jpg,670,Eastbound,-111.917417153555,33.5819504568088,80
-111.907645525372,33.5818683422695,906,653,15642,SHEA BLVD & HAYDEN RD,Scottsdale,1,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4625/24879390977_5686cfe462_o.jpg,669,Eastbound,-111.907645525372,33.5818683422695,80
-111.895217207033,33.5818765387311,907,8925,15644,SHEA BLVD NS PIMA CROSSING,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7649/16977789026_8d0d2b4e9d_o.jpg,11355,Eastbound,-111.895217207033,33.5818765387311,80
-111.886095000181,33.5755589998604,909,9103,10576,90th St & Mountain View Rd,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1579855107453,Yes,,566,SB,-111.886095,33.575559,80
-111.883427462471,33.5827325429439,912,5893,15676,SHEA BLVD & 92ND ST,Scottsdale,0,1,1,No,1,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8714/17002347672_2cbb10aef0_o.jpg,5907,Westbound,-111.883427462471,33.5827325429439,80 | 514 | MSTG
-111.886587999581,33.5827250000749,913,5892,90002,Shea Bl & 90th St,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1579855107453,,https://farm8.staticflickr.com/7590/17002876961_6083c574f3_o.jpg,5917,Westbound,-111.886588,33.582725,80 | MSTG
-111.892200000372,33.582375999876,915,8926,15679,SHEA BLVD & 101 FWY,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8727/16381361984_d64f0fb2d4_o.jpg,11356,Westbound,-111.892200000372,33.582375999876,80
-111.897487714708,33.5821962369034,916,9349,17491,E SHEA BLVD & N 85TH PL,Scottsdale,0,1,1,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8685/16383656203_4de87369a2_o.jpg,11925,Westbound,-111.897487714708,33.5821962369034,80
-111.900398904362,33.5821857759159,917,5891,15680,SHEA BLVD & 84TH ST,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8703/17002876841_d251ef1613_o.jpg,5905,Westbound,-111.900398904362,33.5821857759159,80
-111.909657207206,33.5822331184166,918,5895,15681,SHEA BLVD & HAYDEN RD,Scottsdale,0,1,1,Yes,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7611/16796370287_757d4e1be1_o.jpg,5909,Westbound,-111.909657207206,33.5822331184166,80
-111.918371564647,33.5822724688573,919,5896,15682,SHEA BLVD & MILLER RD,Scottsdale,0,1,1,No,1,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7611/16816032818_278b0dfafe_o.jpg,5910,Westbound,-111.918371564647,33.5822724688573,80
-111.925093219279,33.5823109110709,920,5902,15683,SHEA BLVD & SCOTTSDALE RD,Scottsdale,0,1,1,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8754/16796370247_79b760c099_o.jpg,5916,Westbound,-111.925093219279,33.5823109110709,80
-111.93563030666,33.5822648241075,921,5889,15685,SHEA BLVD & 68TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm9.staticflickr.com/8742/16977777906_f9bdd8f190_o.jpg,5903,Westbound,-111.93563030666,33.5822648241075,80
-111.939946709249,33.5822424776996,922,5888,15686,SHEA BLVD & 66TH ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,No,https://farm8.staticflickr.com/7653/16816032708_e21ebb9a32_o.jpg,5902,Westbound,-111.939946709249,33.5822424776996,80
-111.925541974585,33.6546133137148,923,9417,14757,SCOTTSDALE RD & MAYO BLVD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,,https://farm8.staticflickr.com/7585/17002867101_c1cc806d25_o.jpg,11960,Southbound,-111.925541974585,33.6546133137148,72 | 186
-111.926249312692,33.5735793135615,924,4771,14778,SCOTTSDALE RD & MOUNTAIN VIEW RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8718/17002867061_8209cda163_o.jpg,4785,Southbound,-111.926249312692,33.5735793135615,72
-111.926219107894,33.5677061340467,925,4745,14779,SCOTTSDALE RD & DOUBLETREE RANCH RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7594/17002337082_27af48b3a2_o.jpg,4759,Southbound,-111.926219107894,33.5677061340467,72
-111.926225155747,33.5630614520286,926,9120,12644,N SCOTTSDALE RD & E GAINEY SUIT,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7603/16381351444_7f22ae9d9c_o.jpg,11631,Southbound,-111.926225155747,33.5630614520286,72
-111.926247750128,33.5596177866103,927,4756,14780,SCOTTSDALE RD & EASTWOOD LN,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7620/16381361524_e8cb1f23e5_o.jpg,4770,Southbound,-111.926247750128,33.5596177866103,72
-111.926232174068,33.5522279869703,928,4767,14781,SCOTTSDALE RD & MCCORMICK PKWY,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7598/17002865171_70e611dda0_o.jpg,4781,Southbound,-111.926232174068,33.5522279869703,72
-111.925987046557,33.5453567567553,929,4750,14782,SCOTTSDALE RD & CHENEY DR,Scottsdale,0,0,0,Yes,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7626/17002876451_b51fe3ed6d_o.jpg,4764,Southbound,-111.925987046557,33.5453567567553,72
-111.925906918433,33.534470495831,930,4741,14784,SCOTTSDALE RD & 6750 N,Scottsdale,0,0,0,Yes,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7636/16383655513_1e4dcb4a77_o.jpg,4755,Southbound,-111.925906918433,33.534470495831,72
-111.925871760805,33.5308826169665,931,4766,14785,SCOTTSDALE RD & LINCOLN DR,Scottsdale,0,1,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8744/16816032288_8e7cb5a41e_o.jpg,4780,Southbound,-111.925871760805,33.5308826169665,72
-111.926177600189,33.5190742197606,932,4738,14788,SCOTTSDALE RD & VALEY VIEW RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,0,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8714/16977787586_d511efe8e5_o.jpg,4752,Southbound,-111.926177600189,33.5190742197606,72
-111.926206916565,33.5171503702911,933,4785,14789,SCOTTSDALE RD & JACKRABBIT RD,Scottsdale,0,1,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7609/17002876231_77e863bb7e_o.jpg,4799,Southbound,-111.926206916565,33.5171503702911,72
-111.925953773893,33.5412031728219,934,4761,14783,SCOTTSDALE RD & HUMMINGBIRD LN,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm9.staticflickr.com/8747/16796369677_4d416e36f9_o.jpg,4775,Southbound,-111.925953773893,33.5412031728219,72
-111.894344438591,33.6305255847553,935,359,16638,FRANK LLOYD WRIGHT BLVD & HAYDEN RD,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm5.staticflickr.com/4555/26516845989_40aa70ec54_o.jpg,375,Eastbound,-111.894344438591,33.6305255847553,170
-111.924488772603,33.4938004196669,936,7592,10634,BROWN AVE & MAIN ST,Scottsdale,0,0,0,No,0,No,No,Yes,No,1,No,No,Standard,1541147907453,Yes,https://farm8.staticflickr.com/7608/16381361054_4433d9efe3_o.jpg,11800,Northbound,-111.924488772603,33.4938004196669,OLDT
