OBJECTID,StopID,NextRide,Location,Juris,Photo,Routes,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
13038,1934,11059,15TH AVE & CULVER ST,Phoenix,,15,Weekday,2,2,2,2,1,3,3,4,1,1,1,1,1
13039,1935,18169,15TH AVE & VERNON AVE,Phoenix,,15,Weekday,7,7,7,7,4,11,11,12,5,4,6,5,7
13040,1936,11057,15TH AVE & PIERCE ST,Phoenix,,15,Weekday,19,19,19,29,18,30,26,43,23,25,32,32,28
13041,1937,11069,15TH AVE & GLENROSA AVE,Phoenix,,15,Weekday,2,2,3,4,2,4,4,5,2,1,2,3,3
13042,1938,15720,15TH AVE & HATCHER RD,Phoenix,,106,Weekday,6,6,6,8,5,13,10,16,8,8,8,8,9
13043,1939,18185,15TH AVE & HIGHLAND AVE,Phoenix,,15,Weekday,4,4,4,6,4,5,4,8,4,5,7,6,6
13044,1940,11068,15TH AVE & INDIAN SCHOOL RD,Phoenix,,15,Weekday,23,23,24,37,18,34,35,61,32,28,30,33,29
13045,1941,11060,15TH AVE & MCDOWELL RD,Phoenix,,15,Weekday,25,25,26,30,18,44,36,52,24,24,28,26,24
13046,1943,15721,15TH AVE & MOUNTAIN VIEW RD,Phoenix,,106,Weekday,12,12,12,19,14,30,25,42,24,31,30,25,27
13047,1944,11066,15TH AVE & OSBORN RD,Phoenix,,15,Weekday,12,12,12,16,6,15,13,23,9,14,17,16,11
13048,1945,11061,15TH AVE & PALM LN,Phoenix,,15,Weekday,4,4,4,4,2,4,5,6,2,1,2,2,3
13049,1946,11058,15TH AVE & ROOSEVELT ST,Phoenix,,15,Weekday,10,10,10,13,8,14,13,23,13,12,21,17,16
13050,1947,11064,15TH AVE & THOMAS RD,Phoenix,,15,Weekday,36,36,38,60,34,64,53,80,39,38,54,51,44
13051,1948,11056,15TH AVE & VAN BUREN ST,Phoenix,,15,Weekday,23,23,23,29,16,40,39,67,33,36,40,45,38
13052,1949,11055,15TH AVE & WASHINGTON ST,Phoenix,,15,Weekday,10,10,10,13,9,16,14,17,10,18,13,10,12
13053,1950,11065,15TH AVE & EARLL DR,Phoenix,,15,Weekday,4,4,4,10,6,13,10,16,8,6,11,9,7
13054,1951,11063,15TH AVE & VIRGINA AVE,Phoenix,,15,Weekday,4,4,4,7,4,10,8,13,4,3,3,3,3
13055,1952,15722,15TH AVE & BROWN ST,Phoenix,,106,Weekday,6,6,6,10,6,11,9,14,8,9,11,8,9
13056,1953,11187,16TH ST & BETHANY HOME RD,Phoenix,,16,Weekday,17,17,17,22,13,19,16,26,11,13,17,20,16
13057,1954,11174,16TH ST & CAMBRIDGE AVE,Phoenix,,16,Weekday,12,12,12,9,15,14,11,21,8,11,12,12,14
13058,1955,11182,16TH ST & CAMELBACK RD,Phoenix,,16,Weekday,45,45,46,73,42,74,66,112,57,57,64,61,60
13059,1956,18033,16TH ST & CAMPBELL AVE,Phoenix,,16,Weekday,18,18,18,34,8,20,19,30,14,16,19,17,13
13060,1957,11184,16TH ST & COLTER ST,Phoenix,,16,Weekday,11,11,11,13,8,20,16,25,12,12,9,9,10
13061,1958,10884,16TH ST & EARLL DR,Phoenix,,12 | 16,Weekday,10,10,10,12,6,15,14,19,8,12,11,12,12
13062,1959,11167,16TH ST & VILLA ST,Phoenix,,16,Weekday,24,24,24,33,21,42,38,60,17,29,41,38,34
13063,1960,11191,16TH ST & GLENDALE AVE,Phoenix,,16,Weekday,23,23,24,31,21,35,35,59,30,29,32,33,29
13064,1961,11179,16TH ST & GLENROSA AVE,Phoenix,,16,Weekday,5,5,5,6,3,5,4,6,2,3,4,3,2
13065,1962,11181,16TH ST & HIGHLAND AVE,Phoenix,,16,Weekday,13,13,14,16,9,20,18,35,16,15,17,15,14
13066,1963,15463,16TH ST & INDIAN SCHOOL RD,Phoenix,,16,Weekday,56,56,58,80,46,76,68,123,66,49,78,67,67
13067,1964,11189,16TH ST & MARYLAND AVE,Phoenix,,16,Weekday,10,10,11,15,10,16,13,22,14,12,12,10,12
13068,1965,11171,16TH ST & MCDOWELL RD,Phoenix,,16,Weekday,69,69,72,113,63,116,109,191,98,99,122,112,111
13069,1966,11168,16TH ST & MCKINLEY ST,Phoenix,,16,Weekday,6,6,6,11,6,12,9,14,14,10,17,22,21
13070,1968,15465,16TH ST & MISSOURI AVE,Phoenix,,16 | 60,Weekday,4,4,5,7,3,10,13,19,10,23,20,14,13
13071,1969,11194,16TH ST & MORTEN AVE,Phoenix,,16,Weekday,6,6,6,8,5,9,8,10,5,5,4,6,5
13072,1970,11192,16TH ST & MYRTLE AVE,Phoenix,,16,Weekday,2,2,2,2,1,2,1,4,1,2,2,2,2
13073,1971,11173,16TH ST & OAK ST,Phoenix,,16,Weekday,17,17,18,26,17,26,24,43,22,21,26,26,31
13074,1972,11190,16TH ST & OCOTILLO RD,Phoenix,,16,Weekday,4,4,4,5,2,5,4,5,2,2,2,3,2
13075,1973,11193,16TH ST & ORANGEWOOD AVE,Phoenix,,16,Weekday,3,3,3,2,1,2,1,4,2,1,1,1,2
13076,1974,11175,16TH ST & OSBORN RD,Phoenix,,16,Weekday,21,21,22,26,16,31,27,44,23,24,26,26,28
13077,1975,11172,16TH ST & PALM LN,Phoenix,,16,Weekday,9,9,9,10,7,12,12,20,10,10,10,6,1
13078,1976,11169,16TH ST & ROOSEVELT ST,Phoenix,,16,Weekday,92,92,95,150,88,161,137,229,119,121,134,125,108
13079,1977,11188,16TH ST & ROSE LN,Phoenix,,16,Weekday,8,8,8,7,5,10,8,13,6,6,8,8,8
13080,1978,10883,16TH ST & THOMAS RD,Phoenix,,12 | 16,Weekday,137,137,142,214,127,220,198,357,165,235,205,203,194
13081,1979,11166,16TH ST & VAN BUREN ST,Phoenix,,16,Weekday,90,90,93,157,77,148,137,246,108,108,124,127,122
13082,1981,11176,16TH ST & WHITTON AVE,Phoenix,,16,Weekday,5,5,5,4,3,6,5,12,5,6,9,6,6
13083,1982,11170,16TH ST & WILLETTA ST,Phoenix,,16,Weekday,4,4,4,5,3,6,6,8,5,5,6,5,5
13084,1983,11195,16TH ST -- BELMONT AVE & WINTER DR,Phoenix,,16,Weekday,5,5,5,4,2,5,5,7,3,3,3,4,3
13085,1984,11178,16TH ST & DEVONSHIRE AVE,Phoenix,,16,Weekday,15,15,15,21,12,29,22,31,13,29,17,16,16
13086,1985,11186,16TH ST & MONTEBELLO AVE,Phoenix,,16 | 60,Weekday,2,2,2,4,3,6,6,15,8,16,12,11,10
13087,1987,18006,19TH AVE & CACTUS RD,Phoenix,,19,Weekday,41,41,43,60,37,73,69,111,55,57,71,74,69
13088,1988,11527,19TH AVE & GRANADA RD,Phoenix,,19,Weekday,4,4,4,4,2,7,6,6,2,2,5,3,2
13089,1989,11553,19TH AVE & JOAN DE ARC AVE,Phoenix,,19,Weekday,6,6,6,5,2,9,6,9,4,3,3,4,3
13090,1991,11530,19TH AVE & VIRGINIA AVE,Phoenix,,19,Weekday,5,5,5,7,3,6,6,12,5,2,3,3,2
13091,1992,,NB N 19TH AV FS W EARLL DR W EARLL DR,Phoenix,,,Weekday,20,20,20,42,18,53,42,76,35,38,55,55,39
13092,1993,11521,19TH AVE & ADAMS ST,Phoenix,,19,Weekday,16,16,16,22,13,22,18,32,18,29,21,21,22
13093,1994,11562,19TH AVE & ANGELA DR,Phoenix,,19,Weekday,3,3,3,5,3,8,8,13,5,6,6,5,6
13094,1995,11569,19TH AVE & SR 101 FWY,Phoenix,,19,Weekday,2,2,2,2,1,4,4,8,3,3,3,2,1
13095,1996,11568,19TH AVE & BEHREND DR,Phoenix,,19,Weekday,3,3,3,4,1,4,2,4,3,1,2,2,3
13096,1997,11560,19TH AVE & BELL RD,Phoenix,,19,Weekday,49,49,51,64,37,69,63,109,62,60,76,67,67
13097,1998,11079,19TH AVE & BETHANY HOME RD,Phoenix,,19,Weekday,67,67,70,94,57,107,99,172,83,83,99,96,90
13098,1999,11090,19TH AVE & BUTLER DR,Phoenix,,19,Weekday,16,16,17,20,12,33,27,48,23,24,30,27,26
13099,2000,11538,19TH AVE & CAMELBACK RD,Phoenix,,19,Weekday,109,109,113,169,102,182,164,297,150,169,197,203,167
13100,2001,11536,19TH AVE & CAMPBELL AVE,Phoenix,,19,Weekday,68,68,70,100,58,102,89,164,78,80,93,82,76
13101,2002,11546,19TH AVE & CHERYL DR,Phoenix,,122 | 19,Weekday,8,8,8,9,5,20,10,16,8,10,8,8,13
13102,2003,18004,19TH AVE & CHOLLA ST,Phoenix,,122 | 19,Weekday,18,18,19,22,14,31,27,45,22,35,28,29,24
13103,2004,11533,19TH AVE & CLARENDON AVE,Phoenix,,19,Weekday,8,8,8,10,6,16,12,15,4,5,9,8,7
13104,2005,11539,19TH AVE & COLTER ST,Phoenix,,19,Weekday,30,30,30,39,21,44,36,65,29,29,33,32,31
13105,2006,11525,19TH AVE & CULVER ST,Phoenix,,19,Weekday,6,6,6,7,4,14,11,14,5,5,6,5,6
13106,2007,11548,19TH AVE & DESERT COVE AVE,Phoenix,,122 | 19,Weekday,23,23,24,26,18,40,33,54,21,24,30,30,29
13107,2008,18148,19TH AVE & DUNLAP AVE,Phoenix,,122 | 19,Weekday,215,215,222,311,222,437,385,721,380,509,431,445,420
13108,2009,11089,19TH AVE & EL CAMINITO DR,Phoenix,,19,Weekday,14,14,14,16,11,20,16,24,14,14,17,15,20
13109,2010,11537,19TH AVE & ELM ST,Phoenix,,19,Weekday,12,12,12,18,12,26,20,33,16,19,18,17,15
13110,2011,11529,19TH AVE & ENCANTO BLVD,Phoenix,,19,Weekday,9,9,9,10,5,16,13,15,8,9,15,11,10
13111,2012,11556,19TH AVE & EVANS DR,Phoenix,,19,Weekday,11,11,12,12,6,16,13,17,8,9,9,10,11
13112,2954,11741,HOLMES BLVD & BELL RD,Phoenix,,27,Weekday,33,33,34,39,20,48,43,55,27,34,36,33,27
13113,2013,11087,19TH AVE & FRIER DR,Phoenix,,19,Weekday,8,8,8,8,4,8,5,7,6,8,7,8,9
13114,2015,11084,19TH AVE & GLENDALE AVE,Phoenix,,19,Weekday,110,110,113,169,102,192,171,326,166,154,175,176,178
13115,2016,11557,19TH AVE & GREENWAY PKWY,Phoenix,,19,Weekday,21,21,22,32,21,39,35,67,33,35,41,38,39
13116,2017,11563,19TH AVE & GROVERS AVE,Phoenix,,19,Weekday,3,3,3,4,3,8,11,13,3,4,5,4,5
13117,2018,16992,19TH AVE & HATCHER RD,Phoenix,,122 | 19,Weekday,14,14,14,17,11,22,21,36,19,31,28,30,26
13118,2019,11535,19TH AVE & HEATHERBRAE DR,Phoenix,,19,Weekday,53,53,54,65,36,66,56,94,47,42,50,47,46
13119,2020,11534,19TH AVE & INDIAN SCHOOL RD,Phoenix,,19,Weekday,173,173,178,246,148,262,236,448,224,240,276,274,257
13120,2021,11524,19TH AVE & LINDEN RD,Phoenix,,19,Weekday,9,9,9,9,5,16,13,21,6,7,8,13,12
13121,2022,11081,19TH AVE & MARYLAND AVE,Phoenix,,19,Weekday,12,12,12,12,9,21,18,31,15,14,15,14,14
13122,2023,11526,19TH AVE & MCDOWELL RD,Phoenix,,  GAL | 19,Weekday,56,56,58,80,48,104,99,168,76,88,97,86,78
13123,2024,11564,19TH AVE & MICHIGAN AVE,Phoenix,,19,Weekday,7,7,8,13,9,20,19,34,17,6,2,3,2
13124,2025,11540,19TH AVE & MISSOURI AVE,Phoenix,,15 | 19,Weekday,26,26,27,29,16,34,30,49,25,38,37,31,27
13125,2840,10075,CENTRAL AVE & ADAMS ST,Phoenix,,  GAL |  DASG |  ZERO | 514 | 520 | 521 | 522 | 531 | 533 | 535 | 541 | 542 | 562 | 563 | 571 | 573 | 575 | 8,Weekday,108,108,111,95,74,98,103,168,94,736,141,119,97
13126,2841,10098,CENTRAL AVE & HIGHLAND AVE,Phoenix,, ZERO,Weekday,10,10,10,8,4,5,5,10,6,5,7,5,6
13127,2844,10084,CENTRAL AVE & ENCANTO BLVD,Phoenix,, ZERO,Weekday,5,5,5,7,5,7,5,11,6,6,6,6,7
13128,2847,10116,CENTRAL AVE & RUTH AVE --NORTHBOUND,Phoenix,, ZERO,Weekday,1,1,1,1,1,1,1,2,2,1,1,1,1
13129,2952,11742,HOLMES BLVD & ANDERSON DR,Phoenix,,27,Weekday,1,1,1,1,1,3,2,3,1,1,1,1,1
13130,2953,11743,HOLMES BLVD & ANGELA DR,Phoenix,,27,Weekday,1,1,1,1,0,1,1,1,0,1,2,2,2
13131,2986,15590,METRO PKWY & CHERYL DR,Phoenix,,106,Weekday,1,1,1,2,1,5,3,2,1,2,3,4,4
13132,2988,15589,METRO PKWY & CHERYL DR,Phoenix,,106,Weekday,7,7,7,6,5,16,14,24,7,12,6,,
13133,3109,12444,TATUM BLVD & UNION HILLS DR,Phoenix,,186 | 44,Weekday,17,17,18,19,12,26,23,32,18,24,22,23,20
13134,3110,12999,TATUM BLVD & ACOMA DR,Phoenix,,44,Weekday,1,1,1,1,0,1,1,2,1,1,2,1,1
13135,3111,13004,TATUM BLVD & AIRE AVE,Phoenix,,44,Weekday,2,2,2,3,2,3,2,7,2,2,2,2,2
13136,3112,12423,TATUM BLVD & ANDORA DR,Phoenix,,138 | 44,Weekday,2,2,2,2,1,3,3,2,1,1,2,1,1
13137,3113,13006,TATUM BLVD & ANGELA DR,Phoenix,,44,Weekday,4,4,4,7,5,8,7,10,4,4,4,6,6
13138,3114,13005,TATUM BLVD & BELL RD,Phoenix,,44,Weekday,22,22,23,37,17,26,25,54,33,28,33,32,33
13139,3116,12420,TATUM BLVD & CACTUS RD,Phoenix,,138 | 44,Weekday,18,18,18,21,12,27,24,34,17,22,22,17,17
13140,3117,12418,TATUM BLVD & CHOLLA ST,Phoenix,,44,Weekday,2,2,2,1,1,3,2,1,0,0,0,0,1
13141,3119,12417,TATUM BLVD & DESERT COVE AVE,Phoenix,,44,Weekday,7,7,7,9,6,13,11,18,9,9,9,10,10
13142,3122,13001,TATUM BLVD & GREENWAY RD,Phoenix,,44,Weekday,17,17,18,24,13,25,27,47,23,20,26,23,28
13143,3123,13007,TATUM BLVD & GROVERS AVE,Phoenix,,44,Weekday,1,1,1,1,0,0,1,3,1,0,1,1,0
13144,3124,12998,TATUM BLVD & HEARN RD,Phoenix,,44,Weekday,2,2,2,1,1,2,1,2,1,1,1,1,1
13145,3189,14536,24TH ST & FREMONT RD,Phoenix,,70,Weekday,33,33,34,42,26,60,50,80,43,72,48,39,39
13146,3125,13000,TATUM BLVD & HILLERY DR,Phoenix,,44,Weekday,2,2,2,2,1,3,2,4,2,2,4,1,0
13147,3126,13002,TATUM BLVD & KATHLEEN RD,Phoenix,,44,Weekday,1,1,1,1,0,1,1,1,0,0,0,0,0
13148,3128,13009,TATUM BLVD & MAYO BLVD,Phoenix,,44,Weekday,2,2,2,1,1,3,2,2,1,1,1,1,1
13149,3130,13003,TATUM BLVD & PARADISE LN,Phoenix,,44,Weekday,1,1,2,2,1,2,1,2,1,1,1,1,1
13150,3167,11154,16TH ST & SUNLAND AVE,Phoenix,,16,Weekday,8,8,8,7,4,12,11,16,6,8,11,11,12
13151,3131,12422,TATUM BLVD & PARADISE VILLAGE PKWY,Phoenix,,138 | 44,Weekday,60,60,62,4,1,6,5,6,2,2,2,3,3
13152,3132,12419,TATUM BLVD & PARADISE VILLAGE PKWY,Phoenix,,44,Weekday,7,7,7,10,6,12,10,21,11,9,11,10,13
13153,3135,13008,TATUM BLVD & ROBERT E LEE ST,Phoenix,,44,Weekday,2,2,2,0,0,1,1,1,0,0,0,0,0
13154,3137,12416,TATUM BLVD & SHEA BLVD,Phoenix,,44,Weekday,28,28,29,42,23,44,42,77,39,40,47,40,40
13155,3138,12997,TATUM BLVD & THUNDERBIRD RD,Phoenix,,44,Weekday,8,8,9,10,6,11,10,23,12,10,11,11,9
13156,3139,13010,TATUM BLVD & ROSE GARDEN LN,Phoenix,, SR51 | 44,Weekday,15,15,16,37,9,2,1,1,1,0,1,0,0
13157,3152,10777,15TH AVE & BUCKEYE RD,Phoenix,,15,Weekday,26,26,26,38,24,34,31,53,30,33,43,37,37
13158,3153,10192,15TH AVE & ESTES WY,Phoenix,, ZERO,Weekday,3,3,3,4,2,3,3,4,5,2,3,3,2
13159,3154,10776,15TH AVE & PIMA ST,Phoenix,,15,Weekday,26,26,27,33,16,36,37,70,38,43,52,47,46
13160,3156,11152,16TH ST & ALTA VISTA RD,Phoenix,,16,Weekday,8,8,8,6,3,12,10,15,7,7,8,10,10
13161,3157,11149,16TH ST & BASELINE RD,Phoenix,,16,Weekday,53,53,55,92,52,113,99,176,89,93,108,94,90
13162,3158,11157,16TH ST & BROADWAY RD,Phoenix,,16,Weekday,58,58,60,99,58,113,106,174,85,93,112,107,96
13163,3159,18283,16TH ST & BUCKEYE RD,Phoenix,,16,Weekday,43,43,44,73,47,89,78,141,68,71,82,81,73
13164,3160,11159,16TH ST & ELWOOD ST,Phoenix,,16,Weekday,10,10,10,11,5,13,10,15,8,11,12,16,9
13165,3161,11164,16TH ST & GRANT ST,Phoenix,,16,Weekday,29,29,30,37,26,52,43,76,36,36,41,39,40
13166,3162,11165,16TH ST & JEFFERSON ST,Phoenix,,16,Weekday,30,30,31,38,27,42,36,61,39,38,41,42,37
13167,3163,11158,16TH ST & JONES AVE,Phoenix,,16,Weekday,2,2,2,3,2,5,4,4,8,10,9,9,8
13168,3164,11162,16TH ST & MOHAVE ST,Phoenix,,16,Weekday,10,10,10,15,7,11,11,23,12,12,10,12,10
13169,3165,11155,16TH ST & ROESER RD,Phoenix,,16,Weekday,30,30,31,36,20,45,39,57,28,36,43,41,39
13170,3166,11153,16TH ST & SOUTHERN AVE,Phoenix,,16,Weekday,91,91,94,137,78,149,135,229,112,121,137,132,124
13171,3168,11160,16TH ST & UNIVERSITY DR,Phoenix,,16,Weekday,16,16,17,27,17,28,24,47,21,24,27,29,29
13172,3169,11151,16TH ST & VINEYARD RD,Phoenix,,16,Weekday,15,15,15,18,11,19,19,28,14,17,18,15,18
13173,3170,11156,16TH ST & WIER AVE,Phoenix,,16,Weekday,3,3,4,10,5,7,5,10,5,5,9,7,6
13174,3172,11150,16TH ST & FREMONT RD,Phoenix,,16,Weekday,9,9,9,17,9,15,11,18,9,10,12,12,14
13175,3173,11161,16TH ST & RAIRDEN LN,Phoenix,,16,Weekday,4,4,4,3,2,5,4,10,3,4,5,4,6
13176,3174,11512,19TH AVE & ALTA VISTA RD,Phoenix,,19,Weekday,7,7,7,5,4,11,8,14,6,7,8,9,9
13177,3176,11520,19TH AVE & BUCHANAN ST,Phoenix,,19,Weekday,4,4,4,6,3,8,6,13,7,4,8,18,19
13178,3177,10774,19TH AVE & COCOPAH ST,Phoenix,,19,Weekday,31,31,32,41,25,60,48,86,41,54,66,58,53
13179,3180,10773,22ND AVE & HILTON AVE,Phoenix,,19,Weekday,6,6,6,7,2,6,4,8,3,3,2,4,2
13180,3181,10772,22ND AVE -- LOWER BUCKEYE RD & HILTON AVE,Phoenix,,19,Weekday,3,3,3,4,2,5,3,4,0,0,0,1,1
13181,3182,14539,24TH ST & BURGESS LN,Phoenix,,70,Weekday,6,6,6,10,6,9,8,15,6,7,7,5,5
13182,3184,12211,24TH ST & BASELINE RD,Phoenix,,30 | 77,Weekday,116,116,120,182,52,9,8,15,10,17,9,9,11
13183,3185,14544,24TH ST & BROADWAY RD,Phoenix,,70,Weekday,65,65,68,94,63,113,108,181,86,82,103,94,88
13184,3186,14550,24TH ST & BUCKEYE RD,Phoenix,,70,Weekday,46,46,47,57,39,63,59,99,51,46,61,58,60
13185,3190,14552,24TH ST & HARRISON ST,Phoenix,,70,Weekday,1,1,1,1,1,2,2,2,1,2,3,2,3
13186,3191,14553,24TH ST & JEFFERSON ST,Phoenix,,70,Weekday,112,112,116,139,69,127,110,206,107,106,133,129,125
13187,3192,14545,24TH ST & JONES AVE,Phoenix,,70,Weekday,10,10,11,17,10,21,18,30,15,17,22,22,33
13188,3193,14546,24TH ST & MAGNOLIA ST,Phoenix,,70,Weekday,11,11,11,16,10,18,16,32,18,30,39,37,40
13189,3194,14541,24TH ST & PECAN RD,Phoenix,,70,Weekday,8,8,8,8,3,7,7,15,6,7,10,8,5
13190,3195,14542,24TH ST & ROESER RD,Phoenix,,70,Weekday,25,25,26,43,26,41,43,64,30,31,42,35,36
13191,3197,18452,NB S 24TH ST FS E SKY HARBOR CIR S,Phoenix,,70,Weekday,6,6,6,7,5,8,10,19,11,10,16,23,17
13192,3198,14540,24TH ST & SOUTHERN AVE,Phoenix,,70,Weekday,64,64,66,97,57,95,89,169,83,81,102,100,86
13193,3199,18214,24TH ST & UNIVERSITY DR,Phoenix,,70,Weekday,16,16,16,24,15,28,25,52,24,25,38,46,41
13194,3200,14537,24TH ST & VINEYARD RD,Phoenix,,70,Weekday,7,7,7,13,8,11,11,22,10,3,2,11,9
13195,3201,14543,24TH ST & WIER AVE,Phoenix,,70,Weekday,12,12,12,15,10,17,14,33,15,17,22,21,20
13196,3202,14551,NB 24TH ST FS SKY HARBOR CIR N,Phoenix,,70,Weekday,1,1,1,1,1,2,6,4,2,2,6,3,3
13197,3204,12039,32ND ST & WIER AVE,Phoenix,,30,Weekday,3,3,3,5,2,0,1,5,3,3,4,3,4
13198,3205,12040,32ND ST & BROADWAY RD,Phoenix,,30,Weekday,25,25,26,33,22,29,35,55,24,19,26,29,21
13199,3206,12042,UNIVERSITY DR & ELWOOD ST,Phoenix,,30,Weekday,9,9,9,9,5,9,10,16,8,10,16,19,19
13200,3207,12041,32ND ST & WOOD ST,Phoenix,,30,Weekday,14,14,15,20,11,12,12,23,12,15,18,15,17
13201,3209,12220,35TH AVE & ELWOOD ST,Phoenix,,35,Weekday,9,9,9,2,2,10,8,11,3,2,1,1,2
13202,3210,17077,35TH AVE & WEIR AVE NBD NS,Phoenix,,35,Weekday,11,11,11,18,10,15,15,23,14,15,18,18,16
13203,3211,12219,35TH AVE & BROADWAY RD,Phoenix,,35,Weekday,14,14,15,20,10,22,20,31,17,16,22,17,22
13204,3212,12222,35TH AVE & BUCKEYE RD,Phoenix,,35,Weekday,68,68,71,111,61,120,111,184,91,91,112,100,99
13205,3213,12221,35TH AVE & COCOPAH ST,Phoenix,,35,Weekday,48,48,50,70,34,62,47,76,34,26,28,24,26
13206,3214,10868,35TH AVE & GIBSON LN,Phoenix,,35,Weekday,23,23,24,29,16,32,27,48,29,26,26,19,18
13207,3215,12223,35TH AVE & HADLEY ST,Phoenix,,35,Weekday,18,18,18,21,13,41,34,49,24,25,29,24,33
13208,3216,18289,35TH AVE & LINCOLN ST,Phoenix,,35,Weekday,22,22,22,23,14,31,27,45,22,21,27,23,24
13209,3217,10867,35TH AVE & LOWER BUCKEYE RD,Phoenix,,35,Weekday,41,41,42,54,42,67,58,96,57,62,73,66,77
13210,3219,12844,43RD AVE & HADLEY ST,Phoenix,,43,Weekday,1,1,1,1,1,2,6,4,1,1,1,1,1
13211,3221,12845,43RD AVE & WASHINGTON ST,Phoenix,,43,Weekday,3,3,3,2,3,4,2,6,2,4,5,5,7
13212,3225,13598,48TH ST & KNOX RD,Phoenix,, ALEX | 108,Weekday,16,16,16,17,8,14,13,25,11,13,16,15,14
13213,3226,13597,48TH ST & LAVENDER LN,Phoenix,,108,Weekday,6,6,6,4,2,5,5,10,4,4,5,4,4
13214,3228,13601,48TH ST & CHEYENNE DR,Phoenix,, ALEX | 108,Weekday,3,3,3,3,2,4,3,6,2,3,4,3,1
13215,3229,13600,48TH ST & KIVA ST,Phoenix,,108,Weekday,4,4,4,4,1,5,4,8,1,1,1,1,0
13216,3230,13596,48TH ST & RAY RD,Phoenix,,108,Weekday,15,15,16,15,9,11,13,28,12,11,16,15,13
13217,3232,13595,48TH ST & THISTLE LANDING DR,Phoenix,,108,Weekday,9,9,9,12,6,10,10,18,6,8,11,10,7
13218,3234,13599,48TH ST & WARNER RD,Phoenix,,108 | 522,Weekday,15,15,15,20,12,15,20,42,17,20,18,16,16
13219,3248,13673,59TH AVE & BUCKEYE RD,Phoenix,,59,Weekday,17,17,18,28,14,28,30,47,22,17,15,5,9
13220,3249,13674,59TH AVE & SHERMAN ST,Phoenix,,59,Weekday,2,2,2,3,1,7,6,9,1,1,1,0,
13221,3253,10486,7TH ST & VICTORY ST,Phoenix,,7,Weekday,5,5,5,8,4,10,8,13,9,6,8,7,7
13222,3254,10471,7TH ST & ALTA VISTA RD,Phoenix,,7,Weekday,5,5,5,6,3,5,5,8,4,5,4,5,6
13223,3255,10468,7TH ST & BASELINE RD,Phoenix,,7,Weekday,66,66,68,96,50,111,101,175,81,92,107,97,87
13224,3256,10483,7TH ST & BROADWAY RD,Phoenix,,7,Weekday,40,40,41,60,37,62,53,100,48,49,58,58,59
13225,3257,15156,7TH ST & CARTER RD,Phoenix,,7,Weekday,12,12,12,14,9,17,15,31,17,17,17,12,14
13226,3258,10463,7TH ST & DOBBINS RD,Phoenix,,7,Weekday,14,14,14,21,10,21,20,31,16,16,22,22,17
13227,3259,10485,7TH ST & ELWOOD ST,Phoenix,,7,Weekday,10,10,10,6,4,10,8,16,7,6,6,4,3
13228,3260,10484,7TH ST & JONES AVE,Phoenix,,7,Weekday,41,41,42,48,29,48,42,84,50,46,52,58,55
13229,3261,10159,7TH ST & MOHAVE ST,Phoenix,,7,Weekday,31,31,32,47,19,42,37,69,37,30,33,35,33
13230,3262,10491,7TH ST & PIMA ST,Phoenix,,7,Weekday,4,4,4,5,2,6,4,6,3,4,4,2,3
13231,3263,15157,7TH ST & ROESER RD,Phoenix,,7,Weekday,36,36,37,45,23,54,46,88,39,46,58,52,45
13232,3265,10493,7TH ST & SHERMAN ST,Phoenix,,7,Weekday,2,2,2,2,1,2,1,2,1,1,1,1,1
13233,3266,10465,7TH ST & SOUTH MOUNTAIN AVE,Phoenix,,7,Weekday,22,22,22,35,16,40,36,62,26,30,37,33,29
13234,3267,10472,7TH ST & SOUTHERN AVE,Phoenix,,7,Weekday,40,40,42,43,25,45,41,73,35,34,44,44,41
13235,3268,10487,7TH ST & UNIVERSITY DR,Phoenix,,7,Weekday,16,16,17,20,13,29,35,79,38,38,40,40,36
13236,3269,10470,7TH ST & VINEYARD RD,Phoenix,,7,Weekday,15,15,15,15,8,18,15,26,14,16,18,18,21
13237,3270,10488,7TH ST & WATKINS ST,Phoenix,,7,Weekday,4,4,4,6,3,6,6,9,4,4,4,0,2
13238,3271,10475,7TH ST & WIER AVE,Phoenix,,7,Weekday,5,5,6,3,3,5,5,12,5,6,6,6,6
13239,3272,10464,7TH ST -- SIESTA DR & EUCLID AVE,Phoenix,,7,Weekday,12,12,13,21,11,17,16,24,13,17,19,14,11
13240,3273,10473,7TH ST & SUNLAND AVE,Phoenix,,7,Weekday,14,14,14,18,9,24,19,36,12,18,21,22,22
13241,3274,10492,7TH ST & BUCKEYE RD,Phoenix,,7,Weekday,35,35,36,51,30,55,47,76,38,39,45,40,40
13242,3275,10494,7TH ST & LINCOLN ST,Phoenix,,7,Weekday,6,6,6,8,4,8,7,12,5,3,3,4,4
13243,3276,10489,7TH ST & I-17 FWY,Phoenix,,7,Weekday,2,2,2,3,2,1,1,3,2,2,3,1,1
13244,3298,10061,CENTRAL AVE & TAMARISK ST,Phoenix,, ZERO | 52,Weekday,16,16,16,5,1,4,4,7,27,74,50,45,46
13245,3299,10057,CENTRAL AVE & ALTA VISTA RD,Phoenix,, ZERO,Weekday,15,15,15,24,13,20,17,33,20,19,20,17,15
13246,3300,10054,CENTRAL AVE & BASELINE RD,Phoenix,, CSME |  CSMW |  ZERO,Weekday,147,147,152,211,120,210,187,340,164,283,208,186,163
