,StopID,Juris,Day,ComputedStreetAddress,ComputedCity,ComputedState,Zipcode,Per Capita Income,Population,Poverty Count,Poverty Rate,2018
6191,782,Phoenix,Weekend,1106 E VIRGINIA AVE,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,9.0
6192,783,Phoenix,Weekend,4237 E LUDLOW DR,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,4.0
6193,784,Phoenix,Weekend,1241 E CAPTAIN DREYFUS AVE,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,1.6666666666666667
6194,785,Phoenix,Weekend,13623 N 32ND ST,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,18.666666666666668
6195,786,Phoenix,Weekend,3633 E THUNDERBIRD RD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,4.666666666666667
6196,787,Phoenix,Weekend,13652 N 37TH WAY,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,4.333333333333333
6197,788,Phoenix,Weekend,13226 N 3RD WAY,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,0.6666666666666666
6198,789,Phoenix,Weekend,4025 E THUNDERBIRD RD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,15.666666666666666
6199,790,Phoenix,Weekend,4410 E SHARON DR,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,3.3333333333333335
6200,791,Phoenix,Weekend,4610 E SHARON DR,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.3333333333333333
6201,792,Phoenix,Weekend,719 E THUNDERBIRD RD,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,33.666666666666664
6202,793,Phoenix,Weekend,2 E WILLOW AVE,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,1.3333333333333333
6203,795,Phoenix,Weekend,18449 N 46TH PL,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.5
6204,797,Phoenix,Weekend,1212 E AUDREY LN,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,1.6666666666666667
6205,851,Phoenix,Weekend,4205 E UNIVERSITY DR,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,5.333333333333333
6206,798,Phoenix,Weekend,1610 E VILLA THERESA DR,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,1.3333333333333333
6207,799,Phoenix,Weekend,2020 E VILLA THERESA DR,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,1.3333333333333333
6208,800,Phoenix,Weekend,2131 E UNION HILLS DR,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,1.6666666666666667
6209,801,Phoenix,Weekend,2602 E VILLA THERESA DR,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.6666666666666666
6210,802,Phoenix,Weekend,2816 E VILLA THERESA DR,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,1.3333333333333333
6211,803,Phoenix,Weekend,18451 N 31ST ST,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.0
6212,804,Phoenix,Weekend,18401 N 32ND ST,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,7.666666666666667
6213,805,Phoenix,Weekend,18401 N 32ND ST,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,2.3333333333333335
6214,806,Phoenix,Weekend,3609 E RENEE DR,Phoenix,AZ,85050.0,48804.0,30647.0,1873.0,6.111528045159396,0.3333333333333333
6215,807,Phoenix,Weekend,4228 E ROBERT E LEE ST,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,4.666666666666667
6216,808,Phoenix,Weekend,4406 E VILLA THERESA DR,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.3333333333333333
6217,809,Phoenix,Weekend,412 E VILLA THERESA DR,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,0.3333333333333333
6218,810,Phoenix,Weekend,18441 N 7TH ST,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,19.333333333333332
6219,812,Phoenix,Weekend,901 E RENEE DR,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,3.0
6220,813,Phoenix,Weekend,2415 E UNION HILLS DR,Phoenix,AZ,85050.0,48804.0,30647.0,1873.0,6.111528045159396,20.333333333333332
6221,814,Phoenix,Weekend,18450 N 1ST ST,Phoenix,AZ,85022.0,33913.0,51426.0,6898.0,13.413448450200288,1.6666666666666667
6222,815,Phoenix,Weekend,1717 E UNION HILLS DR,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.3333333333333333
6223,824,Phoenix,Weekend,3601 E UNIVERSITY DR,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.0
6224,849,Phoenix,Weekend,3840 E WINSLOW AVE,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,0.0
6225,850,Phoenix,Weekend,4019 E UNIVERSITY DR,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,4.666666666666667
6226,852,Phoenix,Weekend,4409 E UNIVERSITY DR,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,2.0
6227,853,Phoenix,Weekend,4702 E UNIVERSITY DR,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,5.666666666666667
6228,865,Phoenix,Weekend,3439 E UNIVERSITY DR,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.0
6233,878,Phoenix,Weekend,1121 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,24.666666666666668
6234,879,Phoenix,Weekend,1401 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,4.666666666666667
6235,880,Phoenix,Weekend,1613 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,45.666666666666664
6236,881,Phoenix,Weekend,1801 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,9.0
6237,882,Phoenix,Weekend,1911 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,8.666666666666666
6238,884,Phoenix,Weekend,2011 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,16.333333333333332
6239,885,Phoenix,Weekend,2211 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,6.0
6244,890,Phoenix,Weekend,400 E MONROE ST,Phoenix,AZ,85004.0,31227.0,6552.0,1857.0,28.342490842490843,25.0
6249,895,Phoenix,Weekend,541 E VAN BUREN ST,Phoenix,AZ,85004.0,31227.0,6552.0,1857.0,28.342490842490843,10.0
6250,896,Phoenix,Weekend,217 N 7TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,17.666666666666668
6251,897,Phoenix,Weekend,901 E VAN BUREN ST,Phoenix,AZ,85006.0,18335.0,28176.0,10734.0,38.09625212947189,6.666666666666667
6252,898,Phoenix,Weekend,2 E MONROE ST,Phoenix,AZ,85004.0,31227.0,6552.0,1857.0,28.342490842490843,398.3333333333333
6265,952,Phoenix,Weekend,2625 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,0.6666666666666666
6266,953,Phoenix,Weekend,2801 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,0.6666666666666666
6267,954,Phoenix,Weekend,13 S 30TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.3333333333333333
6268,955,Phoenix,Weekend,3207 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,5.333333333333333
6269,956,Phoenix,Weekend,3428 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.3333333333333333
6270,957,Phoenix,Weekend,3801 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,7.666666666666667
6271,958,Phoenix,Weekend,4005 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,2.3333333333333335
6272,959,Phoenix,Weekend,4129 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,6.0
6273,960,Phoenix,Weekend,4619 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,5.0
6274,961,Phoenix,Weekend,4801 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.3333333333333333
6275,962,Phoenix,Weekend,5055 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.0
6276,963,Phoenix,Weekend,402 S 54TH PL,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,0.3333333333333333
6277,964,Phoenix,Weekend,3609 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,0.3333333333333333
6279,1003,Phoenix,Weekend,941 W ATLANTA AVE,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,2.6666666666666665
6280,1004,Phoenix,Weekend,1844 W BASELINE RD,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,33.666666666666664
6282,1006,Phoenix,Weekend,643 W BASELINE RD,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,13.666666666666666
6283,1008,Phoenix,Weekend,1445 W BASELINE RD,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,4.666666666666667
6285,1010,Phoenix,Weekend,7412 S 29TH LN,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,5.333333333333333
6286,1011,Phoenix,Weekend,7602 S 3RD AVE,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,15.0
6287,1015,Phoenix,Weekend,702 E UNION HILLS DR,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,6.333333333333333
6288,1019,Phoenix,Weekend,19401 N 7TH ST,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.3333333333333333
6289,1022,Phoenix,Weekend,19402 N 7TH PL,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.6666666666666666
6290,1023,Phoenix,Weekend,19815 N 7TH ST,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,2.6666666666666665
6291,1024,Phoenix,Weekend,4045 W BELL RD,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,9.666666666666666
6292,1025,Phoenix,Weekend,999 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,24.0
6293,1026,Phoenix,Weekend,1440 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,20.666666666666668
6294,1027,Phoenix,Weekend,1645 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,28.0
6295,1028,Phoenix,Weekend,1811 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,133.66666666666666
6296,1029,Phoenix,Weekend,2001 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,3.6666666666666665
6297,1030,Phoenix,Weekend,2201 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,20.666666666666668
6298,1031,Phoenix,Weekend,2839 W BELL RD,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,72.66666666666667
6299,1032,Phoenix,Weekend,3033 W BELL RD,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,1.6666666666666667
6300,1033,Phoenix,Weekend,3310 W JUNIPER AVE,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,24.333333333333332
6301,1034,Phoenix,Weekend,3438 W JUNIPER AVE,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,58.333333333333336
6302,1035,Phoenix,Weekend,3638 W JUNIPER AVE,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,2.6666666666666665
6303,1036,Phoenix,Weekend,16850 N 38TH LN,Phoenix,AZ,85053.0,25826.0,29976.0,4557.0,15.202161729383507,2.6666666666666665
6304,1037,Phoenix,Weekend,205 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,8.0
6305,1038,Phoenix,Weekend,8620 N 22ND AVE,Phoenix,AZ,85021.0,27044.0,42002.0,10824.0,25.770201418980047,50.333333333333336
6308,1041,Phoenix,Weekend,4961 W BELL RD,Phoenix,AZ,85308.0,35639.0,66057.0,5449.0,8.248936524516706,41.0
6309,1051,Phoenix,Weekend,625 W BELL RD,Phoenix,AZ,85023.0,29416.0,34488.0,4698.0,13.622129436325679,18.333333333333332
6310,1052,Phoenix,Weekend,4455 W BELL RD,Phoenix,AZ,85308.0,35639.0,66057.0,5449.0,8.248936524516706,2.0
6312,1056,Phoenix,Weekend,1007 W BETHANY HOME RD,Phoenix,AZ,85013.0,41512.0,20902.0,3136.0,15.003348961821835,2.0
6317,1061,Phoenix,Weekend,2633 W BETHANY HOME RD,Phoenix,AZ,85017.0,13334.0,41993.0,14062.0,33.48653346986403,79.33333333333333
6318,1062,Phoenix,Weekend,2839 W BETHANY HOME RD,Phoenix,AZ,85017.0,13334.0,41993.0,14062.0,33.48653346986403,5.666666666666667
6319,1063,Phoenix,Weekend,3031 W BETHANY HOME RD,Phoenix,AZ,85017.0,13334.0,41993.0,14062.0,33.48653346986403,11.0
6320,1064,Phoenix,Weekend,3225 W BETHANY HOME RD,Phoenix,AZ,85017.0,13334.0,41993.0,14062.0,33.48653346986403,18.666666666666668
6321,1065,Phoenix,Weekend,3437 W BETHANY HOME RD,Phoenix,AZ,85017.0,13334.0,41993.0,14062.0,33.48653346986403,77.66666666666667
6322,1066,Phoenix,Weekend,3625 W BETHANY HOME RD,Phoenix,AZ,85019.0,14276.0,26659.0,8856.0,33.21955062080348,10.333333333333334
6323,1067,Phoenix,Weekend,5845 N 39TH AVE,Phoenix,AZ,85019.0,14276.0,26659.0,8856.0,33.21955062080348,8.333333333333334
6324,1068,Phoenix,Weekend,235 W BETHANY HOME RD,Phoenix,AZ,85013.0,41512.0,20902.0,3136.0,15.003348961821835,1.0
6325,1069,Phoenix,Weekend,4243 W BETHANY HOME RD,Phoenix,AZ,85019.0,14276.0,26659.0,8856.0,33.21955062080348,91.66666666666667
6326,1080,Phoenix,Weekend,535 W BETHANY HOME RD,Phoenix,AZ,85013.0,41512.0,20902.0,3136.0,15.003348961821835,4.0
6327,1083,Phoenix,Weekend,4101 W BETHANY HOME RD,Phoenix,AZ,85019.0,14276.0,26659.0,8856.0,33.21955062080348,2.0
6329,1087,Phoenix,Weekend,1501 W BROADWAY RD,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,4.0
6330,1089,Phoenix,Weekend,4401 S 7TH AVE,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,43.666666666666664
6331,1102,Phoenix,Weekend,20425 N 7TH ST,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.6666666666666666
6332,1109,Phoenix,Weekend,735 E POTTER DR,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.6666666666666666
6333,1110,Phoenix,Weekend,20871 N 8TH ST,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.3333333333333333
6334,1112,Phoenix,Weekend,941 W BROADWAY RD,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,0.6666666666666666
6336,1116,Phoenix,Weekend,1032 S 65TH AVE,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,0.3333333333333333
6337,1117,Phoenix,Weekend,1413 W BUCKEYE RD,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,16.333333333333332
6338,1118,Phoenix,Weekend,1645 W BUCKEYE RD,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,14.333333333333334
6339,1119,Phoenix,Weekend,1895 W BUCKEYE RD,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,32.0
6341,1121,Phoenix,Weekend,21850 N 7TH ST,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.3333333333333333
6344,1124,Phoenix,Weekend,21850 N 7TH ST,Phoenix,AZ,85024.0,37122.0,24675.0,1962.0,7.951367781155016,0.6666666666666666
6350,1130,Phoenix,Weekend,1229 S 9TH AVE,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,3.0
6352,1132,Phoenix,Weekend,1411 S 47TH AVE,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,3.3333333333333335
6353,1133,Phoenix,Weekend,1104 S MONTEZUMA ST,Phoenix,AZ,85003.0,37766.0,8419.0,1652.0,19.622282931464543,1.0
6354,1134,Phoenix,Weekend,5049 W BUCKEYE RD,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,55.0
6355,1135,Phoenix,Weekend,5340 W BUCKEYE RD,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,0.3333333333333333
6356,1136,Phoenix,Weekend,5526 W BUCKEYE RD,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,8.333333333333334
6357,1137,Phoenix,Weekend,5810 W BUCKEYE RD,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,9.666666666666666
6358,1138,Phoenix,Weekend,6103 W BUCKEYE RD,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,0.6666666666666666
6359,1139,Phoenix,Weekend,6625 W BUCKEYE RD,Phoenix,AZ,85043.0,16552.0,39757.0,8823.0,22.192318333878312,30.666666666666668
6360,1140,Phoenix,Weekend,1023 S 7TH AVE,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,16.0
6362,1142,Phoenix,Weekend,1111 S CENTRAL AVE,Phoenix,AZ,85004.0,31227.0,6552.0,1857.0,28.342490842490843,16.333333333333332
6364,1144,Phoenix,Weekend,1009 W BUCKEYE RD,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,5.0
6367,4805,Phoenix,Weekend,15831 N 47TH PL,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.3333333333333333
6368,4806,Phoenix,Weekend,19801 N TATUM BLVD,Phoenix,AZ,85050.0,48804.0,30647.0,1873.0,6.111528045159396,16.0
6369,4808,Phoenix,Weekend,14400 N TATUM BLVD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,2.0
6370,4809,Phoenix,Weekend,4747 E BELL RD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,71.0
6371,4810,Phoenix,Weekend,12240 N TATUM BLVD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,33.333333333333336
6376,4816,Phoenix,Weekend,15262 N TATUM BLVD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,34.333333333333336
6377,4817,Phoenix,Weekend,4770 E SAINT JOHN RD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,2.6666666666666665
6378,4818,Phoenix,Weekend,4754 E REDFIELD RD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,0.3333333333333333
6379,4819,Phoenix,Weekend,16411 N 47TH PL,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,3.6666666666666665
6382,4823,Phoenix,Weekend,4741 E PARADISE LN,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,1.0
6383,4824,Phoenix,Weekend,4465 E PARADISE VILLAGE PKWY S,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,22.333333333333332
6384,4826,Phoenix,Weekend,4707 E ROBERT E LEE ST,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,1.3333333333333333
6385,4893,Phoenix,Weekend,2330 E JONES AVE,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,3.3333333333333335
6387,4828,Phoenix,Weekend,13648 N TATUM BLVD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,10.0
6388,4830,Phoenix,Weekend,18442 N TATUM BLVD,Phoenix,AZ,85032.0,27780.0,72830.0,11763.0,16.151311272827133,20.333333333333332
6389,4841,Phoenix,Weekend,9206 S 10TH AVE,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,0.3333333333333333
6390,4842,Phoenix,Weekend,1002 W MCNEIL ST,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,10.666666666666666
6391,4845,Phoenix,Weekend,1208 S 15TH AVE,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,4.333333333333333
6392,4846,Phoenix,Weekend,1503 W SHERMAN ST,Phoenix,AZ,85007.0,21958.0,14751.0,5171.0,35.0552504914921,2.6666666666666665
6393,4847,Phoenix,Weekend,6420 S 16TH ST,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,2.0
6394,4848,Phoenix,Weekend,1609 E BASELINE RD,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,8.0
6395,4849,Phoenix,Weekend,1547 E BROADWAY RD,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,26.0
6396,4850,Phoenix,Weekend,1112 S 16TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,22.333333333333332
6397,4851,Phoenix,Weekend,1537 E CARTER RD,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,1.0
6398,4852,Phoenix,Weekend,3602 S 16TH ST,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,1.0
6399,4853,Phoenix,Weekend,1722 E BUCKEYE RD,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.6666666666666667
6400,4854,Phoenix,Weekend,1020 S 16TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.0
6401,4855,Phoenix,Weekend,1714 S 16TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,3.6666666666666665
6402,4856,Phoenix,Weekend,5221 S 15TH WAY,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,10.333333333333334
6403,4857,Phoenix,Weekend,8409 S 15TH WAY,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,0.3333333333333333
6404,4858,Phoenix,Weekend,1533 E SOUTHERN AVE,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,18.333333333333332
6405,4859,Phoenix,Weekend,5640 S 16TH ST,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,1.0
6406,4860,Phoenix,Weekend,2630 S 16TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,6.666666666666667
6407,4861,Phoenix,Weekend,6801 S 15TH PL,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,1.6666666666666667
6408,4862,Phoenix,Weekend,1545 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,30.333333333333332
6409,4863,Phoenix,Weekend,2206 S 16TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,0.3333333333333333
6410,4864,Phoenix,Weekend,4655 S 16TH ST,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,2.6666666666666665
6411,4866,Phoenix,Weekend,1549 E DESERT DR,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,1.0
6412,4867,Phoenix,Weekend,3814 S 16TH ST,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,4.666666666666667
6414,4871,Phoenix,Weekend,5210 S 19TH AVE,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,5.333333333333333
6417,4876,Phoenix,Weekend,2445 E BASELINE RD,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,0.0
6418,4877,Phoenix,Weekend,4624 S 24TH LN,Phoenix,AZ,85041.0,19436.0,62491.0,14315.0,22.907298651005746,27.333333333333332
6419,4878,Phoenix,Weekend,2111 E BUCKEYE RD,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,20.666666666666668
6420,4879,Phoenix,Weekend,2345 E BURGESS LN,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,3.3333333333333335
6421,4880,Phoenix,Weekend,300 S 24TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.3333333333333333
6422,4881,Phoenix,Weekend,102 S 24TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,50.666666666666664
6423,4882,Phoenix,Weekend,2810 S 24TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,3.3333333333333335
6424,4883,Phoenix,Weekend,5210 S 23RD WAY,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,12.666666666666666
6425,4884,Phoenix,Weekend,1955 E SKY HARBOR CIR N,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,1.3333333333333333
6426,4885,Phoenix,Weekend,2337 E SOUTHERN AVE,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,16.0
6427,4886,Phoenix,Weekend,6606 S 24TH ST,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,0.3333333333333333
6428,4887,Phoenix,Weekend,2602 S 24TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,3.0
6429,4888,Phoenix,Weekend,6802 S 24TH ST,Phoenix,AZ,85042.0,23442.0,46570.0,8510.0,18.27356667382435,1.3333333333333333
6430,4889,Phoenix,Weekend,2345 E WASHINGTON ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,64.66666666666667
6431,4890,Phoenix,Weekend,2111 E BUCKEYE RD,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,4.0
6432,4892,Phoenix,Weekend,2353 E FRAKTUR RD,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,0.0
6433,4894,Phoenix,Weekend,2401 S 24TH ST,Phoenix,AZ,85034.0,15735.0,4772.0,1896.0,39.73176865046102,0.0
6434,4895,Phoenix,Weekend,2339 E WIER AVE,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,5.333333333333333
6436,4898,Phoenix,Weekend,3151 E BROADWAY RD,Phoenix,AZ,85040.0,14710.0,35358.0,11170.0,31.591153345777474,3.0
