,StopID,Juris,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2,ComputedStreetAddress,ComputedCity,ComputedState,Zipcode
4194,4537,Phoenix,Weekend,6.0,6.0,5.0,9.0,6.0,11.0,12.0,19.0,10.0,14.0,12.0,8.0,7.0,3200 N CENTRAL AVE,Phoenix,AZ,85012.0
4195,4538,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1850 N CENTRAL AVE,Phoenix,AZ,85004.0
4196,4539,Phoenix,Weekend,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4750 N CENTRAL AVE,Phoenix,AZ,85012.0
4197,4540,Phoenix,Weekend,4.0,4.0,4.0,4.0,4.0,6.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0,7 W ROSE LN,Phoenix,AZ,85013.0
4198,4541,Phoenix,Weekend,21.0,20.0,19.0,35.0,26.0,45.0,45.0,69.0,44.0,47.0,44.0,35.0,37.0,2828 N CENTRAL AVE,Phoenix,AZ,85004.0
4199,4544,Phoenix,Weekend,4.0,4.0,4.0,5.0,2.0,5.0,5.0,7.0,4.0,6.0,5.0,3.0,3.0,2520 N CENTRAL AVE,Phoenix,AZ,85004.0
4200,4547,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5300 N CENTRAL AVE,Phoenix,AZ,85012.0
4201,4548,Phoenix,Weekend,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4701 N CENTRAL AVE,Phoenix,AZ,85012.0
4202,4550,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,8502 N CENTRAL AVE,Phoenix,AZ,85020.0
4203,4666,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,17251 N 28TH AVE,Phoenix,AZ,85053.0
4204,4667,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,17463 N 28TH AVE,Phoenix,AZ,85053.0
4205,4737,Phoenix,Weekend,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,14036 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4206,4737,Phoenix,Weekend,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,14224 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4207,4743,Phoenix,Weekend,5.0,4.0,4.0,3.0,3.0,4.0,6.0,9.0,6.0,4.0,4.0,2.0,4.0,14418 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4208,4744,Phoenix,Weekend,29.0,28.0,26.0,31.0,23.0,33.0,39.0,60.0,34.0,43.0,39.0,48.0,45.0,16640 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4209,4748,Phoenix,Weekend,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,7134 E SWEETWATER AVE,Phoenix,AZ,85254.0
4210,4758,Phoenix,Weekend,3.0,3.0,3.0,0.0,3.0,12.0,20.0,43.0,25.0,18.0,18.0,30.0,26.0,14850 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4211,4764,Phoenix,Weekend,5.0,4.0,4.0,3.0,3.0,4.0,4.0,7.0,3.0,2.0,3.0,4.0,3.0,13240 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4212,4765,Phoenix,Weekend,16.0,15.0,14.0,13.0,8.0,11.0,16.0,23.0,13.0,12.0,11.0,13.0,15.0,15210 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4213,4774,Phoenix,Weekend,4.0,4.0,4.0,4.0,2.0,3.0,6.0,9.0,5.0,5.0,5.0,4.0,6.0,16000 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4214,4775,Phoenix,Weekend,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,
4215,4780,Phoenix,Weekend,8.0,7.0,7.0,8.0,6.0,9.0,8.0,12.0,7.0,8.0,7.0,9.0,7.0,,,,
4216,4781,Phoenix,Weekend,5.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,15630 N SCOTTSDALE RD,Phoenix,AZ,85254.0
4217,4789,Phoenix,Weekend,3.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,,,,
4218,4801,Phoenix,Weekend,2.0,2.0,2.0,3.0,1.0,6.0,6.0,4.0,1.0,4.0,1.0,0.0,3.0,13240 N TATUM BLVD,Phoenix,AZ,85032.0
4219,4802,Phoenix,Weekend,6.0,6.0,6.0,7.0,5.0,9.0,9.0,14.0,9.0,6.0,11.0,12.0,9.0,4722 E BELL RD,Phoenix,AZ,85032.0
4220,4803,Phoenix,Weekend,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8929 N 47TH PL,New River,AZ,85028.0
4221,4804,Phoenix,Weekend,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,14831 N 47TH PL,Phoenix,AZ,85032.0
4222,7530,Phoenix,Weekend,,,,,,,,,,,,,,15436 S 16TH WAY,Phoenix,AZ,85048.0
4223,7531,Phoenix,Weekend,,,,,,,,,,,,,,15615 S DESERT FOOTHILLS PKWY,Phoenix,AZ,85048.0
4224,7532,Phoenix,Weekend,,,,,,,,,,,,,,15607 S 16TH ST,Phoenix,AZ,85048.0
4225,7533,Phoenix,Weekend,,,,,,,,,,,,,,1859 E SOUTH FORK DR,Phoenix,AZ,85048.0
4226,7534,Phoenix,Weekend,,,,,,,,,,,,,,2111 E MOUNTAIN SKY CT,Phoenix,AZ,85048.0
4227,7539,Phoenix,Weekend,,,,,,,,,,,,,,3201 E CHANDLER BLVD,Phoenix,AZ,85048.0
4228,7540,Phoenix,Weekend,,,,,,,,,,,,,,3425 E CHANDLER BLVD,Phoenix,AZ,85048.0
4229,7541,Phoenix,Weekend,,,,,,,,,,,,,,3610 E WINDMERE DR,Phoenix,AZ,85048.0
4230,7544,Phoenix,Weekend,,,,,,,,,,,,,,2040 E MUIRWOOD DR,Phoenix,AZ,85048.0
4231,7546,Phoenix,Weekend,15.0,14.0,13.0,25.0,19.0,29.0,32.0,41.0,28.0,33.0,30.0,30.0,31.0,4804 E CHANDLER BLVD,Phoenix,AZ,85048.0
4232,7548,Phoenix,Weekend,21.0,20.0,19.0,26.0,19.0,35.0,38.0,45.0,26.0,33.0,24.0,25.0,26.0,4803 E CHANDLER BLVD,Phoenix,AZ,85048.0
4233,7549,Phoenix,Weekend,4.0,4.0,4.0,5.0,3.0,5.0,7.0,10.0,5.0,8.0,8.0,6.0,5.0,5009 E CHANDLER BLVD,Phoenix,AZ,85048.0
4234,7550,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,15215 S 48TH ST,Chandler,AZ,85044.0
4235,7552,Phoenix,Weekend,3.0,3.0,3.0,9.0,5.0,9.0,13.0,16.0,6.0,8.0,8.0,9.0,8.0,4741 E RAY RD,Chandler,AZ,85044.0
4236,7553,Phoenix,Weekend,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14827 S 47TH WAY,Chandler,AZ,85044.0
4237,7555,Phoenix,Weekend,,,,0.0,0.0,,,0.0,,0.0,0.0,,,4760 E SOUTH FORK DR,Chandler,AZ,85044.0
4238,7557,Phoenix,Weekend,,,,,,,,,,,,,,3830 E LAKEWOOD PKWY E,Phoenix,AZ,85048.0
4239,7559,Phoenix,Weekend,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847 W CARTER RD,Phoenix,AZ,85041.0
4240,7563,Phoenix,Weekend,1.0,1.0,1.0,3.0,20.0,37.0,42.0,57.0,30.0,30.0,29.0,35.0,40.0,1855 W BROADWAY RD,Phoenix,AZ,85041.0
4241,7564,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,1647 W BROADWAY RD,Phoenix,AZ,85041.0
4242,7565,Phoenix,Weekend,7.0,6.0,6.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,702 W BROADWAY RD,Phoenix,AZ,85041.0
4243,7566,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941 W BROADWAY RD,Phoenix,AZ,85041.0
4244,7567,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1502 W BROADWAY RD,Phoenix,AZ,85041.0
4245,7568,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4300 S 17TH AVE,Phoenix,AZ,85041.0
4246,7570,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1515 W DEER VALLEY RD,Cave Creek,AZ,85027.0
4247,7571,Phoenix,Weekend,,,,,,,,,,,,,,1827 E SOUTH FORK DR,Phoenix,AZ,85048.0
4248,7572,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,,,9617 N METRO PKWY W,Glendale,AZ,85051.0
4249,7573,Phoenix,Weekend,,,,,,,,,,,,,,15450 S 21ST ST,Phoenix,AZ,85048.0
4250,7575,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,4950 E CHANDLER BLVD,Phoenix,AZ,85048.0
4251,7578,Phoenix,Weekend,,,,,,,,,,,,,,3960 E CHANDLER BLVD,Phoenix,AZ,85048.0
4252,7579,Phoenix,Weekend,,,,,,,,,,,,,,3610 E WINDMERE DR,Phoenix,AZ,85048.0
4253,7580,Phoenix,Weekend,,,,,,,,,,,,,,3529 E VERBENA DR,Chandler,AZ,85044.0
4254,7581,Phoenix,Weekend,,,,,,,,,,,,,,3421 E VERBENA DR,Chandler,AZ,85044.0
4255,7586,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1848 W DARREL RD,Phoenix,AZ,85041.0
4256,7602,Phoenix,Weekend,5.0,5.0,4.0,8.0,7.0,12.0,24.0,20.0,11.0,21.0,15.0,15.0,26.0,2651 S 22ND AVE,Avondale,AZ,85009.0
4257,7606,Phoenix,Weekend,8.0,7.0,7.0,5.0,4.0,8.0,8.0,10.0,5.0,8.0,8.0,9.0,6.0,5843 S 15TH AVE,Phoenix,AZ,85041.0
4258,7614,Phoenix,Weekend,7.0,7.0,6.0,8.0,6.0,10.0,12.0,16.0,4.0,2.0,2.0,2.0,3.0,10623 N 7TH PL,Phoenix,AZ,85020.0
4259,7615,Phoenix,Weekend,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2499 W SWEETWATER AVE,Glendale,AZ,85029.0
4260,7616,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,39.0,47.0,55.0,26.0,24.0,19.0,18.0,23.0,11404 N 28TH DR,Glendale,AZ,85029.0
4261,7617,Phoenix,Weekend,,,,0.0,,,,,0.0,,,0.0,0.0,16215 N 28TH AVE,Phoenix,AZ,85053.0
4262,7622,Phoenix,Weekend,34.0,32.0,30.0,34.0,28.0,40.0,42.0,57.0,43.0,43.0,54.0,45.0,45.0,2912 E INDIAN SCHOOL RD,Avondale,AZ,85016.0
4263,7623,Phoenix,Weekend,1.0,1.0,0.0,,,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2803 W SOUTHERN AVE,Phoenix,AZ,85041.0
4264,7624,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1702 W SOUTHERN AVE,Phoenix,AZ,85041.0
4265,7625,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3113 W HUNTINGTON DR,Phoenix,AZ,85041.0
4266,7627,Phoenix,Weekend,9.0,8.0,8.0,22.0,16.0,25.0,32.0,49.0,24.0,28.0,27.0,26.0,25.0,2885 N 91ST AVE,Avondale,AZ,85037.0
4267,7628,Phoenix,Weekend,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,25.0,18.0,9201 W THOMAS RD,Avondale,AZ,85037.0
4268,7629,Phoenix,Weekend,,,,,,,,,,,,,,9037 W WINDSOR AVE,Avondale,AZ,85037.0
4269,7630,Phoenix,Weekend,,,,,,,,,,,,,,9034 W WINDSOR AVE,Avondale,AZ,85037.0
4270,7632,Phoenix,Weekend,,,,,,,,,,,,,,9042 W ENCANTO BLVD,Avondale,AZ,85037.0
4271,7635,Phoenix,Weekend,11.0,11.0,10.0,17.0,10.0,22.0,29.0,39.0,22.0,27.0,43.0,21.0,21.0,1015 S 43RD AVE,Avondale,AZ,85009.0
4272,7636,Phoenix,Weekend,,,,,,,,,,,,,,16233 S 48TH ST,Phoenix,AZ,85048.0
4273,7637,Phoenix,Weekend,,,,,,,,,,,,,,16649 S 32ND PL,Phoenix,AZ,85048.0
4274,7645,Phoenix,Weekend,1.0,1.0,1.0,,0.0,1.0,1.0,2.0,2.0,19.0,14.0,1.0,2.0,21150 N TATUM BLVD,Phoenix,AZ,85050.0
4275,7649,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,5901 W CLARENDON AVE,Cave Creek,AZ,85033.0
4276,7671,Phoenix,Weekend,5.0,5.0,5.0,8.0,7.0,14.0,15.0,15.0,14.0,9.0,9.0,9.0,10.0,2420 E GREENWAY PKWY,Phoenix,AZ,85032.0
4277,7672,Phoenix,Weekend,104.0,101.0,94.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,350 E DUNLAP AVE,Phoenix,AZ,85020.0
4278,7685,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,6202 W VAN BUREN ST,Phoenix,AZ,85043.0
4279,7686,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0,2.0,2.0,1.0,7.0,17.0,4301 W BUCKEYE RD,Phoenix,AZ,85043.0
4280,7688,Phoenix,Weekend,9.0,9.0,8.0,8.0,6.0,14.0,14.0,15.0,11.0,10.0,10.0,11.0,12.0,626 W UNION HILLS DR,Cave Creek,AZ,85027.0
4281,7689,Phoenix,Weekend,16.0,16.0,15.0,21.0,16.0,28.0,32.0,36.0,21.0,25.0,24.0,24.0,26.0,1909 W DEER VALLEY RD,Cave Creek,AZ,85027.0
4282,7690,Phoenix,Weekend,5.0,4.0,4.0,4.0,4.0,4.0,6.0,9.0,3.0,5.0,9.0,6.0,5.0,21220 N 19TH AVE,Cave Creek,AZ,85027.0
4283,7691,Phoenix,Weekend,3.0,3.0,3.0,4.0,1.0,6.0,6.0,6.0,3.0,3.0,11.0,4.0,3.0,915 W ALTA VISTA RD,Phoenix,AZ,85041.0
4284,7692,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1838 N 7TH AVE,Phoenix,AZ,85007.0
4285,7693,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,7375 W BUCKEYE RD,Phoenix,AZ,85043.0
4286,7698,Phoenix,Weekend,11.0,11.0,10.0,10.0,7.0,18.0,20.0,24.0,15.0,15.0,25.0,12.0,15.0,21639 N 19TH AVE,Cave Creek,AZ,85027.0
4287,7699,Phoenix,Weekend,2.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,8502 N 30TH DR,Glendale,AZ,85051.0
4288,7700,Phoenix,Weekend,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,8527 N 31ST AVE,Glendale,AZ,85051.0
4289,7701,Phoenix,Weekend,2.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,8727 N 31ST AVE,Glendale,AZ,85051.0
4290,7705,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,18443 N 42ND ST,Phoenix,AZ,85032.0
4291,7710,Phoenix,Weekend,3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2902 W BUTLER DR,Glendale,AZ,85051.0
4292,7719,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,4453 N 54TH ST,Maricopa,AZ,85018.0
4293,7732,Phoenix,Weekend,4.0,4.0,4.0,12.0,8.0,18.0,24.0,24.0,13.0,38.0,30.0,37.0,44.0,4701 W THUNDERBIRD RD,Glendale,AZ,85306.0
4294,7733,Phoenix,Weekend,8.0,8.0,7.0,17.0,11.0,18.0,21.0,35.0,18.0,20.0,16.0,17.0,16.0,10629 N 32ND ST,New River,AZ,85028.0
4295,7734,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3202 E DESERT COVE AVE,New River,AZ,85028.0
4296,7759,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2403 W DARROW ST,Phoenix,AZ,85041.0
4297,7760,Phoenix,Weekend,14.0,13.0,12.0,17.0,9.0,20.0,24.0,27.0,13.0,25.0,14.0,14.0,15.0,7420 S 27TH AVE,Phoenix,AZ,85041.0
4298,7761,Phoenix,Weekend,6.0,6.0,5.0,7.0,4.0,18.0,12.0,7.0,3.0,6.0,3.0,3.0,2.0,7444 S 31ST DR,Phoenix,AZ,85041.0
4299,7762,Phoenix,Weekend,43.0,42.0,39.0,65.0,47.0,97.0,81.0,76.0,49.0,52.0,36.0,39.0,44.0,3520 W BASELINE RD,Gila Crossing,AZ,85339.0
4300,7763,Phoenix,Weekend,5.0,5.0,5.0,7.0,4.0,14.0,10.0,8.0,4.0,6.0,3.0,3.0,3.0,7412 S 29TH LN,Phoenix,AZ,85041.0
4301,7764,Phoenix,Weekend,6.0,6.0,6.0,7.0,5.0,8.0,8.0,14.0,7.0,8.0,6.0,7.0,6.0,3210 E BASELINE RD,Phoenix,AZ,85042.0
4302,7765,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3205 E MALDONADO DR,Phoenix,AZ,85042.0
4303,7766,Phoenix,Weekend,4.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,4.0,3230 E ROESER RD,Phoenix,AZ,85040.0
4304,7767,Phoenix,Weekend,5.0,5.0,4.0,7.0,4.0,2.0,3.0,8.0,3.0,6.0,6.0,8.0,6.0,3218 E SOUTHERN AVE,Phoenix,AZ,85040.0
4305,7768,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,3636 E BASELINE RD,Phoenix,AZ,85042.0
4306,7769,Phoenix,Weekend,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,7002 S 32ND PL,Phoenix,AZ,85042.0
4307,7770,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,7002 S 32ND PL,Phoenix,AZ,85042.0
4308,7771,Phoenix,Weekend,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3162 E ROESER RD,Phoenix,AZ,85040.0
4309,7772,Phoenix,Weekend,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3218 E SOUTHERN AVE,Phoenix,AZ,85040.0
4310,7783,Phoenix,Weekend,39.0,37.0,35.0,41.0,33.0,52.0,56.0,80.0,45.0,182.0,54.0,47.0,49.0,10 W BROADWAY RD,Phoenix,AZ,85041.0
4311,7785,Phoenix,Weekend,9.0,9.0,8.0,12.0,8.0,13.0,14.0,21.0,14.0,13.0,14.0,21.0,15.0,21637 N 48TH PL,Phoenix,AZ,85054.0
4312,7786,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1031 W BASELINE RD,Phoenix,AZ,85041.0
4313,7787,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1847 W BASELINE RD,Phoenix,AZ,85041.0
4314,7788,Phoenix,Weekend,4.0,4.0,4.0,7.0,4.0,8.0,7.0,7.0,4.0,5.0,4.0,4.0,6.0,7704 S 23RD LN,Phoenix,AZ,85041.0
4315,7789,Phoenix,Weekend,9.0,8.0,8.0,18.0,11.0,20.0,23.0,35.0,20.0,51.0,29.0,30.0,32.0,7550 S 19TH AVE,Phoenix,AZ,85041.0
4316,7790,Phoenix,Weekend,,,,,,,,,,,,,,4201 E KNOX RD,Chandler,AZ,85044.0
4317,7801,Phoenix,Weekend,3.0,3.0,3.0,6.0,3.0,6.0,7.0,9.0,7.0,7.0,7.0,4.0,6.0,2832 N 86TH DR,Avondale,AZ,85037.0
4318,7802,Phoenix,Weekend,2.0,2.0,2.0,2.0,2.0,6.0,5.0,9.0,3.0,3.0,3.0,4.0,4.0,8918 W LA REATA AVE,Avondale,AZ,85037.0
4319,7804,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,8544 W EDGEMONT AVE,Avondale,AZ,85037.0
4320,7805,Phoenix,Weekend,4.0,4.0,3.0,3.0,2.0,5.0,6.0,9.0,6.0,3.0,19.0,6.0,17.0,8310 W THOMAS RD,Avondale,AZ,85037.0
4321,7806,Phoenix,Weekend,1.0,1.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8627 W VERDE LN,Avondale,AZ,85037.0
4322,7807,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,2.0,17.0,0.0,8713 W VERDE LN,Avondale,AZ,85037.0
4323,7808,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,1.0,2944 N 89TH AVE,Avondale,AZ,85037.0
4324,7822,Phoenix,Weekend,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,
4325,7823,Phoenix,Weekend,9.0,9.0,8.0,8.0,7.0,14.0,15.0,22.0,13.0,14.0,14.0,14.0,13.0,6245 S 7TH AVE,Phoenix,AZ,85041.0
4326,7824,Phoenix,Weekend,12.0,11.0,11.0,20.0,17.0,34.0,45.0,40.0,30.0,25.0,32.0,27.0,24.0,7441 S 7TH ST,Phoenix,AZ,85042.0
4327,7825,Phoenix,Weekend,4.0,3.0,3.0,4.0,2.0,4.0,5.0,8.0,5.0,4.0,4.0,5.0,5.0,617 W FREMONT RD,Phoenix,AZ,85041.0
4328,7826,Phoenix,Weekend,3.0,3.0,3.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6635 S 7TH AVE,Phoenix,AZ,85041.0
4329,7827,Phoenix,Weekend,10.0,10.0,9.0,12.0,9.0,16.0,26.0,24.0,16.0,17.0,13.0,12.0,13.0,101 E MILADA DR,Phoenix,AZ,85042.0
4330,7830,Phoenix,Weekend,17.0,16.0,15.0,10.0,6.0,18.0,20.0,32.0,18.0,15.0,18.0,17.0,16.0,2214 W LOWER BUCKEYE RD,Avondale,AZ,85009.0
4331,7835,Phoenix,Weekend,0.0,0.0,0.0,0.0,,,,0.0,,,,,,4939 E RAY RD,Chandler,AZ,85044.0
4332,7836,Phoenix,Weekend,14.0,13.0,12.0,11.0,9.0,18.0,20.0,25.0,15.0,16.0,15.0,16.0,15.0,21150 N TATUM BLVD,Phoenix,AZ,85050.0
4333,7837,Phoenix,Weekend,9.0,9.0,8.0,1.0,10.0,33.0,41.0,54.0,31.0,29.0,32.0,31.0,39.0,20910 N TATUM BLVD,Phoenix,AZ,85050.0
4334,7838,Phoenix,Weekend,,,,,,,,,,,,,,460 N 3RD ST,Phoenix,AZ,85004.0
4335,7839,Phoenix,Weekend,0.0,0.0,0.0,,,,,,,,,,,100 W WASHINGTON ST,Phoenix,AZ,85003.0
4336,7840,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,,,,,,300 W WASHINGTON ST,Phoenix,AZ,85003.0
4337,7841,Phoenix,Weekend,,,,,,,,,,,,,,701 E WASHINGTON ST,Phoenix,AZ,85034.0
4338,7842,Phoenix,Weekend,0.0,0.0,0.0,,,,,,,,,,,2 E MONROE ST,Phoenix,AZ,85004.0
4339,7843,Phoenix,Weekend,0.0,0.0,0.0,,,,,,,,,,,1501 W WASHINGTON ST,Phoenix,AZ,85007.0
4340,7844,Phoenix,Weekend,,,,,,,,,,,,,,250 N 17TH AVE,Phoenix,AZ,85007.0
4341,7845,Phoenix,Weekend,,,,,4.0,,,,,,,,,1757 W JEFFERSON ST,Phoenix,AZ,85007.0
4342,7846,Phoenix,Weekend,,,,,,,,,,,,,,1535 W JEFFERSON ST,Phoenix,AZ,85007.0
4343,7847,Phoenix,Weekend,2.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,,,,,,600 W JACKSON ST,Phoenix,AZ,85003.0
4344,7849,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,445 N 5TH ST,Phoenix,AZ,85004.0
4345,7850,Phoenix,Weekend,46.0,44.0,42.0,51.0,33.0,57.0,62.0,92.0,60.0,131.0,55.0,51.0,61.0,101 W JEFFERSON ST,Phoenix,AZ,85003.0
4346,7851,Phoenix,Weekend,0.0,0.0,0.0,,,,,,,,,,,1 W WASHINGTON ST,Phoenix,AZ,85003.0
4347,7853,Phoenix,Weekend,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,,,,,4237 W SELDON LN,Glendale,AZ,85051.0
4348,7854,Phoenix,Weekend,1.0,1.0,0.0,,,,,,,,,,,4150 N 12TH ST,Phoenix,AZ,85014.0
4349,7855,Phoenix,Weekend,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,,,,,,,
4350,7858,Phoenix,Weekend,6.0,6.0,5.0,6.0,5.0,7.0,40.0,14.0,23.0,8.0,32.0,9.0,9.0,4130 N 83RD AVE,Cave Creek,AZ,85033.0
4351,7859,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,4102 N 85TH AVE,Avondale,AZ,85037.0
4352,7860,Phoenix,Weekend,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,10.0,0.0,25.0,2.0,2.0,8720 W INDIAN SCHOOL RD,Avondale,AZ,85037.0
