,Q1,Q2,Q3,Q4,2018
8843,5.0,2.0,2.0,2.0,
8844,20.0,15.0,28.0,17.0,
8845,63.0,35.0,53.0,49.0,
8846,1.0,0.0,1.0,1.0,
8847,1.0,0.0,0.0,0.0,
8848,8.0,4.0,4.0,4.0,
8849,25.0,11.0,10.0,12.0,
8850,2.0,1.0,2.0,1.0,
8851,5.0,2.0,2.0,2.0,
8852,43.0,23.0,26.0,25.0,
8853,77.0,41.0,34.0,43.0,
8854,11.0,7.0,6.0,6.0,
8855,48.0,20.0,21.0,31.0,
8856,109.0,62.0,66.0,67.0,
8857,231.0,115.0,98.0,135.0,
8858,2.0,0.0,2.0,0.0,
8859,4.0,1.0,1.0,1.0,
8860,11.0,7.0,11.0,8.0,
8861,21.0,10.0,13.0,12.0,
8862,19.0,15.0,15.0,15.0,
8863,44.0,25.0,25.0,36.0,
8864,6.0,3.0,9.0,3.0,
8865,14.0,7.0,14.0,8.0,
8866,52.0,28.0,42.0,25.0,
8867,83.0,41.0,52.0,48.0,
8868,24.0,14.0,12.0,14.0,
8869,61.0,26.0,23.0,27.0,
8870,34.0,17.0,18.0,18.0,
8871,75.0,33.0,36.0,41.0,
8872,13.0,8.0,9.0,8.0,
8873,25.0,11.0,10.0,12.0,
8874,16.0,7.0,9.0,17.0,
8875,25.0,10.0,10.0,12.0,
8876,8.0,2.0,3.0,3.0,
8877,12.0,4.0,5.0,6.0,
8878,0.0,0.0,0.0,1.0,
8879,0.0,0.0,0.0,0.0,
8880,12.0,7.0,6.0,8.0,
8881,21.0,9.0,10.0,13.0,
8882,26.0,13.0,14.0,13.0,
8883,34.0,17.0,18.0,19.0,
8884,33.0,18.0,20.0,16.0,
8885,59.0,30.0,32.0,35.0,
8886,16.0,9.0,9.0,10.0,
8887,24.0,13.0,14.0,14.0,
8888,15.0,10.0,9.0,10.0,
8889,21.0,10.0,10.0,10.0,
8890,15.0,7.0,6.0,9.0,
8891,22.0,8.0,9.0,12.0,
8892,33.0,18.0,23.0,19.0,
8893,47.0,20.0,26.0,27.0,
8894,59.0,37.0,41.0,39.0,
8895,98.0,50.0,51.0,62.0,
8896,35.0,21.0,21.0,20.0,
8897,41.0,25.0,22.0,24.0,
8898,28.0,15.0,17.0,13.0,
8899,70.0,36.0,39.0,45.0,
8900,13.0,6.0,5.0,5.0,
8901,23.0,9.0,10.0,12.0,
8902,7.0,3.0,2.0,2.0,
8903,15.0,3.0,3.0,4.0,
8904,54.0,27.0,33.0,34.0,
8905,62.0,35.0,34.0,39.0,
8906,1.0,0.0,1.0,0.0,
8907,3.0,1.0,1.0,1.0,
8908,1.0,0.0,1.0,1.0,
8909,2.0,1.0,1.0,1.0,
8910,9.0,8.0,9.0,8.0,
8911,15.0,10.0,11.0,14.0,
8912,5.0,2.0,3.0,3.0,
8913,5.0,2.0,3.0,3.0,
8914,5.0,2.0,2.0,2.0,
8915,6.0,1.0,1.0,3.0,
8916,6.0,2.0,2.0,1.0,
8917,8.0,2.0,3.0,4.0,
8918,1.0,0.0,0.0,0.0,
8919,1.0,1.0,0.0,1.0,
8920,1.0,0.0,1.0,1.0,
8921,1.0,0.0,1.0,1.0,
8922,92.0,46.0,54.0,58.0,
8923,127.0,70.0,74.0,83.0,
8924,51.0,31.0,34.0,34.0,
8925,72.0,39.0,42.0,55.0,
8926,116.0,66.0,76.0,68.0,
8927,158.0,81.0,91.0,96.0,
8928,105.0,63.0,69.0,62.0,
8929,159.0,84.0,92.0,97.0,
8930,14.0,6.0,8.0,7.0,
8931,36.0,17.0,20.0,26.0,
8932,4.0,1.0,1.0,1.0,
8933,4.0,2.0,2.0,2.0,
8934,9.0,3.0,4.0,3.0,
8935,11.0,5.0,8.0,6.0,
8936,21.0,10.0,11.0,11.0,
8937,39.0,17.0,17.0,19.0,
8940,4.0,1.0,1.0,1.0,
8941,5.0,2.0,1.0,2.0,
8942,55.0,35.0,40.0,41.0,
8943,120.0,63.0,59.0,69.0,
8944,2.0,2.0,3.0,2.0,
8945,6.0,3.0,4.0,4.0,
8946,3.0,2.0,2.0,1.0,
8947,10.0,6.0,9.0,10.0,
8948,7.0,4.0,3.0,2.0,
8949,27.0,13.0,11.0,12.0,
8950,30.0,16.0,20.0,20.0,
8951,54.0,31.0,34.0,40.0,
8952,17.0,13.0,15.0,12.0,
8953,31.0,19.0,19.0,22.0,
8954,11.0,7.0,8.0,8.0,
8955,22.0,10.0,11.0,13.0,
8956,16.0,10.0,13.0,10.0,
8957,38.0,18.0,24.0,24.0,
8958,19.0,13.0,13.0,12.0,
8959,40.0,24.0,23.0,28.0,
8960,7.0,3.0,4.0,4.0,
8961,13.0,4.0,4.0,4.0,
8962,13.0,6.0,8.0,7.0,
8963,22.0,9.0,9.0,11.0,
8964,29.0,15.0,17.0,20.0,
8965,53.0,24.0,32.0,34.0,
8966,4.0,2.0,2.0,1.0,
8967,10.0,4.0,5.0,5.0,
8968,49.0,27.0,27.0,33.0,
8969,116.0,53.0,56.0,80.0,
8970,1.0,1.0,1.0,0.0,
8971,7.0,4.0,3.0,4.0,
8972,3.0,3.0,2.0,2.0,
8973,8.0,6.0,7.0,5.0,
8974,1.0,0.0,0.0,0.0,
8975,4.0,1.0,1.0,1.0,
8976,17.0,8.0,11.0,14.0,
8977,85.0,30.0,28.0,35.0,
8978,16.0,4.0,3.0,2.0,
8979,46.0,10.0,7.0,7.0,
8980,2.0,1.0,1.0,1.0,
8981,9.0,3.0,3.0,5.0,
8982,9.0,4.0,3.0,4.0,
8983,18.0,7.0,7.0,9.0,
8984,41.0,23.0,27.0,32.0,
8985,76.0,37.0,46.0,53.0,
8986,7.0,2.0,5.0,3.0,
8987,10.0,4.0,6.0,4.0,
8988,25.0,16.0,26.0,14.0,
8989,54.0,26.0,42.0,27.0,
8990,3.0,1.0,1.0,1.0,
8991,6.0,3.0,3.0,4.0,
8992,16.0,8.0,8.0,8.0,
8993,39.0,17.0,18.0,23.0,
8994,1.0,0.0,0.0,0.0,
8995,6.0,0.0,2.0,3.0,
8996,11.0,6.0,7.0,6.0,
8997,19.0,10.0,11.0,13.0,
8998,2.0,1.0,1.0,1.0,
8999,9.0,2.0,1.0,2.0,
9000,47.0,28.0,28.0,33.0,
9001,90.0,49.0,48.0,58.0,
9002,41.0,23.0,25.0,26.0,
9003,65.0,37.0,37.0,48.0,
9004,31.0,21.0,21.0,19.0,
9005,58.0,31.0,37.0,48.0,
9006,6.0,2.0,5.0,4.0,
9007,16.0,7.0,10.0,8.0,
9008,6.0,2.0,2.0,2.0,
9009,10.0,4.0,4.0,7.0,
9010,0.0,0.0,2.0,0.0,
9011,2.0,0.0,1.0,1.0,
9012,4.0,1.0,1.0,1.0,
9013,10.0,2.0,2.0,2.0,
9014,3.0,2.0,2.0,1.0,
9015,10.0,4.0,4.0,5.0,
9016,4.0,2.0,2.0,1.0,
9017,10.0,3.0,3.0,4.0,
9018,5.0,3.0,4.0,4.0,
9019,8.0,3.0,5.0,7.0,
9020,4.0,2.0,1.0,1.0,
9021,8.0,3.0,3.0,5.0,
9022,3.0,1.0,1.0,1.0,
9023,5.0,1.0,2.0,3.0,
9024,36.0,22.0,23.0,28.0,
9025,79.0,41.0,36.0,46.0,
9026,10.0,4.0,4.0,4.0,
9027,10.0,4.0,5.0,6.0,
9028,3.0,1.0,1.0,1.0,
9029,3.0,1.0,1.0,1.0,
9030,4.0,2.0,3.0,3.0,
9031,13.0,5.0,5.0,9.0,
9032,3.0,3.0,3.0,3.0,
9033,5.0,3.0,5.0,5.0,
9034,2.0,2.0,4.0,4.0,
9035,6.0,2.0,3.0,6.0,
9036,52.0,28.0,33.0,42.0,
9037,68.0,37.0,38.0,47.0,
9038,7.0,4.0,3.0,3.0,
9039,14.0,5.0,6.0,7.0,
9046,11.0,4.0,4.0,6.0,
9047,29.0,11.0,11.0,13.0,
9048,130.0,71.0,79.0,84.0,
9049,296.0,141.0,150.0,185.0,
9050,8.0,5.0,4.0,6.0,
9051,27.0,11.0,10.0,12.0,
9054,20.0,11.0,13.0,13.0,
9055,27.0,15.0,17.0,19.0,
9064,60.0,32.0,36.0,42.0,
9065,131.0,63.0,67.0,78.0,
9066,6.0,2.0,3.0,2.0,
9067,11.0,4.0,5.0,4.0,
9076,17.0,13.0,17.0,15.0,
9077,41.0,23.0,31.0,28.0,
9080,10.0,6.0,5.0,6.0,
9081,20.0,11.0,13.0,15.0,
9082,12.0,7.0,11.0,10.0,
9083,43.0,19.0,25.0,30.0,
9084,7.0,4.0,5.0,5.0,
9085,23.0,11.0,7.0,8.0,
9086,14.0,7.0,13.0,7.0,
9087,21.0,10.0,13.0,12.0,
9142,8.0,4.0,4.0,5.0,
9143,26.0,10.0,16.0,17.0,
9144,98.0,56.0,70.0,61.0,
9145,150.0,73.0,82.0,86.0,
9146,163.0,88.0,105.0,102.0,
9147,248.0,127.0,142.0,158.0,
9148,44.0,24.0,26.0,28.0,
9149,73.0,34.0,35.0,45.0,
9150,34.0,17.0,21.0,18.0,
9151,66.0,35.0,34.0,33.0,
9152,17.0,10.0,10.0,10.0,
9153,25.0,12.0,9.0,14.0,
9154,12.0,5.0,5.0,6.0,
9155,20.0,11.0,13.0,15.0,
9160,66.0,38.0,44.0,38.0,
9161,123.0,64.0,61.0,61.0,
9162,18.0,8.0,7.0,7.0,
9163,25.0,12.0,11.0,13.0,
9164,173.0,92.0,115.0,108.0,
9165,300.0,155.0,182.0,194.0,
9166,16.0,10.0,14.0,13.0,
9167,25.0,13.0,17.0,24.0,
9170,35.0,20.0,25.0,24.0,
9171,52.0,28.0,33.0,35.0,
9172,13.0,6.0,4.0,5.0,
9173,18.0,8.0,7.0,6.0,
9180,12.0,8.0,7.0,8.0,
9181,30.0,14.0,20.0,22.0,
9184,86.0,46.0,54.0,56.0,
9185,190.0,97.0,112.0,125.0,
9202,20.0,12.0,10.0,12.0,
9203,39.0,21.0,14.0,17.0,
9204,5.0,2.0,2.0,2.0,
9205,5.0,2.0,2.0,2.0,
9206,0.0,,,0.0,
9207,0.0,0.0,,0.0,
9208,1.0,0.0,0.0,0.0,
9209,6.0,3.0,4.0,4.0,
9224,5.0,4.0,4.0,4.0,
9225,9.0,5.0,6.0,7.0,
9226,7.0,3.0,3.0,3.0,
9227,8.0,5.0,4.0,7.0,
9228,7.0,4.0,6.0,7.0,
9229,11.0,6.0,6.0,8.0,
9232,10.0,6.0,8.0,7.0,
9233,25.0,12.0,14.0,15.0,
9234,0.0,0.0,1.0,0.0,
9235,0.0,0.0,1.0,2.0,
9236,3.0,1.0,1.0,1.0,
9237,8.0,2.0,2.0,2.0,
9238,2.0,0.0,1.0,1.0,
9239,3.0,1.0,1.0,3.0,
9242,24.0,13.0,13.0,13.0,
9243,47.0,26.0,23.0,26.0,
9250,1.0,0.0,0.0,0.0,
9251,3.0,1.0,1.0,1.0,
9252,1.0,0.0,1.0,3.0,
9253,2.0,1.0,1.0,1.0,
9254,8.0,4.0,2.0,4.0,
9255,21.0,9.0,7.0,13.0,
9256,26.0,14.0,15.0,13.0,
9257,49.0,22.0,21.0,23.0,
9258,1.0,0.0,0.0,0.0,
9259,2.0,1.0,0.0,1.0,
9266,2.0,1.0,1.0,2.0,
9267,6.0,3.0,4.0,5.0,
9270,19.0,10.0,13.0,12.0,
9271,39.0,18.0,19.0,20.0,
9272,,0.0,,0.0,
9273,0.0,0.0,0.0,0.0,
9274,2.0,1.0,2.0,1.0,
9275,5.0,1.0,1.0,2.0,
9280,1.0,0.0,0.0,0.0,
9281,1.0,1.0,0.0,0.0,
9288,2.0,1.0,1.0,2.0,
9289,6.0,2.0,2.0,3.0,
9292,3.0,1.0,1.0,2.0,
9293,6.0,2.0,2.0,3.0,
9296,14.0,6.0,7.0,8.0,
9297,31.0,15.0,11.0,16.0,
9298,8.0,4.0,4.0,2.0,
9299,10.0,5.0,4.0,5.0,
9304,1.0,1.0,1.0,1.0,
9305,2.0,1.0,1.0,2.0,
9308,5.0,1.0,2.0,3.0,
9309,9.0,4.0,3.0,6.0,
9312,13.0,5.0,7.0,8.0,
9313,20.0,11.0,14.0,16.0,
9314,88.0,50.0,60.0,55.0,
9315,158.0,85.0,84.0,98.0,
9318,,0.0,0.0,0.0,
9319,0.0,2.0,2.0,0.0,
9324,37.0,18.0,24.0,34.0,
9325,58.0,28.0,29.0,37.0,
9326,110.0,60.0,73.0,70.0,
9327,194.0,101.0,104.0,114.0,
9328,2.0,0.0,1.0,1.0,
9329,2.0,2.0,2.0,1.0,
9336,131.0,66.0,85.0,80.0,
9337,276.0,136.0,152.0,179.0,
9338,21.0,9.0,10.0,12.0,
9339,40.0,20.0,17.0,23.0,
9340,4.0,2.0,2.0,1.0,
9341,7.0,4.0,2.0,3.0,
9346,7.0,1.0,8.0,2.0,
9347,16.0,7.0,7.0,10.0,
9348,4.0,2.0,2.0,2.0,
9349,7.0,2.0,3.0,3.0,
9352,16.0,7.0,10.0,9.0,
9353,56.0,25.0,27.0,26.0,
9356,5.0,3.0,5.0,3.0,
9357,17.0,8.0,10.0,9.0,
9366,41.0,20.0,26.0,23.0,
9367,68.0,30.0,32.0,38.0,
9368,32.0,17.0,17.0,16.0,
9369,45.0,22.0,21.0,22.0,
9370,3.0,2.0,1.0,2.0,
9371,4.0,2.0,2.0,2.0,
9376,31.0,15.0,19.0,20.0,
9377,61.0,28.0,35.0,38.0,
9378,6.0,3.0,3.0,3.0,
9379,16.0,6.0,8.0,10.0,
9384,10.0,5.0,4.0,4.0,
9385,20.0,10.0,8.0,8.0,
9388,43.0,20.0,21.0,24.0,
9389,116.0,56.0,58.0,68.0,
9396,17.0,7.0,10.0,10.0,
9397,30.0,12.0,14.0,21.0,
9398,155.0,81.0,83.0,86.0,
9399,242.0,121.0,119.0,146.0,
9404,102.0,55.0,61.0,71.0,
9405,254.0,124.0,127.0,164.0,
9406,41.0,21.0,27.0,26.0,
9407,79.0,40.0,40.0,48.0,
9408,11.0,4.0,5.0,3.0,
9409,15.0,8.0,6.0,5.0,
9422,13.0,7.0,7.0,8.0,
9423,28.0,13.0,10.0,12.0,
9424,4.0,5.0,2.0,2.0,
9425,9.0,3.0,3.0,3.0,
9426,3.0,2.0,2.0,1.0,
9427,6.0,2.0,2.0,1.0,
9430,9.0,3.0,4.0,6.0,
9431,27.0,9.0,11.0,16.0,
9434,2.0,0.0,0.0,1.0,
9435,5.0,1.0,0.0,1.0,
9436,6.0,5.0,3.0,3.0,
9437,14.0,7.0,7.0,7.0,
9438,,,,,
9439,32.0,20.0,54.0,19.0,
9440,,,,,
9441,13.0,9.0,34.0,7.0,
9442,0.0,,,0.0,
9443,1.0,0.0,0.0,0.0,
9444,0.0,,0.0,0.0,
9445,1.0,0.0,0.0,0.0,
9446,1.0,0.0,0.0,1.0,
9447,3.0,1.0,1.0,1.0,
9448,10.0,5.0,7.0,7.0,
9449,26.0,10.0,13.0,16.0,
9450,0.0,0.0,0.0,0.0,
9451,1.0,1.0,2.0,3.0,
9452,9.0,4.0,3.0,4.0,
9453,24.0,13.0,14.0,18.0,
9454,2.0,1.0,1.0,2.0,
9455,1.0,1.0,1.0,3.0,
9456,2.0,1.0,1.0,1.0,
9457,4.0,1.0,2.0,2.0,
9458,1.0,0.0,0.0,0.0,
9459,1.0,0.0,0.0,1.0,
9460,1.0,1.0,0.0,1.0,
9461,3.0,2.0,1.0,1.0,
9462,26.0,11.0,14.0,15.0,
9463,42.0,19.0,20.0,24.0,
9464,0.0,0.0,0.0,0.0,
9465,2.0,1.0,1.0,1.0,
9468,9.0,9.0,11.0,6.0,
9469,31.0,11.0,12.0,11.0,
9472,2.0,0.0,0.0,0.0,
9473,5.0,0.0,0.0,0.0,
9474,9.0,5.0,6.0,17.0,
9475,10.0,15.0,29.0,11.0,
9476,84.0,48.0,50.0,47.0,
9477,143.0,67.0,75.0,87.0,
9482,59.0,34.0,45.0,40.0,
9483,120.0,52.0,77.0,93.0,
9484,1.0,0.0,0.0,0.0,
9485,4.0,0.0,2.0,3.0,
9488,1.0,0.0,0.0,,
9489,4.0,0.0,0.0,0.0,
9508,2.0,7.0,2.0,1.0,
9509,9.0,1.0,2.0,3.0,
9512,6.0,2.0,3.0,4.0,
9513,7.0,4.0,5.0,7.0,
9516,1.0,1.0,1.0,1.0,
9517,1.0,1.0,1.0,1.0,
9524,0.0,0.0,0.0,0.0,
9525,2.0,0.0,0.0,0.0,
9526,4.0,2.0,1.0,2.0,
9527,9.0,4.0,8.0,2.0,
9548,0.0,0.0,,2.0,
9549,2.0,0.0,0.0,4.0,
9550,4.0,1.0,1.0,1.0,
9551,5.0,2.0,2.0,2.0,
9552,5.0,2.0,3.0,3.0,
9553,8.0,4.0,3.0,3.0,
9554,3.0,3.0,2.0,4.0,
9555,7.0,4.0,3.0,4.0,
9556,28.0,15.0,18.0,25.0,
9557,47.0,26.0,24.0,32.0,
9562,9.0,4.0,5.0,6.0,
9563,11.0,5.0,6.0,11.0,
9566,10.0,5.0,6.0,9.0,
9567,17.0,9.0,8.0,13.0,
9568,56.0,28.0,54.0,55.0,
9569,83.0,41.0,54.0,52.0,
9574,2.0,1.0,0.0,1.0,
9575,5.0,2.0,2.0,2.0,
9576,1.0,0.0,,0.0,
9577,1.0,0.0,0.0,1.0,
9578,1.0,0.0,,0.0,
9579,1.0,0.0,0.0,1.0,
9580,10.0,10.0,6.0,14.0,
9581,14.0,18.0,9.0,21.0,
9582,0.0,0.0,0.0,0.0,
9583,1.0,0.0,0.0,7.0,
9584,4.0,0.0,1.0,1.0,
9585,3.0,1.0,0.0,1.0,
9586,2.0,8.0,,,
9587,3.0,0.0,0.0,0.0,
9588,2.0,0.0,16.0,16.0,
9589,4.0,6.0,15.0,15.0,
9590,19.0,11.0,12.0,11.0,
9591,50.0,24.0,24.0,33.0,
9592,1.0,0.0,0.0,0.0,
9593,2.0,0.0,0.0,1.0,
9594,24.0,21.0,24.0,26.0,
9595,43.0,29.0,36.0,49.0,
9596,1.0,1.0,1.0,1.0,
9597,1.0,1.0,1.0,3.0,
9598,10.0,6.0,7.0,5.0,
9599,19.0,11.0,12.0,9.0,
9600,4.0,1.0,1.0,1.0,
9601,6.0,1.0,2.0,2.0,
9602,7.0,3.0,7.0,5.0,
9603,13.0,7.0,8.0,10.0,
9610,4.0,2.0,1.0,2.0,
9611,6.0,1.0,2.0,2.0,
9612,2.0,1.0,1.0,1.0,
9613,4.0,2.0,1.0,1.0,
9614,3.0,2.0,1.0,1.0,
9615,7.0,3.0,2.0,3.0,
9616,1.0,0.0,1.0,0.0,
9617,5.0,1.0,1.0,0.0,
9618,2.0,1.0,0.0,0.0,
9619,3.0,1.0,1.0,2.0,
9620,4.0,1.0,1.0,1.0,
9621,6.0,2.0,2.0,3.0,
9622,7.0,3.0,2.0,2.0,
9623,10.0,4.0,4.0,3.0,
9624,4.0,4.0,4.0,3.0,
9625,6.0,4.0,4.0,4.0,
9626,2.0,0.0,0.0,0.0,
9627,3.0,1.0,0.0,1.0,
9628,56.0,26.0,24.0,24.0,
9629,81.0,38.0,36.0,39.0,
9630,6.0,3.0,4.0,4.0,
9631,13.0,5.0,4.0,4.0,
9632,63.0,34.0,34.0,34.0,
9633,99.0,45.0,44.0,50.0,
9634,2.0,0.0,2.0,0.0,
9635,2.0,0.0,0.0,1.0,
9636,2.0,0.0,2.0,0.0,
9637,2.0,0.0,0.0,1.0,
9638,80.0,45.0,55.0,61.0,
9639,91.0,45.0,47.0,62.0,
9640,44.0,19.0,21.0,18.0,
9641,50.0,25.0,23.0,25.0,
9642,39.0,19.0,19.0,25.0,
9643,73.0,36.0,31.0,36.0,
9644,0.0,0.0,0.0,0.0,
9645,0.0,0.0,0.0,0.0,
9646,4.0,4.0,2.0,3.0,
9647,13.0,6.0,7.0,9.0,
9648,3.0,1.0,1.0,2.0,
9649,5.0,2.0,1.0,2.0,
9650,47.0,23.0,10.0,13.0,
9651,67.0,32.0,15.0,19.0,
9652,1.0,0.0,0.0,0.0,
9653,3.0,0.0,0.0,0.0,
9654,2.0,0.0,0.0,0.0,
9655,3.0,1.0,1.0,1.0,
9656,1.0,,0.0,0.0,
9657,5.0,1.0,1.0,1.0,
9658,0.0,0.0,0.0,0.0,
9659,0.0,0.0,0.0,0.0,
9660,2.0,0.0,0.0,0.0,
9661,2.0,0.0,1.0,1.0,
9662,0.0,0.0,0.0,0.0,
9663,0.0,0.0,0.0,0.0,
9664,2.0,1.0,1.0,1.0,
9665,7.0,2.0,2.0,2.0,
9666,,,,0.0,
9667,0.0,,,0.0,
9668,1.0,0.0,,0.0,
9669,4.0,0.0,0.0,0.0,
9670,0.0,,0.0,0.0,
9671,0.0,0.0,0.0,0.0,
9672,12.0,9.0,10.0,11.0,
9673,18.0,13.0,12.0,17.0,
9674,1.0,0.0,1.0,1.0,
9675,2.0,0.0,0.0,1.0,
9676,0.0,0.0,,0.0,
9677,2.0,0.0,0.0,,
9678,1.0,1.0,0.0,1.0,
9679,3.0,1.0,3.0,2.0,
9680,53.0,28.0,36.0,37.0,
9681,107.0,45.0,49.0,65.0,
9682,2.0,0.0,1.0,0.0,
9683,3.0,0.0,1.0,1.0,
9684,3.0,2.0,1.0,1.0,
9685,12.0,4.0,4.0,5.0,
9686,3.0,1.0,1.0,1.0,
9687,4.0,1.0,1.0,1.0,
9688,5.0,2.0,2.0,2.0,
9689,12.0,4.0,6.0,5.0,
9690,21.0,12.0,14.0,18.0,
9691,36.0,20.0,25.0,28.0,
9692,21.0,10.0,14.0,13.0,
9693,48.0,20.0,28.0,30.0,
9694,2.0,1.0,1.0,0.0,
9695,5.0,2.0,2.0,1.0,
9696,5.0,2.0,2.0,7.0,
9697,6.0,3.0,4.0,4.0,
9698,51.0,32.0,36.0,35.0,
9699,95.0,47.0,52.0,62.0,
9700,1.0,4.0,0.0,1.0,
9701,2.0,3.0,0.0,1.0,
9702,4.0,2.0,2.0,2.0,
9703,25.0,9.0,10.0,16.0,
9704,1.0,1.0,0.0,0.0,
9705,3.0,1.0,0.0,0.0,
9706,15.0,8.0,9.0,11.0,
9707,33.0,19.0,16.0,21.0,
9708,1.0,1.0,0.0,1.0,
9709,2.0,0.0,2.0,0.0,
9710,1.0,1.0,0.0,1.0,
9711,5.0,2.0,3.0,3.0,
9712,3.0,2.0,1.0,1.0,
9713,5.0,1.0,1.0,1.0,
9714,4.0,2.0,4.0,1.0,
9715,9.0,3.0,3.0,3.0,
9716,4.0,2.0,1.0,1.0,
9717,4.0,2.0,1.0,1.0,
9718,3.0,2.0,2.0,3.0,
9719,6.0,2.0,2.0,1.0,
9720,12.0,8.0,7.0,4.0,
9721,17.0,9.0,6.0,7.0,
9722,26.0,12.0,11.0,15.0,
9723,43.0,18.0,21.0,26.0,
9724,24.0,13.0,13.0,20.0,
9725,45.0,21.0,22.0,27.0,
9726,8.0,5.0,5.0,7.0,
9727,10.0,4.0,5.0,5.0,
9728,34.0,18.0,17.0,14.0,
9729,43.0,21.0,19.0,20.0,
9730,128.0,70.0,60.0,69.0,
9731,126.0,55.0,56.0,71.0,
9732,13.0,6.0,7.0,6.0,
9733,31.0,12.0,13.0,18.0,
9734,13.0,6.0,9.0,9.0,
9735,24.0,12.0,15.0,18.0,
9736,53.0,31.0,35.0,38.0,
9737,91.0,46.0,47.0,56.0,
9738,6.0,3.0,3.0,4.0,
9739,9.0,3.0,2.0,3.0,
9740,4.0,1.0,1.0,4.0,
9741,10.0,4.0,3.0,3.0,
9742,2.0,1.0,2.0,1.0,
9743,4.0,1.0,2.0,2.0,
9744,19.0,10.0,11.0,12.0,
9745,32.0,16.0,18.0,27.0,
9746,1.0,1.0,1.0,1.0,
9747,5.0,1.0,0.0,1.0,
9748,1.0,1.0,0.0,1.0,
9749,3.0,2.0,2.0,3.0,
9750,2.0,0.0,0.0,0.0,
9751,2.0,1.0,0.0,0.0,
9752,2.0,0.0,0.0,0.0,
9753,6.0,1.0,1.0,1.0,
9754,2.0,0.0,0.0,0.0,
9755,4.0,0.0,0.0,1.0,
9756,1.0,1.0,1.0,0.0,
9757,3.0,2.0,2.0,1.0,
9758,2.0,2.0,1.0,2.0,
9759,21.0,5.0,9.0,15.0,
9760,1.0,0.0,0.0,0.0,
9761,2.0,0.0,0.0,0.0,
9762,1.0,2.0,1.0,1.0,
9763,5.0,3.0,4.0,3.0,
9764,2.0,0.0,1.0,0.0,
9765,5.0,1.0,1.0,1.0,
9766,23.0,15.0,14.0,13.0,
9767,34.0,17.0,16.0,18.0,
9768,55.0,28.0,28.0,29.0,
9769,88.0,35.0,31.0,42.0,
9770,0.0,2.0,1.0,1.0,
9771,1.0,0.0,0.0,0.0,
9772,2.0,0.0,0.0,0.0,
9773,2.0,0.0,0.0,0.0,
9774,0.0,0.0,0.0,0.0,
9775,2.0,0.0,0.0,1.0,
9776,1.0,0.0,0.0,0.0,
9777,3.0,1.0,0.0,0.0,
9778,1.0,1.0,1.0,1.0,
9779,2.0,1.0,1.0,1.0,
9780,1.0,1.0,1.0,1.0,
9781,7.0,2.0,2.0,3.0,
9782,0.0,0.0,1.0,0.0,
9783,1.0,0.0,0.0,0.0,
9784,30.0,18.0,21.0,18.0,
9785,53.0,26.0,31.0,32.0,
9786,1.0,1.0,1.0,2.0,
9787,4.0,2.0,2.0,4.0,
9788,14.0,6.0,7.0,5.0,
9789,23.0,12.0,8.0,10.0,
9790,10.0,5.0,7.0,7.0,
9791,18.0,9.0,9.0,13.0,
9792,1.0,0.0,0.0,0.0,
9793,3.0,1.0,0.0,0.0,
9794,2.0,1.0,1.0,1.0,
9795,4.0,1.0,1.0,4.0,
9796,6.0,4.0,4.0,5.0,
9797,11.0,5.0,7.0,11.0,
9798,0.0,0.0,0.0,0.0,
9799,0.0,0.0,1.0,0.0,
9800,1.0,0.0,0.0,0.0,
9801,2.0,0.0,1.0,1.0,
9802,1.0,0.0,,0.0,
9803,1.0,0.0,0.0,0.0,
9812,,0.0,,,
9813,0.0,,0.0,0.0,
9838,26.0,17.0,28.0,19.0,
9839,40.0,21.0,22.0,29.0,
9840,3.0,2.0,2.0,1.0,
9841,7.0,4.0,2.0,2.0,
9874,2.0,1.0,0.0,1.0,
9875,6.0,2.0,2.0,2.0,
9876,3.0,2.0,3.0,3.0,
9877,6.0,4.0,5.0,6.0,
9878,1.0,0.0,1.0,11.0,
9879,6.0,4.0,8.0,2.0,
9880,48.0,30.0,39.0,30.0,
9881,88.0,56.0,58.0,67.0,
9882,4.0,3.0,4.0,4.0,
9883,32.0,18.0,24.0,22.0,
9884,1.0,1.0,1.0,0.0,
9885,3.0,1.0,1.0,1.0,
9886,3.0,2.0,2.0,2.0,
9887,7.0,2.0,3.0,2.0,
9888,6.0,3.0,3.0,2.0,
9889,11.0,5.0,4.0,6.0,
9910,1.0,0.0,0.0,0.0,
9911,2.0,1.0,1.0,1.0,
9914,12.0,8.0,8.0,8.0,
9915,47.0,23.0,22.0,26.0,
9916,45.0,24.0,29.0,39.0,
9917,143.0,69.0,79.0,89.0,
9920,27.0,14.0,12.0,14.0,
9921,51.0,26.0,21.0,26.0,
9922,91.0,58.0,58.0,62.0,
9923,222.0,109.0,116.0,139.0,
9924,20.0,10.0,11.0,9.0,
9925,42.0,17.0,21.0,20.0,
9926,7.0,4.0,4.0,4.0,
9927,22.0,9.0,10.0,11.0,
9928,17.0,10.0,13.0,12.0,
9929,36.0,18.0,18.0,26.0,
9930,8.0,5.0,5.0,4.0,
9931,21.0,13.0,11.0,17.0,
9932,81.0,49.0,58.0,68.0,
9933,196.0,99.0,104.0,128.0,
9942,6.0,3.0,3.0,4.0,
9943,25.0,11.0,10.0,13.0,
9956,25.0,17.0,19.0,19.0,
9957,50.0,29.0,35.0,38.0,
9960,50.0,33.0,37.0,39.0,
