,StopID,Location,Address,City,Zipcode,Juris_y,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
5077,4055,43RD AVE & CHOLLA ST,11221 N 43RD DR,Avenue B and C,85304,Phoenix,Weekend,2,2,2,2,1,3,3,5,2,2,2,2,2
5078,4055,43RD AVE & CHOLLA ST,11221 N 43RD DR,Avenue B and C,85304,Phoenix,Weekday,12,12,12,14,5,13,11,17,4,4,4,4,5
5079,4056,43RD AVE & COUNTRY GABLES DR,4301 W COUNTRY GABLES DR,Glendale,85306,Phoenix,Weekend,0,0,0,0,0,0,0,1,0,0,0,0,0
5080,4056,43RD AVE & COUNTRY GABLES DR,4301 W COUNTRY GABLES DR,Glendale,85306,Phoenix,Weekday,1,1,1,1,0,2,1,2,1,0,1,1,1
5081,4057,43RD AVE & DESERT COVE AVE,10811 N 43RD DR,Avenue B and C,85304,Phoenix,Weekend,1,1,1,2,2,6,5,5,3,3,4,3,3
5082,4057,43RD AVE & DESERT COVE AVE,10811 N 43RD DR,Avenue B and C,85304,Phoenix,Weekday,10,10,11,13,6,16,14,23,5,7,9,6,6
5083,4059,43RD AVE & EARLL DR,3026 N 43RD AVE,Glendale,85031,Phoenix,Weekend,1,1,1,1,1,1,2,2,1,1,1,3,1
5084,4059,43RD AVE & EARLL DR,3026 N 43RD AVE,Glendale,85031,Phoenix,Weekday,2,2,2,2,1,1,2,3,1,1,2,2,2
5085,4061,43RD AVE & ENCANTO BLVD,4401 W ENCANTO BLVD,Avondale,85035,Phoenix,Weekend,3,3,2,2,2,5,5,5,3,4,4,3,3
5086,4061,43RD AVE & ENCANTO BLVD,4401 W ENCANTO BLVD,Avondale,85035,Phoenix,Weekday,8,8,9,12,5,13,13,18,5,6,8,7,6
5087,4062,43RD AVE & FILLMORE ST,475 N 43RD AVE,Avondale,85009,Phoenix,Weekend,,,,0,0,0,0,0,0,0,0,0,1
5088,4062,43RD AVE & FILLMORE ST,475 N 43RD AVE,Avondale,85009,Phoenix,Weekday,1,1,1,2,1,3,3,6,2,2,3,2,3
5089,6742,INDIAN SCHOOL RD & 75TH AVE,7502 W INDIAN SCHOOL RD,Cave Creek,85033,Phoenix,Weekend,10,10,9,8,8,12,15,15,9,9,10,14,10
5090,6742,INDIAN SCHOOL RD & 75TH AVE,7502 W INDIAN SCHOOL RD,Cave Creek,85033,Phoenix,Weekday,21,21,21,23,13,23,21,40,20,20,32,41,27
5091,6743,INDIAN SCHOOL RD & 77TH AVE,4050 N 77TH AVE,Cave Creek,85033,Phoenix,Weekend,4,4,4,2,1,6,5,4,1,1,1,1,2
5092,6743,INDIAN SCHOOL RD & 77TH AVE,4050 N 77TH AVE,Cave Creek,85033,Phoenix,Weekday,9,9,9,8,2,9,9,14,2,2,2,2,2
5093,6744,INDIAN SCHOOL RD & 79TH DR,7933 W MONTEROSA ST,Cave Creek,85033,Phoenix,Weekend,3,3,3,3,1,6,4,3,2,0,1,1,1
5094,6744,INDIAN SCHOOL RD & 79TH DR,7933 W MONTEROSA ST,Cave Creek,85033,Phoenix,Weekday,11,11,11,7,2,7,6,10,1,5,1,1,2
5095,6745,INDIAN SCHOOL RD & 7TH AVE,704 W INDIAN SCHOOL RD,Phoenix,85013,Phoenix,Weekend,60,57,54,73,48,77,84,121,73,70,71,67,71
5096,6745,INDIAN SCHOOL RD & 7TH AVE,704 W INDIAN SCHOOL RD,Phoenix,85013,Phoenix,Weekday,103,103,106,140,76,127,112,216,111,112,137,117,112
5097,6746,INDIAN SCHOOL RD & 7TH ST,650 E INDIAN SCHOOL RD,Phoenix,85012,Phoenix,Weekend,40,39,36,43,28,42,47,78,44,55,50,48,46
5098,6746,INDIAN SCHOOL RD & 7TH ST,650 E INDIAN SCHOOL RD,Phoenix,85012,Phoenix,Weekday,100,100,103,115,61,102,90,197,105,102,118,102,91
5099,6747,INDIAN SCHOOL RD & 81ST AVE,8130 W INDIAN SCHOOL RD,Cave Creek,85033,Phoenix,Weekend,4,4,3,2,1,4,4,4,0,0,0,1,3
5100,6747,INDIAN SCHOOL RD & 81ST AVE,8130 W INDIAN SCHOOL RD,Cave Creek,85033,Phoenix,Weekday,11,11,12,6,2,9,6,9,1,3,2,2,2
5101,6748,INDIAN SCHOOL RD & CENTRAL AVE,4110 N CENTRAL AVE,Phoenix,85012,Phoenix,Weekend,47,45,42,13,76,173,199,259,164,182,165,171,178
5102,6748,INDIAN SCHOOL RD & CENTRAL AVE,4110 N CENTRAL AVE,Phoenix,85012,Phoenix,Weekday,130,130,134,48,171,396,355,724,366,406,471,420,376
5103,6749,INDIAN SCHOOL RD & I-17 FWY,2548 W INDIAN SCHOOL RD,Phoenix,85017,Phoenix,Weekend,12,11,10,18,10,17,17,22,9,13,11,10,13
5104,6749,INDIAN SCHOOL RD & I-17 FWY,2548 W INDIAN SCHOOL RD,Phoenix,85017,Phoenix,Weekday,23,23,23,36,19,33,30,53,22,23,31,28,27
5105,6750,INDIAN SCHOOL RD -- 20TH AVE & 22ND AVE,2126 W INDIAN SCHOOL RD,Paradise Valley,85015,Phoenix,Weekend,12,11,10,14,8,13,15,22,13,14,14,11,14
5106,6750,INDIAN SCHOOL RD -- 20TH AVE & 22ND AVE,2126 W INDIAN SCHOOL RD,Paradise Valley,85015,Phoenix,Weekday,25,25,26,31,20,33,27,62,28,29,34,30,26
5107,6751,INDIAN SCHOOL RD -- 40TH AVE & 43RD AVE,4010 W INDIAN SCHOOL RD,Phoenix,85019,Phoenix,Weekend,5,5,5,5,2,7,6,8,1,1,2,2,3
5108,6751,INDIAN SCHOOL RD -- 40TH AVE & 43RD AVE,4010 W INDIAN SCHOOL RD,Phoenix,85019,Phoenix,Weekday,10,10,10,12,4,17,14,19,2,3,3,3,4
5109,6752,INDIAN SCHOOL RD & 64TH DR,6448 W INDIAN SCHOOL RD,Cave Creek,85033,Phoenix,Weekend,4,4,4,4,2,5,5,8,2,1,1,2,2
5110,6752,INDIAN SCHOOL RD & 64TH DR,6448 W INDIAN SCHOOL RD,Cave Creek,85033,Phoenix,Weekday,10,10,10,11,4,14,12,20,4,4,3,4,3
5111,6753,INDIAN SCHOOL RD & 4TH ST,650 E INDIAN SCHOOL RD,Phoenix,85012,Phoenix,Weekend,3,3,2,4,3,4,4,5,4,4,4,4,6
5112,6753,INDIAN SCHOOL RD & 4TH ST,650 E INDIAN SCHOOL RD,Phoenix,85012,Phoenix,Weekday,32,32,33,34,24,33,29,57,32,38,42,36,35
5113,6754,INDIAN SCHOOL RD & 17TH ST,1702 E INDIAN SCHOOL RD,Avondale,85016,Phoenix,Weekend,3,3,3,4,3,3,5,4,4,7,3,3,3
5114,6754,INDIAN SCHOOL RD & 17TH ST,1702 E INDIAN SCHOOL RD,Avondale,85016,Phoenix,Weekday,9,9,10,10,6,8,8,15,8,18,12,8,9
5115,6756,INDIAN SCHOOL RD & 33RD AVE,3301 W INDIAN SCHOOL RD,Phoenix,85017,Phoenix,Weekend,34,33,31,41,26,42,50,80,54,49,73,51,50
5116,6756,INDIAN SCHOOL RD & 33RD AVE,3301 W INDIAN SCHOOL RD,Phoenix,85017,Phoenix,Weekday,62,62,64,86,48,74,71,150,80,76,97,90,78
5117,6757,INDIAN SCHOOL RD & 39TH AVE,3840 W INDIAN SCHOOL RD,Phoenix,85019,Phoenix,Weekend,3,3,3,4,3,6,6,6,4,4,7,10,8
5118,6757,INDIAN SCHOOL RD & 39TH AVE,3840 W INDIAN SCHOOL RD,Phoenix,85019,Phoenix,Weekday,10,10,10,13,8,14,16,20,11,13,17,15,18
5119,6758,INDIAN SCHOOL RD & MONTEROSA ST,5516 W INDIAN SCHOOL RD,Glendale,85031,Phoenix,Weekend,7,6,6,7,5,11,12,16,9,8,8,9,7
5120,6758,INDIAN SCHOOL RD & MONTEROSA ST,5516 W INDIAN SCHOOL RD,Glendale,85031,Phoenix,Weekday,16,16,17,21,9,23,23,41,19,19,26,25,18
5121,6788,MCDOWELL RD & 21ST AVE,2105 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,2,2,2,4,2,5,5,6,2,1,2,1,2
5122,6788,MCDOWELL RD & 21ST AVE,2105 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,15,15,16,19,10,24,19,32,11,12,13,12,9
5123,6789,MCDOWELL RD & 25TH AVE,2504 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,6,6,6,8,6,11,12,19,9,11,14,8,13
5124,6789,MCDOWELL RD & 25TH AVE,2504 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,14,14,14,19,10,26,21,36,15,14,18,15,17
5125,6790,MCDOWELL RD & 11TH AVE,1106 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekend,3,3,3,3,2,11,8,5,2,1,2,2,1
5126,6790,MCDOWELL RD & 11TH AVE,1106 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekday,11,11,11,9,3,19,12,13,5,2,2,3,3
5127,6791,MCDOWELL RD & 15TH AVE,1510 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekend,11,11,10,15,11,16,19,26,17,19,20,18,18
5128,6791,MCDOWELL RD & 15TH AVE,1510 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekday,35,35,37,46,24,45,40,80,35,39,44,44,36
5129,6792,MCDOWELL RD & 17TH AVE,1715 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekend,3,2,2,4,1,6,4,4,4,2,5,4,2
5130,6792,MCDOWELL RD & 17TH AVE,1715 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekday,16,16,17,24,12,28,25,42,18,20,30,27,18
5131,6794,MCDOWELL RD & 27TH AVE,1614 N 27TH AVE,Avondale,85009,Phoenix,Weekend,27,26,24,36,25,44,50,75,42,44,59,44,41
5132,6794,MCDOWELL RD & 27TH AVE,1614 N 27TH AVE,Avondale,85009,Phoenix,Weekday,49,49,50,66,42,68,69,129,70,71,99,88,74
5133,6795,MCDOWELL RD & 29TH AVE,2918 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,3,3,3,3,3,4,5,7,3,3,3,5,5
5134,6795,MCDOWELL RD & 29TH AVE,2918 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,9,9,9,8,5,6,9,16,7,9,7,7,7
5135,6796,MCDOWELL RD & 31ST AVE,3108 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,4,4,4,6,4,9,7,12,8,8,9,6,7
5136,6796,MCDOWELL RD & 31ST AVE,3108 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,11,11,12,14,10,15,15,27,14,16,18,15,16
5137,6798,MCDOWELL RD & 35TH AVE,3506 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,35,34,31,58,42,61,74,102,55,53,54,47,54
5138,6798,MCDOWELL RD & 35TH AVE,3506 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,101,101,104,148,89,139,130,262,114,116,150,133,117
5139,6799,MCDOWELL RD & 39TH AVE,3902 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,12,12,11,12,8,16,15,24,12,14,14,15,14
5140,6799,MCDOWELL RD & 39TH AVE,3902 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,20,20,21,23,15,34,28,44,20,19,30,23,22
5141,6800,MCDOWELL RD & 3RD AVE,302 W MCDOWELL RD,Phoenix,85003,Phoenix,Weekend,6,6,5,9,9,7,8,11,5,7,8,8,6
5142,6800,MCDOWELL RD & 3RD AVE,302 W MCDOWELL RD,Phoenix,85003,Phoenix,Weekday,11,11,12,15,8,8,10,20,12,10,12,12,11
5143,6801,MCDOWELL RD & 41ST AVE,4141 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,3,3,3,5,3,5,5,8,5,5,6,7,6
5144,6801,MCDOWELL RD & 41ST AVE,4141 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,7,7,7,9,4,12,9,17,8,9,13,11,10
5145,6802,MCDOWELL RD & 43RD AVE,4302 W MCDOWELL RD,Avondale,85035,Phoenix,Weekend,40,39,36,57,36,59,66,96,57,65,64,66,50
5146,6802,MCDOWELL RD & 43RD AVE,4302 W MCDOWELL RD,Avondale,85035,Phoenix,Weekday,101,101,104,136,82,117,114,233,125,137,161,150,140
5147,6803,MCDOWELL RD & 48TH LN,4879 W ALMERIA RD,Avondale,85035,Phoenix,Weekend,8,7,7,5,2,9,9,14,3,6,7,5,4
5148,6803,MCDOWELL RD & 48TH LN,4879 W ALMERIA RD,Avondale,85035,Phoenix,Weekday,12,12,12,11,6,21,16,22,13,12,15,14,10
5149,6804,MCDOWELL RD & 51ST AVE,5102 W MCDOWELL RD,Avondale,85035,Phoenix,Weekend,35,34,32,54,33,60,68,100,68,78,79,70,69
5150,6804,MCDOWELL RD & 51ST AVE,5102 W MCDOWELL RD,Avondale,85035,Phoenix,Weekday,56,56,58,83,48,90,87,168,86,95,131,119,105
5151,6805,MCDOWELL RD & 53RD AVE,5301 W ALMERIA RD,Avondale,85035,Phoenix,Weekend,4,4,4,5,5,13,10,12,7,8,6,4,5
5152,6805,MCDOWELL RD & 53RD AVE,5301 W ALMERIA RD,Avondale,85035,Phoenix,Weekday,10,10,10,13,7,19,15,24,12,13,12,12,11
5153,6806,MCDOWELL RD & 55TH AVE,1601 N 55TH DR,Avondale,85035,Phoenix,Weekend,14,13,12,26,19,35,35,44,27,14,8,9,8
5154,6806,MCDOWELL RD & 55TH AVE,1601 N 55TH DR,Avondale,85035,Phoenix,Weekday,42,42,44,63,38,61,57,112,52,22,17,16,14
5155,6807,MCDOWELL RD & 57TH AVE,1602 N 57TH AVE,Avondale,85035,Phoenix,Weekend,3,2,2,3,2,3,4,6,3,3,3,4,4
5156,6807,MCDOWELL RD & 57TH AVE,1602 N 57TH AVE,Avondale,85035,Phoenix,Weekday,7,7,7,9,4,7,7,15,6,7,11,9,7
5157,6808,MCDOWELL RD & 59TH AVE,1620 N 59TH AVE,Avondale,85035,Phoenix,Weekend,22,21,19,27,20,35,37,51,30,35,40,34,28
5158,6808,MCDOWELL RD & 59TH AVE,1620 N 59TH AVE,Avondale,85035,Phoenix,Weekday,46,46,47,63,33,54,53,104,48,54,68,61,53
5159,6809,MCDOWELL RD & 61ST AVE,1601 N 61ST DR,Avondale,85035,Phoenix,Weekend,6,6,6,4,2,9,10,9,3,3,3,2,3
5160,6809,MCDOWELL RD & 61ST AVE,1601 N 61ST DR,Avondale,85035,Phoenix,Weekday,12,12,12,12,4,19,13,19,5,5,8,8,7
5161,6810,MCDOWELL RD & 63RD AVE,1616 N 63RD AVE,Avondale,85035,Phoenix,Weekend,13,12,12,12,9,18,18,20,9,10,11,11,11
5162,6810,MCDOWELL RD & 63RD AVE,1616 N 63RD AVE,Avondale,85035,Phoenix,Weekday,27,27,28,30,15,34,28,43,16,18,26,21,22
5163,6811,MCDOWELL RD & 65TH AVE,6512 W MCDOWELL RD,Avondale,85035,Phoenix,Weekend,6,6,6,5,4,8,8,11,4,3,3,3,4
5164,6811,MCDOWELL RD & 65TH AVE,6512 W MCDOWELL RD,Avondale,85035,Phoenix,Weekday,14,14,14,14,6,22,15,24,7,6,6,6,5
5165,6812,MCDOWELL RD & 67TH AVE,6702 W MCDOWELL RD,Avondale,85035,Phoenix,Weekend,22,21,20,34,23,35,40,67,34,32,36,32,34
5166,6812,MCDOWELL RD & 67TH AVE,6702 W MCDOWELL RD,Avondale,85035,Phoenix,Weekday,55,55,57,70,40,70,65,115,51,49,64,58,54
5167,6813,MCDOWELL RD & 69TH AVE,6901 W ALMERIA RD,Avondale,85035,Phoenix,Weekend,1,1,1,3,2,3,4,4,2,2,3,3,1
5168,6813,MCDOWELL RD & 69TH AVE,6901 W ALMERIA RD,Avondale,85035,Phoenix,Weekday,3,3,3,6,3,3,4,8,4,4,7,4,5
5169,6814,MCDOWELL RD & 71ST AVE,7101 W ALMERIA RD,Avondale,85035,Phoenix,Weekend,2,2,2,4,3,4,5,8,5,4,5,3,5
5170,6814,MCDOWELL RD & 71ST AVE,7101 W ALMERIA RD,Avondale,85035,Phoenix,Weekday,5,5,5,6,4,6,6,17,9,7,8,8,9
5171,6815,MCDOWELL RD & 73RD AVE,1602 N 73RD AVE,Avondale,85035,Phoenix,Weekend,0,0,0,1,0,0,0,2,1,2,2,1,2
5172,6815,MCDOWELL RD & 73RD AVE,1602 N 73RD AVE,Avondale,85035,Phoenix,Weekday,1,1,1,1,1,1,1,3,2,3,9,2,3
5173,6816,WB MCDOWELL RD FS 75TH AVE,7510 W MCDOWELL RD,Avondale,85035,Phoenix,Weekend,17,16,15,27,19,27,39,52,30,34,37,33,35
5174,6816,WB MCDOWELL RD FS 75TH AVE,7510 W MCDOWELL RD,Avondale,85035,Phoenix,Weekday,30,30,31,46,27,48,47,93,42,43,53,51,52
5175,6817,MCDOWELL RD & 79TH AVE,7915 W MCDOWELL RD,Avondale,85035,Phoenix,Weekend,5,5,4,2,1,6,6,8,27,14,16,15,5
5176,6817,MCDOWELL RD & 79TH AVE,7915 W MCDOWELL RD,Avondale,85035,Phoenix,Weekday,11,11,11,9,4,18,11,18,4,4,6,8,4
5177,6818,MCDOWELL RD & 7TH AVE,714 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekend,20,19,18,26,18,29,29,43,23,29,36,26,23
5178,6818,MCDOWELL RD & 7TH AVE,714 W MCDOWELL RD,Phoenix,85007,Phoenix,Weekday,49,49,50,61,34,61,53,99,53,59,76,67,52
5179,6819,MCDOWELL RD & 83RD AVE,1610 N 83RD AVE,Avondale,85035,Phoenix,Weekend,12,12,11,13,11,16,19,30,19,24,32,23,21
5180,6819,MCDOWELL RD & 83RD AVE,1610 N 83RD AVE,Avondale,85035,Phoenix,Weekday,31,31,32,43,26,37,46,94,51,52,64,66,83
5181,6822,MCDOWELL RD & CENTRAL AVE,1602 N CENTRAL AVE,Phoenix,85004,Phoenix,Weekend,92,88,83,125,72,146,158,199,120,139,163,133,144
5182,6822,MCDOWELL RD & CENTRAL AVE,1602 N CENTRAL AVE,Phoenix,85004,Phoenix,Weekday,213,213,220,281,148,247,235,435,230,259,323,288,260
5183,6825,MCDOWELL RD & GRAND AVE,1902 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,20,19,18,22,14,30,31,41,23,23,29,21,20
5184,6825,MCDOWELL RD & GRAND AVE,1902 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,47,47,48,58,31,71,59,111,53,53,67,59,55
5185,6826,MCDOWELL RD & 32ND AVE,3301 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,3,3,3,2,0,3,2,5,1,3,3,3,5
5186,6826,MCDOWELL RD & 32ND AVE,3301 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,7,7,8,4,3,13,8,8,2,6,8,13,9
5187,6827,MCDOWELL RD & 18TH AVE,1849 GRAND AVE,Phoenix,85007,Phoenix,Weekend,7,6,6,7,6,12,11,13,6,7,10,5,8
5188,6827,MCDOWELL RD & 18TH AVE,1849 GRAND AVE,Phoenix,85007,Phoenix,Weekday,16,16,16,19,11,24,21,32,17,20,30,22,17
5189,6828,MCDOWELL RD & 23RD AVE,2120 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,2,2,2,2,1,2,3,7,3,5,5,4,6
5190,6828,MCDOWELL RD & 23RD AVE,2120 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,6,6,6,7,4,5,8,12,7,8,12,11,9
5191,6829,MCDOWELL RD & 37TH AVE,3710 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,14,14,13,17,11,19,20,28,17,21,18,14,15
5192,6829,MCDOWELL RD & 37TH AVE,3710 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,21,21,21,26,15,29,25,43,20,27,25,24,21
5193,6830,MCDOWELL RD & 43RD AVE,4239 W MCDOWELL RD,Avondale,85009,Phoenix,Weekend,15,14,13,19,16,23,30,36,23,26,22,18,22
5194,6830,MCDOWELL RD & 43RD AVE,4239 W MCDOWELL RD,Avondale,85009,Phoenix,Weekday,26,26,27,36,27,39,38,64,38,41,42,44,41
5195,6831,MCDOWELL RD & 45TH AVE,1617 N 45TH AVE,Avondale,85035,Phoenix,Weekend,3,3,3,6,4,6,6,8,4,4,6,4,5
5196,6831,MCDOWELL RD & 45TH AVE,1617 N 45TH AVE,Avondale,85035,Phoenix,Weekday,10,10,10,14,8,8,9,19,10,9,11,12,11
5197,6832,MCDOWELL RD & 47TH AVE,4721 W ALMERIA RD,Avondale,85035,Phoenix,Weekend,10,10,9,9,5,11,10,15,8,12,11,11,9
5198,6832,MCDOWELL RD & 47TH AVE,4721 W ALMERIA RD,Avondale,85035,Phoenix,Weekday,16,16,17,16,7,17,16,30,15,17,30,26,19
5199,6844,NORTHERN AVE & 37TH AVE,3708 W NORTHERN AVE,Glendale,85051,Phoenix,Weekend,6,6,5,6,3,14,11,9,4,7,9,9,12
5200,6844,NORTHERN AVE & 37TH AVE,3708 W NORTHERN AVE,Glendale,85051,Phoenix,Weekday,13,13,13,13,6,23,18,23,9,11,19,18,18
5201,6846,NORTHERN AVE & 17TH AVE,1634 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekend,1,1,1,1,1,2,2,2,1,1,1,2,1
5202,6846,NORTHERN AVE & 17TH AVE,1634 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekday,3,3,4,3,1,4,3,3,1,2,4,2,3
5203,6847,NORTHERN AVE & 21ST AVE,2222 W ROYAL PALM RD,Phoenix,85021,Phoenix,Weekend,9,8,8,14,10,23,24,30,15,22,17,18,22
5204,6847,NORTHERN AVE & 21ST AVE,2222 W ROYAL PALM RD,Phoenix,85021,Phoenix,Weekday,19,19,20,27,17,33,31,47,22,28,28,27,29
5205,6848,NORTHERN AVE & 11TH AVE,8002 N 11TH AVE,Phoenix,85021,Phoenix,Weekend,0,0,0,1,0,2,1,2,1,0,0,0,0
5206,6848,NORTHERN AVE & 11TH AVE,8002 N 11TH AVE,Phoenix,85021,Phoenix,Weekday,2,2,2,2,1,4,3,3,1,0,1,0,0
5207,6849,NORTHERN AVE & 15TH AVE,1502 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekend,2,2,2,2,1,7,6,3,1,1,1,1,1
5208,6849,NORTHERN AVE & 15TH AVE,1502 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekday,4,4,4,4,2,6,6,6,1,1,1,1,2
5209,6850,NORTHERN AVE & 19TH AVE,8072 N 19TH AVE,Phoenix,85021,Phoenix,Weekend,109,105,98,134,91,127,155,196,115,136,146,146,160
5210,6850,NORTHERN AVE & 19TH AVE,8072 N 19TH AVE,Phoenix,85021,Phoenix,Weekday,188,188,194,258,168,248,229,408,211,225,252,255,254
5211,6851,NORTHERN AVE & 27TH AVE,8004 N 27TH AVE,Glendale,85051,Phoenix,Weekend,26,25,23,37,28,40,42,50,27,33,35,35,32
5212,6851,NORTHERN AVE & 27TH AVE,8004 N 27TH AVE,Glendale,85051,Phoenix,Weekday,46,46,48,65,35,68,59,96,50,49,53,56,50
5213,6852,NORTHERN AVE & 31ST AVE,4202 N 42ND ST,Maricopa,85018,Phoenix,Weekend,6,6,6,1,5,14,12,13,5,7,8,7,7
5214,6852,NORTHERN AVE & 31ST AVE,4202 N 42ND ST,Maricopa,85018,Phoenix,Weekday,14,14,14,4,9,21,17,29,11,16,11,14,12
5215,6853,NORTHERN AVE & 35TH AVE,3504 W NORTHERN AVE,Glendale,85051,Phoenix,Weekend,21,21,19,31,17,29,30,37,19,21,24,26,24
5216,6853,NORTHERN AVE & 35TH AVE,3504 W NORTHERN AVE,Glendale,85051,Phoenix,Weekday,44,44,46,65,36,67,59,102,48,42,52,52,51
5217,6854,NORTHERN AVE & 39TH AVE,3902 W NORTHERN AVE,Glendale,85051,Phoenix,Weekend,4,4,4,2,2,8,6,6,3,2,2,2,2
5218,6854,NORTHERN AVE & 39TH AVE,3902 W NORTHERN AVE,Glendale,85051,Phoenix,Weekday,9,9,9,9,3,20,17,16,5,6,6,4,5
5219,6855,NORTHERN AVE & 3RD AVE,308 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekend,0,0,0,0,0,0,0,2,0,0,0,0,1
5220,6855,NORTHERN AVE & 3RD AVE,308 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekday,3,3,3,2,1,4,2,3,1,0,2,1,1
5221,6856,NORTHERN AVE & 40TH DR,8035 N 40TH AVE,Glendale,85051,Phoenix,Weekend,1,1,1,2,0,4,3,5,1,0,1,0,0
5222,6856,NORTHERN AVE & 40TH DR,8035 N 40TH AVE,Glendale,85051,Phoenix,Weekday,6,6,6,5,2,11,9,10,1,2,1,1,1
5223,6865,NORTHERN AVE & I-17 FWY,2511 W NORTHERN AVE,Glendale,85051,Phoenix,Weekend,8,8,7,8,6,12,10,9,5,6,7,5,5
5224,6865,NORTHERN AVE & I-17 FWY,2511 W NORTHERN AVE,Glendale,85051,Phoenix,Weekday,14,14,14,15,9,20,15,21,9,7,8,11,9
5225,6867,NORTHERN AVE & CENTRAL AVE,2 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekend,7,7,7,7,5,8,9,11,5,7,6,8,9
5226,6867,NORTHERN AVE & CENTRAL AVE,2 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekday,18,18,19,17,9,18,14,28,14,12,13,15,14
5227,6870,NORTHERN AVE & 24TH AVE,2360 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekend,11,10,10,11,8,19,24,28,18,23,24,23,28
5228,6870,NORTHERN AVE & 24TH AVE,2360 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekday,33,33,34,32,21,53,49,86,47,48,51,48,47
5229,6871,NORTHERN AVE & 33RD AVE,3225 W LOMA LN,Glendale,85051,Phoenix,Weekend,9,8,8,15,8,19,15,16,8,8,10,13,13
5230,6871,NORTHERN AVE & 33RD AVE,3225 W LOMA LN,Glendale,85051,Phoenix,Weekday,17,17,18,34,13,31,22,31,17,16,20,25,25
5231,6873,NORTHERN AVE & 7TH AVE,716 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekend,6,6,5,5,2,4,5,8,3,4,4,5,5
5232,6873,NORTHERN AVE & 7TH AVE,716 W NORTHERN AVE,Phoenix,85021,Phoenix,Weekday,9,9,9,9,7,12,10,20,9,8,8,10,9
5233,6887,PEORIA AVE & 21ST AVE,2210 W PEORIA AVE,Glendale,85029,Phoenix,Weekend,2,2,2,3,1,8,7,3,1,2,1,2,3
5234,6887,PEORIA AVE & 21ST AVE,2210 W PEORIA AVE,Glendale,85029,Phoenix,Weekday,7,7,8,9,3,9,9,15,6,6,7,6,7
5235,6896,PEORIA AVE & 15TH AVE,1520 W PEORIA AVE,Glendale,85029,Phoenix,Weekend,10,10,9,12,9,25,25,24,13,16,16,17,22
5236,6896,PEORIA AVE & 15TH AVE,1520 W PEORIA AVE,Glendale,85029,Phoenix,Weekday,18,18,19,25,18,34,26,42,21,26,29,29,27
5237,6897,PEORIA AVE & 17TH AVE,1701 W PEORIA AVE,Glendale,85029,Phoenix,Weekend,5,5,5,7,6,12,12,12,6,6,7,8,7
5238,6897,PEORIA AVE & 17TH AVE,1701 W PEORIA AVE,Glendale,85029,Phoenix,Weekday,8,8,8,14,9,15,13,19,10,10,13,15,13
5239,6898,PEORIA AVE & 19TH AVE,10602 N 19TH AVE,Glendale,85029,Phoenix,Weekend,37,36,34,39,29,66,70,92,57,58,74,70,61
5240,6898,PEORIA AVE & 19TH AVE,10602 N 19TH AVE,Glendale,85029,Phoenix,Weekday,81,81,84,100,69,129,112,181,107,118,146,142,129
