,StopID,Location,Address,City,Zipcode,Juris_y,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
1139,3553,RURAL RD & SUPERSTITION FREEWAY,4403 S RURAL RD,Tempe,85282,Tempe,Weekday,19,19,20,18,13,15,12,24,11,11,11,14,13
1140,3536,RURAL RD & HERMOSA DR,902 E HERMOSA DR,Tempe,85282,Tempe,Weekend,1,1,1,1,1,1,1,1,1,1,1,1,1
1141,3536,RURAL RD & HERMOSA DR,902 E HERMOSA DR,Tempe,85282,Tempe,Weekday,2,2,2,2,2,3,3,6,2,2,3,3,3
1142,3538,RURAL RD & LA JOLLA DR,904 E LA JOLLA DR,Tempe,85282,Tempe,Weekend,3,3,3,2,2,2,2,3,2,2,2,2,3
1143,3538,RURAL RD & LA JOLLA DR,904 E LA JOLLA DR,Tempe,85282,Tempe,Weekday,6,6,6,4,3,3,3,6,2,2,2,3,3
1144,3541,RURAL RD & SOUTHERN AVE,3025 S RURAL RD,Tempe,85282,Tempe,Weekend,91,88,82,96,78,98,111,164,87,143,93,97,101
1145,3541,RURAL RD & SOUTHERN AVE,3025 S RURAL RD,Tempe,85282,Tempe,Weekday,134,134,138,147,91,131,116,227,112,151,128,132,131
1146,3540,RURAL RD & LOYOLA DR,904 E LOYOLA DR,Tempe,85282,Tempe,Weekend,3,3,2,2,2,2,2,5,3,4,2,4,3
1147,3540,RURAL RD & LOYOLA DR,904 E LOYOLA DR,Tempe,85282,Tempe,Weekday,8,8,9,7,8,5,4,9,5,7,5,6,4
1148,3523,RURAL RD & ALAMEDA DR,2621 S RURAL RD,Tempe,85282,Tempe,Weekend,4,4,4,3,2,3,3,6,2,2,2,3,3
1149,3523,RURAL RD & ALAMEDA DR,2621 S RURAL RD,Tempe,85282,Tempe,Weekday,6,6,7,7,4,5,4,9,4,4,6,6,6
1150,3528,RURAL RD & BROADMOR DR,900 E BROADMOR DR,Tempe,85282,Tempe,Weekend,2,2,2,2,1,1,2,3,2,2,2,3,3
1151,3528,RURAL RD & BROADMOR DR,900 E BROADMOR DR,Tempe,85282,Tempe,Weekday,4,4,5,5,2,3,3,8,3,3,4,5,4
1152,3529,RURAL RD & BROADWAY RD,926 E BROADWAY RD,Tempe,85282,Tempe,Weekend,44,43,40,46,40,50,54,75,45,60,49,46,47
1153,3529,RURAL RD & BROADWAY RD,926 E BROADWAY RD,Tempe,85282,Tempe,Weekday,71,71,74,77,52,70,58,115,61,69,73,73,74
1154,3547,RURAL RD & VISTA DEL CERRO DR,1711 S RURAL RD,Mesa,85281,Tempe,Weekend,5,5,5,6,4,6,6,10,5,6,5,6,6
1155,3547,RURAL RD & VISTA DEL CERRO DR,1711 S RURAL RD,Mesa,85281,Tempe,Weekday,10,10,10,11,6,8,7,14,6,8,9,9,11
1156,3543,RURAL RD & SPENCE AVE,915 E APACHE BLVD,Mesa,85281,Tempe,Weekend,2,2,1,2,2,6,10,3,1,3,7,4,3
1157,3543,RURAL RD & SPENCE AVE,915 E APACHE BLVD,Mesa,85281,Tempe,Weekday,5,5,5,4,2,15,20,4,3,5,15,5,6
1158,3525,RURAL RD & APACHE BLVD,912 E APACHE BLVD,Mesa,85281,Tempe,Weekend,10,10,9,11,10,13,17,23,12,18,14,15,12
1159,3525,RURAL RD & APACHE BLVD,912 E APACHE BLVD,Mesa,85281,Tempe,Weekday,25,25,25,15,12,18,18,28,15,20,20,19,24
1160,9340,UNIV RURAL TC SBD LANE STOP 1 RT 72 S,735 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,72,69,65,80,61,76,89,133,75,88,75,73,80
1161,9340,UNIV RURAL TC SBD LANE STOP 1 RT 72 S,735 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,140,140,144,160,92,156,139,270,134,149,162,149,136
1162,6099,UNIVERSITY DR & PALO VERDE DORMS,601 E ALPHA DR,Mesa,85281,Tempe,Weekend,5,5,5,8,4,8,7,13,6,13,6,6,6
1163,6099,UNIVERSITY DR & PALO VERDE DORMS,601 E ALPHA DR,Mesa,85281,Tempe,Weekday,24,24,25,28,15,32,25,47,20,39,25,33,25
1164,3327,COLLEGE AVE & UNIVERSITY DR,704 S COLLEGE AVE,Mesa,85281,Tempe,Weekend,8,8,7,10,5,4,4,7,3,6,4,5,6
1165,3327,COLLEGE AVE & UNIVERSITY DR,704 S COLLEGE AVE,Mesa,85281,Tempe,Weekday,29,29,29,31,15,26,16,37,13,26,18,25,26
1166,3546,RURAL RD & UNIVERSITY DR,920 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,38,37,34,45,35,45,51,77,43,46,39,51,46
1167,3546,RURAL RD & UNIVERSITY DR,920 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,86,86,89,125,79,98,95,219,103,102,117,108,92
1168,3522,RURAL RD & 6TH ST,920 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,3,2,2,1,1,1,1,3,1,1,1,1,3
1169,3522,RURAL RD & 6TH ST,920 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,4,4,4,4,2,4,4,7,2,3,2,3,2
1170,1020,BASELINE RD & PRIEST DR,1435 W BASELINE RD,Mesa,85283,Tempe,Weekend,36,35,33,41,24,42,50,66,41,67,40,36,42
1171,1020,BASELINE RD & PRIEST DR,1435 W BASELINE RD,Mesa,85283,Tempe,Weekday,44,44,46,53,36,49,49,82,43,69,51,48,48
1172,8046,BASELINE RD & DARROW DR,1403 W BASELINE RD,Mesa,85283,Tempe,Weekend,12,11,11,17,9,9,10,13,8,9,12,7,10
1173,8046,BASELINE RD & DARROW DR,1403 W BASELINE RD,Mesa,85283,Tempe,Weekday,17,17,18,26,16,15,14,21,12,11,15,9,11
1174,1013,BASELINE RD & BECK AVE,1311 W BASELINE RD,Mesa,85283,Tempe,Weekend,1,1,1,,0,3,5,6,2,4,4,4,4
1175,1013,BASELINE RD & BECK AVE,1311 W BASELINE RD,Mesa,85283,Tempe,Weekday,2,2,2,0,1,5,6,10,6,7,7,8,7
1176,1007,BASELINE RD & TERRY LN,1133 W BASELINE RD,Mesa,85283,Tempe,Weekend,3,3,3,5,4,5,5,6,4,5,5,6,6
1177,1007,BASELINE RD & TERRY LN,1133 W BASELINE RD,Mesa,85283,Tempe,Weekday,10,10,11,14,8,11,9,12,5,5,8,8,11
1178,67,BASELINE RD & HARDY DR,855 W BASELINE RD,Mesa,85283,Tempe,Weekend,8,7,7,11,9,11,13,18,9,11,11,10,11
1179,67,BASELINE RD & HARDY DR,855 W BASELINE RD,Mesa,85283,Tempe,Weekday,17,17,17,22,16,16,16,31,15,16,17,16,15
1180,7680,HARDY DR & ROOSEVELT ST,505 W BASELINE RD,Mesa,85283,Tempe,Weekend,1,1,1,2,1,3,4,4,2,3,2,2,3
1181,7680,HARDY DR & ROOSEVELT ST,505 W BASELINE RD,Mesa,85283,Tempe,Weekday,2,2,3,3,2,3,3,5,2,2,3,2,3
1182,1016,BASELINE RD & KYRENE RD,425 W BASELINE RD,Mesa,85283,Tempe,Weekend,20,20,18,30,21,34,38,51,26,47,26,24,25
1183,1016,BASELINE RD & KYRENE RD,425 W BASELINE RD,Mesa,85283,Tempe,Weekday,53,53,54,86,50,70,60,124,59,97,71,72,61
1184,47,BASELINE RD & ASH AVE,5030 S MILL AVE,Tempe,85282,Tempe,Weekend,1,1,1,0,0,2,2,2,1,2,1,1,1
1185,47,BASELINE RD & ASH AVE,5030 S MILL AVE,Tempe,85282,Tempe,Weekday,3,3,3,1,1,2,1,2,1,2,1,1,1
1186,73,BASELINE RD & MILL AVE,101 E BASELINE RD,Mesa,85283,Tempe,Weekend,6,6,5,8,5,10,10,16,8,8,9,6,9
1187,73,BASELINE RD & MILL AVE,101 E BASELINE RD,Mesa,85283,Tempe,Weekday,16,16,17,21,14,18,16,33,15,16,16,16,14
1188,63,BASELINE RD & COLLEGE AVE,477 E BASELINE RD,Mesa,85283,Tempe,Weekend,3,3,3,4,2,5,5,6,4,4,2,2,2
1189,63,BASELINE RD & COLLEGE AVE,477 E BASELINE RD,Mesa,85283,Tempe,Weekday,6,6,7,8,4,7,6,13,6,5,5,4,4
1190,77,BASELINE RD & RURAL RD,995 E BASELINE RD,Mesa,85283,Tempe,Weekend,9,9,8,13,7,12,11,19,10,10,9,7,8
1191,77,BASELINE RD & RURAL RD,995 E BASELINE RD,Mesa,85283,Tempe,Weekday,16,16,16,21,15,17,17,29,14,18,17,14,13
1192,80,BASELINE RD & JENTILLY LN,995 E BASELINE RD,Mesa,85283,Tempe,Weekend,1,1,1,3,2,2,2,4,2,2,3,2,2
1193,80,BASELINE RD & JENTILLY LN,995 E BASELINE RD,Mesa,85283,Tempe,Weekday,5,5,6,6,3,3,3,7,3,2,3,4,3
1194,70,BASELINE RD & LAKESHORE DR,1202 E NORTHSHORE DR,Mesa,85283,Tempe,Weekend,1,1,1,1,0,1,1,2,1,1,1,1,1
1195,70,BASELINE RD & LAKESHORE DR,1202 E NORTHSHORE DR,Mesa,85283,Tempe,Weekday,3,3,3,3,3,2,3,5,2,3,4,5,4
1196,43,BASELINE RD & DORSEY LN,1316 E NORTHSHORE DR,Mesa,85283,Tempe,Weekend,,,,0,0,0,0,0,0,0,0,0,0
1197,43,BASELINE RD & DORSEY LN,1316 E NORTHSHORE DR,Mesa,85283,Tempe,Weekday,0,0,0,0,0,0,0,0,0,1,1,1,1
1198,71,BASELINE RD & MARINE DR,1525 E BASELINE RD,Mesa,85283,Tempe,Weekend,0,0,0,0,,0,0,0,0,0,0,0,0
1199,71,BASELINE RD & MARINE DR,1525 E BASELINE RD,Mesa,85283,Tempe,Weekday,1,1,1,1,0,0,0,0,1,1,0,1,0
1200,72,BASELINE RD & MCCLINTOCK DR,1805 E BASELINE RD,Mesa,85283,Tempe,Weekend,3,3,2,2,2,3,4,6,5,6,4,4,3
1201,72,BASELINE RD & MCCLINTOCK DR,1805 E BASELINE RD,Mesa,85283,Tempe,Weekday,7,7,8,8,6,6,5,13,8,9,8,7,5
1202,44,BASELINE RD & HAZELTON LN,5205 S HAZELTON LN,Mesa,85283,Tempe,Weekend,1,1,1,2,1,1,0,0,0,0,0,0,0
1203,44,BASELINE RD & HAZELTON LN,5205 S HAZELTON LN,Mesa,85283,Tempe,Weekday,2,2,2,5,3,3,3,3,1,1,1,1,1
1204,64,BASELINE RD & COUNTRY CLUB WY,2004 E RICE DR,Mesa,85283,Tempe,Weekend,0,0,0,0,1,0,0,1,0,0,0,0,0
1205,64,BASELINE RD & COUNTRY CLUB WY,2004 E RICE DR,Mesa,85283,Tempe,Weekday,2,2,2,1,1,0,1,2,1,0,0,0,0
1206,76,BASELINE RD & RIVER DR,2111 E BASELINE RD,Mesa,85283,Tempe,Weekend,0,0,0,,0,0,0,0,,0,0,,0
1207,76,BASELINE RD & RIVER DR,2111 E BASELINE RD,Mesa,85283,Tempe,Weekday,0,0,0,0,0,0,0,0,0,1,1,0,1
1208,81,BASELINE RD & PRICE RD,2165 E BASELINE RD,Mesa,85283,Tempe,Weekend,3,2,2,7,3,1,1,1,1,1,1,1,1
1209,81,BASELINE RD & PRICE RD,2165 E BASELINE RD,Mesa,85283,Tempe,Weekday,4,4,4,5,3,2,1,4,1,1,1,1,1
1210,65,BASELINE RD & DON CARLOS,2612 W KNOWLES AVE,Tempe,85202,Mesa,Weekend,0,0,0,0,0,0,0,0,1,0,0,0,1
1211,65,BASELINE RD & DON CARLOS,2612 W KNOWLES AVE,Tempe,85202,Mesa,Weekday,1,1,1,1,1,2,1,2,1,1,0,0,1
1212,66,BASELINE RD & EL DORADO,2312 W LINDNER AVE,Tempe,85202,Mesa,Weekend,1,1,1,0,0,0,0,0,0,0,,0,0
1213,66,BASELINE RD & EL DORADO,2312 W LINDNER AVE,Tempe,85202,Mesa,Weekday,0,0,0,0,0,0,1,1,0,0,0,0,0
1214,1014,BASELINE RD & DOBSON RD,1961 W BASELINE RD,Tempe,85202,Mesa,Weekend,2,2,2,1,1,2,2,2,0,1,5,14,14
1215,1014,BASELINE RD & DOBSON RD,1961 W BASELINE RD,Tempe,85202,Mesa,Weekday,9,9,10,3,5,12,8,13,6,11,11,16,50
1216,6278,BASELINE RD & DOBSON RD,1954 S DOBSON RD,Tempe,85202,Mesa,Weekend,12,12,11,10,8,10,12,20,12,13,12,9,14
1217,6278,BASELINE RD & DOBSON RD,1954 S DOBSON RD,Tempe,85202,Mesa,Weekday,64,64,66,75,47,60,58,113,54,51,64,58,54
1218,6281,BASELINE RD & EL DORADO,2540 W BASELINE RD,Tempe,85202,Mesa,Weekend,0,0,0,0,0,0,0,2,0,0,0,0,0
1219,6281,BASELINE RD & EL DORADO,2540 W BASELINE RD,Tempe,85202,Mesa,Weekday,2,2,2,2,1,1,2,5,2,1,1,1,1
1220,6279,BASELINE RD & DON CARLOS,2612 W BASELINE RD,Tempe,85202,Mesa,Weekend,0,0,0,0,0,1,1,2,0,1,1,4,4
1221,6279,BASELINE RD & DON CARLOS,2612 W BASELINE RD,Tempe,85202,Mesa,Weekday,2,2,2,2,1,3,3,5,1,1,2,2,2
1222,5373,BASELINE RD & PRICE RD,5000 S PRICE RD,Tempe,85282,Tempe,Weekend,7,6,6,6,4,11,13,19,13,17,11,10,13
1223,5373,BASELINE RD & PRICE RD,5000 S PRICE RD,Tempe,85282,Tempe,Weekday,16,16,16,12,9,9,8,17,10,16,10,11,16
1224,5374,BASELINE RD & RIVER DR,5115 S ROCKFORD DR,Tempe,85282,Tempe,Weekend,1,1,1,1,1,1,1,2,1,1,1,1,1
1225,5374,BASELINE RD & RIVER DR,5115 S ROCKFORD DR,Tempe,85282,Tempe,Weekday,2,2,3,3,2,3,3,5,2,4,4,3,2
1226,5372,BASELINE RD & COUNTRY CLUB WY,1984 E BASELINE RD,Mesa,85283,Tempe,Weekend,2,2,2,3,2,4,4,5,3,3,1,1,1
1227,5372,BASELINE RD & COUNTRY CLUB WY,1984 E BASELINE RD,Mesa,85283,Tempe,Weekday,6,6,6,11,7,8,7,10,6,5,4,4,3
1228,5358,BASELINE RD & KENWOOD LN,1920 E BASELINE RD,Mesa,85283,Tempe,Weekend,1,1,1,1,1,3,4,4,2,2,2,1,1
1229,5358,BASELINE RD & KENWOOD LN,1920 E BASELINE RD,Mesa,85283,Tempe,Weekday,2,2,2,1,1,3,2,6,3,3,3,2,2
1230,5381,BASELINE RD & MCCLINTOCK DR,1818 E BASELINE RD,Mesa,85283,Tempe,Weekend,2,2,2,3,2,4,4,4,3,3,2,1,3
1231,5381,BASELINE RD & MCCLINTOCK DR,1818 E BASELINE RD,Mesa,85283,Tempe,Weekday,5,5,5,6,4,4,4,9,3,2,2,2,1
1232,8047,BASELINE RD & MCCLINTOCK DR,5130 S MCCLINTOCK DR,Tempe,85282,Tempe,Weekend,24,23,21,35,24,41,47,57,36,37,36,33,36
1233,8047,BASELINE RD & MCCLINTOCK DR,5130 S MCCLINTOCK DR,Tempe,85282,Tempe,Weekday,49,49,50,68,40,56,54,106,50,44,59,57,52
1234,6285,BASELINE RD & ELM ST,1430 E BASELINE RD,Mesa,85283,Tempe,Weekend,2,2,2,2,2,1,2,3,2,2,3,1,1
1235,6285,BASELINE RD & ELM ST,1430 E BASELINE RD,Mesa,85283,Tempe,Weekday,3,3,4,4,2,2,3,6,3,3,3,2,2
1236,6280,BASELINE RD & DORSEY LN,1250 E BASELINE RD,Mesa,85283,Tempe,Weekend,1,1,1,1,0,1,1,1,1,0,0,0,1
1237,6280,BASELINE RD & DORSEY LN,1250 E BASELINE RD,Mesa,85283,Tempe,Weekday,1,1,1,2,2,3,1,3,1,1,1,1,1
1238,6284,BASELINE RD & LAKESHORE DR,5120 S LAKESHORE DR,Tempe,85282,Tempe,Weekend,2,2,2,2,1,2,3,4,2,3,3,2,5
1239,6284,BASELINE RD & LAKESHORE DR,5120 S LAKESHORE DR,Tempe,85282,Tempe,Weekday,8,8,8,10,5,7,7,15,6,5,7,8,9
1240,6292,BASELINE RD & JENTILLY LN,1030 E BASELINE RD,Mesa,85283,Tempe,Weekend,2,2,1,2,2,4,7,9,5,6,6,5,5
1241,6292,BASELINE RD & JENTILLY LN,1030 E BASELINE RD,Mesa,85283,Tempe,Weekday,4,4,4,4,4,6,6,12,7,7,10,11,8
1242,5375,BASELINE RD & RURAL RD,808 E BASELINE RD,Mesa,85283,Tempe,Weekend,33,32,30,48,34,50,58,70,40,44,47,43,51
1243,5375,BASELINE RD & RURAL RD,808 E BASELINE RD,Mesa,85283,Tempe,Weekday,58,58,60,79,53,70,68,120,59,55,72,68,63
1244,5371,BASELINE RD & COLLEGE AVE,220 E BASELINE RD,Mesa,85283,Tempe,Weekend,6,6,5,10,6,10,11,14,9,12,9,11,9
1245,5371,BASELINE RD & COLLEGE AVE,220 E BASELINE RD,Mesa,85283,Tempe,Weekday,12,12,12,14,9,11,11,22,11,11,14,13,12
1246,6286,BASELINE RD & MILL AVE,5124 S MILL AVE,Tempe,85282,Tempe,Weekend,25,24,22,28,21,32,37,50,29,55,25,31,29
1247,6286,BASELINE RD & MILL AVE,5124 S MILL AVE,Tempe,85282,Tempe,Weekday,52,52,54,68,44,63,56,112,54,90,59,62,53
1248,6275,BASELINE RD & ASH AVE,5030 S MILL AVE,Tempe,85282,Tempe,Weekend,3,3,2,3,3,2,2,4,2,5,2,2,3
1249,6275,BASELINE RD & ASH AVE,5030 S MILL AVE,Tempe,85282,Tempe,Weekday,8,8,8,8,6,6,5,9,5,9,6,6,6
1250,6283,BASELINE RD & KYRENE RD,616 W BASELINE RD,Mesa,85283,Tempe,Weekend,14,13,12,24,18,24,27,38,23,42,22,20,29
1251,6283,BASELINE RD & KYRENE RD,616 W BASELINE RD,Mesa,85283,Tempe,Weekday,40,40,41,55,35,48,45,90,46,56,50,47,47
1252,6289,BASELINE RD & ROOSEVELT ST,750 W BASELINE RD,Mesa,85283,Tempe,Weekend,1,1,1,3,3,3,2,4,3,3,3,2,2
1253,6289,BASELINE RD & ROOSEVELT ST,750 W BASELINE RD,Mesa,85283,Tempe,Weekday,4,4,4,5,4,5,4,8,4,3,4,4,4
1254,6282,BASELINE RD & HARDY DR,5038 S HARDY DR,Tempe,85282,Tempe,Weekend,14,13,12,17,13,18,21,27,15,15,16,13,15
1255,6282,BASELINE RD & HARDY DR,5038 S HARDY DR,Tempe,85282,Tempe,Weekday,26,26,26,37,23,35,29,56,27,26,38,36,31
1256,6295,BASELINE RD & TERRY LN,5038 S HARDY DR,Tempe,85282,Tempe,Weekend,5,5,4,5,6,6,7,6,4,5,4,3,5
1257,6295,BASELINE RD & TERRY LN,5038 S HARDY DR,Tempe,85282,Tempe,Weekday,10,10,10,9,7,9,10,14,4,5,7,6,7
1258,6293,TERRY LN & BECK AVE,1222 W BASELINE RD,Mesa,85283,Tempe,Weekend,5,5,5,7,4,3,5,6,2,3,3,2,3
1259,6293,TERRY LN & BECK AVE,1222 W BASELINE RD,Mesa,85283,Tempe,Weekday,10,10,10,14,6,6,8,13,4,3,4,5,4
1260,6271,BASELINE RD & DARROW DR,1330 W BASELINE RD,Mesa,85283,Tempe,Weekend,2,2,2,0,2,7,9,9,6,5,6,5,8
1261,6271,BASELINE RD & DARROW DR,1330 W BASELINE RD,Mesa,85283,Tempe,Weekday,4,4,4,1,2,6,6,10,6,5,8,9,9
1262,6091,UNIVERSITY DR & FOREST AVE,130 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,0,0,0,0,0,0,1,1,0,1,1,1,1
1263,6091,UNIVERSITY DR & FOREST AVE,130 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,2,2,2,4,2,3,2,4,1,5,4,7,4
1264,7112,UNIVERSITY DR & MILL AVE,150 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,12,11,11,15,10,12,13,19,11,13,11,11,12
1265,7112,UNIVERSITY DR & MILL AVE,150 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,31,31,32,38,27,29,30,56,26,33,33,34,35
1266,7108,UNIVERSITY DR & FARMER AVE,404 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,3,3,3,3,2,2,3,4,2,2,3,2,2
1267,7108,UNIVERSITY DR & FARMER AVE,404 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,8,8,8,13,5,7,7,14,5,4,5,5,5
1268,7114,UNIVERSITY DR & ROOSEVELT ST,603 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,3,2,2,3,2,2,2,4,1,1,1,1,2
1269,7114,UNIVERSITY DR & ROOSEVELT ST,603 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,4,4,4,5,3,4,4,9,3,3,3,3,4
1270,7110,UNIVERSITY DR & HARDY DR,1002 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,5,5,5,7,4,6,6,10,3,5,5,4,4
1271,7110,UNIVERSITY DR & HARDY DR,1002 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,13,13,13,18,11,16,15,26,9,10,12,13,13
1272,7106,UNIVERSITY DR & BECK AVE,1209 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,1,1,1,1,1,1,1,1,1,1,1,1,3
1273,7106,UNIVERSITY DR & BECK AVE,1209 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,8,8,8,6,5,7,7,7,3,2,2,3,3
1274,7113,UNIVERSITY DR & PRIEST DR,1410 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,6,6,5,5,4,5,5,8,3,3,3,3,4
1275,7113,UNIVERSITY DR & PRIEST DR,1410 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,24,24,25,21,14,16,15,25,13,14,14,14,15
1276,7111,UNIVERSITY DR & LINDON LN,1860 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,1,1,1,1,1,0,0,0,0,0,0,0,0
1277,7111,UNIVERSITY DR & LINDON LN,1860 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,3,3,3,6,3,2,1,2,1,2,1,1,1
1278,7105,UNIVERSITY DR & 52ND ST,2000 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,3,3,3,1,2,1,2,3,1,2,2,2,2
1279,7105,UNIVERSITY DR & 52ND ST,2000 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,9,9,9,9,6,8,7,10,5,6,7,8,11
1280,7116,UNIVERSITY DR & 48TH ST,637 S 48TH ST,Mesa,85281,Tempe,Weekend,1,1,1,1,1,1,1,1,0,1,1,8,5
1281,7116,UNIVERSITY DR & 48TH ST,637 S 48TH ST,Mesa,85281,Tempe,Weekday,2,2,2,3,2,2,2,5,4,4,5,5,4
1282,1787,UNIVERSITY DR & 48TH ST,2405 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,2,2,2,2,3,3,5,6,4,4,3,2,3
1283,1787,UNIVERSITY DR & 48TH ST,2405 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,15,15,16,16,11,19,17,29,16,13,12,11,14
1284,1788,UNIVERSITY DR & 52ND ST,1775 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,6,6,6,7,4,4,5,10,5,6,5,5,5
1285,1788,UNIVERSITY DR & 52ND ST,1775 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,21,21,22,28,17,19,19,39,20,23,25,27,26
1286,1791,UNIVERSITY DR & EDWARD DR,1615 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,1,1,0,0,0,1,1,1,0,0,1,1,1
1287,1791,UNIVERSITY DR & EDWARD DR,1615 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,4,4,4,2,2,5,5,8,3,4,4,3,2
1288,1795,UNIVERSITY DR & PRIEST DR,1335 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,13,12,11,13,10,12,17,26,12,15,13,13,13
1289,1795,UNIVERSITY DR & PRIEST DR,1335 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,31,31,32,31,19,28,29,59,30,34,33,33,31
1290,1790,UNIVERSITY DR & BECK AVE,1111 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,5,4,4,5,2,4,4,6,3,5,3,4,4
1291,1790,UNIVERSITY DR & BECK AVE,1111 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,10,10,10,15,8,9,7,13,7,7,9,10,9
1292,1793,UNIVERSITY DR & HARDY DR,960 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,8,8,7,7,7,7,8,14,7,9,7,6,7
1293,1793,UNIVERSITY DR & HARDY DR,960 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,20,20,21,21,13,18,16,32,20,26,25,24,20
1294,1794,UNIVERSITY DR & MITCHELL DR,603 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,1,1,1,1,1,3,2,5,2,1,2,2,1
1295,1794,UNIVERSITY DR & MITCHELL DR,603 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,5,5,5,3,1,6,10,12,3,3,4,3,4
1296,1792,UNIVERSITY DR & FARMER AVE,403 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,0,0,0,,0,0,2,1,1,1,1,1,1
1297,1792,UNIVERSITY DR & FARMER AVE,403 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,1,1,1,0,1,1,2,3,1,1,2,2,2
1298,1789,UNIVERSITY DR & MAPLE AVE,105 W UNIVERSITY DR,Mesa,85281,Tempe,Weekend,2,2,2,3,2,4,4,8,4,4,3,3,4
1299,1789,UNIVERSITY DR & MAPLE AVE,105 W UNIVERSITY DR,Mesa,85281,Tempe,Weekday,8,8,8,8,4,8,10,19,8,10,10,10,8
1300,859,UNIVERSITY DR & MILL AVE,16 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,8,7,7,8,6,8,9,2,4,4,4,4,4
1301,859,UNIVERSITY DR & MILL AVE,16 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,23,23,24,23,15,18,16,5,8,14,11,13,10
1302,825,UNIVERSITY DR & COLLEGE AVE,230 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,6,6,6,5,4,6,5,7,4,7,2,4,4
1303,825,UNIVERSITY DR & COLLEGE AVE,230 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,30,30,31,32,15,23,18,41,13,37,18,20,14
1304,867,UNIVERSITY DR & PALO VERDE DORMS,230 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,4,4,3,4,2,8,8,13,6,13,6,5,4
1305,867,UNIVERSITY DR & PALO VERDE DORMS,230 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,13,13,14,19,10,26,21,46,15,45,21,23,14
1306,863,UNIVERSITY DR & RURAL RD,809 S RURAL RD,Mesa,85281,Tempe,Weekend,8,8,7,1,5,24,24,36,20,29,19,19,20
1307,863,UNIVERSITY DR & RURAL RD,809 S RURAL RD,Mesa,85281,Tempe,Weekday,15,15,15,2,6,33,36,81,47,62,47,52,39
1308,864,UNIVERSITY DR & ATHLETES PL,1111 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,5,5,4,3,3,3,3,4,2,2,1,1,1
1309,864,UNIVERSITY DR & ATHLETES PL,1111 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,8,8,8,7,6,4,3,6,3,4,3,3,3
1310,854,UNIVERSITY DR & DORSEY LN,1301 E UNIVERSITY DR,Mesa,85281,Tempe,Weekend,7,7,7,8,5,6,6,9,4,6,4,5,5
1311,854,UNIVERSITY DR & DORSEY LN,1301 E UNIVERSITY DR,Mesa,85281,Tempe,Weekday,10,10,11,11,6,8,9,13,5,8,7,9,9
