FFEBRUARY 2020 MONTHLY RIDERSHIP REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE,ROUTE,CITY,Avg Full Fare,Avg Exp Fare,Avg Reduced Fare,Avg Full Fare Pass,Avg Reduced Pass,Avg Monthly Pass,Avg Free,Avg Bikes,Avg W/C, Avg Daily Boardings, Total Boardings ,Daily Revenue Miles,Total Rev. Miles,Boardings Per Rev Mile,2/19 - Avg Daily,% Difference,,,,,,,,,,,,,,,,,,,,,,
SU,83,Phx,16,0,12,64,105,10,10,8,2,217,867,386.1,"1,544.4",0.6, 224 ,-3.1%,,,,,,,,,,,,,,,,,,,,,,
SU,90,Gln,8,0,8,35,75,9,8,5,1,143,569,96.2,384.8,1.5, 141 ,1.4%,,,,,,,,,,,,,,,,,,,,,,
SU,90,Phx,78,0,59,384,656,65,44,37,9,"1,286","5,134","1,168.6","4,674.4",1.1," 1,314 ",-2.1%,,,,,,,,,,,,,,,,,,,,,,
SU,96,Mes,18,0,21,154,350,27,34,21,7,604,"2,413",335.1,"1,340.4",1.8, 628 ,-3.8%,,,,,,,,,,,,,,,,,,,,,,
SU,104,Mes,7,0,4,52,119,6,5,2,1,193,772,260.1,"1,040.4",0.7, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,106,Gln,4,0,5,35,47,8,8,4,0,107,418,83.1,332.3,1.3, 94 ,13.8%,,,,,,,,,,,,,,,,,,,,,,
SU,106,Phx,45,0,35,242,427,42,43,14,8,834,"3,331",613.2,"2,452.8",1.4, 809 ,3.1%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Chn,2,0,2,16,20,1,0,1,0,41,163,108.1,432.4,0.4, 48 ,-14.6%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Gil,4,0,2,7,26,1,1,2,0,41,165,263.8,"1,055.2",0.2, 52 ,-21.2%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Mes,1,0,0,5,7,0,1,1,0,14,53,36.1,144.4,0.4, 25 ,-44.0%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Phx,4,0,4,19,41,3,4,5,1,75,297,260.8,"1,043.2",0.3, 82 ,-8.5%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Tem,5,0,3,25,54,5,1,3,0,93,369,190.4,761.6,0.5, 104 ,-10.6%,,,,,,,,,,,,,,,,,,,,,,
SU,112,Chn,20,0,20,92,216,13,21,19,1,382,"1,524",334.0,"1,336.0",1.1, 339 ,12.7%,,,,,,,,,,,,,,,,,,,,,,
SU,112,Gil,1,0,1,8,25,3,1,0,1,39,156,41.2,164.8,0.9, 39 ,0.0%,,,,,,,,,,,,,,,,,,,,,,
SU,112,Mes,29,0,34,254,549,37,44,34,7,947,"3,785",338.0,"1,352.0",2.8, 898 ,5.5%,,,,,,,,,,,,,,,,,,,,,,
SU,122,Phx,13,0,9,127,229,26,18,11,5,422,"1,683",559.2,"2,236.8",0.8, 403 ,4.7%,,,,,,,,,,,,,,,,,,,,,,
SU,136,Mes,13,0,8,55,107,9,9,15,3,201,803,436.9,"1,747.6",0.5, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,138,Gln,7,0,3,22,30,3,2,2,1,67,269,57.7,230.8,1.2, 51 ,31.4%,,,,,,,,,,,,,,,,,,,,,,
SU,138,Peo,4,0,3,17,21,4,0,4,1,49,192,60.7,242.8,0.8, 62 ,-21.0%,,,,,,,,,,,,,,,,,,,,,,
SU,138,Phx,42,0,23,239,300,41,20,20,7,665,"2,656",101.0,404.0,6.6, 640 ,3.9%,,,,,,,,,,,,,,,,,,,,,,
SU,138,Sun,3,0,2,5,11,3,0,3,0,24,90,"1,090.2","4,360.8",0.0, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,154,Phx,54,0,30,237,347,29,25,15,4,722,"2,886","1,088.1","4,352.4",0.7, 644 ,12.1%,,,,,,,,,,,,,,,,,,,,,,
SU,154,Sct,1,0,0,9,5,1,2,0,0,18,74,55.6,222.4,0.3, 23 ,-21.7%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Chn,30,0,22,65,150,17,11,15,3,295,"1,172",493.5,"1,974.0",0.6, 333 ,-11.4%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Gil,5,0,3,9,18,1,1,5,0,37,141,460.9,"1,843.6",0.1, 37 ,0.0%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Mes,1,0,1,3,9,2,0,1,0,16,58,28.9,115.6,0.6, 11 ,45.5%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Phx,3,0,2,6,15,1,1,1,1,28,110,24.3,97.2,1.2, 22 ,27.3%,,,,,,,,,,,,,,,,,,,,,,
SU,170,Gln,13,0,8,65,97,6,9,5,0,198,787,108.8,435.2,1.8, 225 ,-12.0%,,,,,,,,,,,,,,,,,,,,,,
SU,170,Phx,143,0,57,476,648,76,66,37,7,"1,466","5,860","1,057.7","4,230.8",1.4," 1,415 ",3.6%,,,,,,,,,,,,,,,,,,,,,,
SU,170,Sct,10,0,4,44,40,10,4,4,0,112,446,181.8,727.2,0.6, 110 ,1.8%,,,,,,,,,,,,,,,,,,,,,,
SU,184,Gil,2,0,1,5,6,0,0,1,0,14,52,69.8,279.2,0.2, 6 ,133.3%,,,,,,,,,,,,,,,,,,,,,,
SU,184,Mes,10,0,6,47,74,6,5,16,1,148,587,401.4,"1,605.6",0.4, 129 ,14.7%,,,,,,,,,,,,,,,,,,,,,,
SU,186,Gln†,5,0,3,11,29,6,5,3,0,59,227,147.4,589.6,0.4, 59 ,0.0%,,,,,,,,,,,,,,,,,,,,,,
SU,186,Phx,26,0,14,149,177,21,17,18, 3 ,404,"1,610","1,204.5","4,818.0",0.3, 364 ,11.0%,,,,,,,,,,,,,,,,,,,,,,
SU,ALEX,Phx,0,0,0,0,0,0,90,4,1,90,359,260.0,"1,040.0",0.3, 61 ,47.5%,,,,,,,,,,,,,,,,,,,,,,
SU,68th St/Camelback RD,Sct,0,0,0,0,0,0,668,26,2,668,"2,672","1,022.2","4,088.8",0.7, 516 ,29.5%,,,,,,,,,,,,,,,,,,,,,,
SU,Downtown/Old Town Trolly,Sct,0,0,0,0,0,0,254,0,0,254,"1,016",134.7,538.8,1.9, 198 ,28.3%,,,,,,,,,,,,,,,,,,,,,,
SU,EARTH,Tem,0,0,0,0,0,0,380,16,2,380,"1,519",886.3,"3,545.2",0.4, 534 ,-28.8%,,,,,,,,,,,,,,,,,,,,,,
SU,GUS,Gln,0,0,0,0,0,0,286,4,5,286,"1,142",374.0,"1,496.0",0.8, 240 ,19.2%,,,,,,,,,,,,,,,,,,,,,,
SU,JUPITER,Tem,0,0,0,0,0,0,473,12,1,473,"1,892",122.7,490.8,3.9, 575 ,-17.7%,,,,,,,,,,,,,,,,,,,,,,
SU,MARS,Tem,0,0,0,0,0,0,367,11,1,367,"1,469",985.0,"3,940.1",0.4, 440 ,-16.6%,,,,,,,,,,,,,,,,,,,,,,
SU,MARY,Phx,0,0,0,0,0,0,261,7,3,261,"1,042",289.1,"1,156.4",0.9, 238 ,9.7%,,,,,,,,,,,,,,,,,,,,,,
SU,MERCURY,Tem,0,0,0,0,0,0,420,11,1,420,"1,680",293.8,"1,175.2",1.4, 488 ,-13.9%,,,,,,,,,,,,,,,,,,,,,,
SU,Miller/Hayden Trolley,Sct,0,0,0,0,0,0,437,20,2,437,"1,747",501.0,"2,004.0",0.9, 381 ,14.7%,,,,,,,,,,,,,,,,,,,,,,
SU,Mustang (MSTG),Sct,0,0,0,0,0,0,272,15,3,272,"1,086",134.7,538.8,2.0, 199 ,36.7%,,,,,,,,,,,,,,,,,,,,,,
SU,SATURN,Tem,0,0,0,0,0,0,142,3,1,142,567,239.5,958.0,0.6, 186 ,-23.7%,,,,,,,,,,,,,,,,,,,,,,
SU,SMART,Phx,0,0,0,0,0,0,323,5,4,323,"1,292",484.7,"1,938.8",0.7, 279 ,15.8%,,,,,,,,,,,,,,,,,,,,,,
SU,VENUS,Tem,0,0,0,0,0,0,316,6,1,316,"1,264",263.3,"1,053.2",1.2, 362 ,-12.7%,,,,,,,,,,,,,,,,,,,,,,
SU,ZOOM,Avo,0,0,0,0,0,0,0,2,2,178,710,"1,041.5","4,166.0",0.2, *April 2020 , *Apr 2020 ,,,,,,,,,,,,,,,,,,,,,,
SU,ZOOM,Gdy,0,0,0,0,0,0,0,2,1,106,423,158.5,634.0,0.7, *April 2020 , *Apr 2020 ,,,,,,,,,,,,,,,,,,,,,,
SU,ZOOM,Tol,0,0,0,0,0,0,0,3,1,81,323,186.4,745.6,0.4, *April 2020 , *Apr 2020 ,,,,,,,,,,,,,,,,,,,,,,
SU,Valley Metro Rail,Mes,113,0,142,1928,2512,350,515,0,0,"5,560","22,241","1,447.9","5,791.6",3.8," 4,233 ",31.3%,,,,,,,,,,,,,,,,,,,,,,
SU,Valley Metro Rail,Phx,475,0,374,6268,7878,1704,1704,0,0,"18,403","73,611","4,157.1","16,628.4",4.4," 17,246 ",6.7%,,,,,,,,,,,,,,,,,,,,,,
SU,Valley Metro Rail,Tem,186,0,152,1470,1903,1129,494,0,0,"5,334","21,337","1,386.4","5,545.6",3.8," 5,358 ",-0.4%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,," 17,510 ", 96 ," 14,105 "," 113,729 "," 192,562 "," 32,162 "," 49,442 "," 7,895 "," 2,114 "," 421,236 "," 5,148,524 "," 286,907.7 "," 3,188,558.8 ",1.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
†The recent conversion of ridership tracking hardware has created significant error in ridership attribution for certain routes. Jurisdictional attribution may not be reliable for marked routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
