NoName,X,Y,OBJECTID,StopID,NextRide,Location,Juris,DateUpdated,Long,Lat,Routes,Zip,State,Address,AUTO_UNIQUE_ID_2020-07-27_cceni03_filter_bus3001,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedAPN,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4
4931,-112.090706,33.552798,5040,1523,15032,NORTHERN AVE & 15TH AVE,Phoenix,1.54E+12,-112.090706,33.552798,80,,,,1,1,734.3784,,AggieReverseGeocoder,,4.01,15702034G,1445 W NORTHERN AVE,Phoenix,AZ,85021,7136
4932,-112.095706,33.552799,5041,1524,15031,NORTHERN AVE & 17TH AVE,Phoenix,1.54E+12,-112.095706,33.552799,80,,,,2,1,328.1259,,AggieReverseGeocoder,,4.01,15704064,1645 W NORTHERN AVE,Phoenix,AZ,85021,5463
4933,-112.098985,33.552929,5042,1525,15030,NORTHERN AVE & 19TH AVE,Phoenix,1.54E+12,-112.098985,33.552929,80,,,,3,1,296.86,,AggieReverseGeocoder,,4.01,15704068D,1841 W NORTHERN AVE,Phoenix,AZ,85021,5260
4934,-112.103889,33.552985,5043,1526,15029,NORTHERN AVE & 21ST AVE,Phoenix,1.54E+12,-112.103889,33.552985,80,,,,4,1,1156.2567,,AggieReverseGeocoder,,4.01,15720001,2051 W NORTHERN AVE,Phoenix,AZ,85021,5179
4935,-112.107992,33.552957,5044,1527,15028,NORTHERN AVE & 23RD AVE,Phoenix,1.54E+12,-112.107992,33.552957,80,,,,5,1,359.351,,AggieReverseGeocoder,,4.01,15721001,2247 W NORTHERN AVE,Phoenix,AZ,85021,4917
4936,-112.116507,33.552998,5045,1528,15026,NORTHERN AVE & 27TH AVE,Phoenix,1.54E+12,-112.116507,33.552998,80,,,,6,1,828.1275,,AggieReverseGeocoder,,4.01,15729002,7835 N 27TH AVE,Glendale,AZ,85051,6675
4937,-112.120794,33.552991,5046,1529,15025,NORTHERN AVE & 29TH AVE,Phoenix,1.54E+12,-112.120794,33.552991,80,,,,7,1,734.3682,,AggieReverseGeocoder,,4.01,15101008,2837 W NORTHERN AVE,Glendale,AZ,85051,6646
4938,-112.124707,33.552999,5047,1530,15024,NORTHERN AVE & 31ST AVE,Phoenix,1.54E+12,-112.124707,33.552999,80,,,,8,1,1062.5655,,AggieReverseGeocoder,,4.01,15102063,3030 W WINTER DR,Glendale,AZ,85051,6688
4939,-112.129499,33.552839,5048,1531,15023,NORTHERN AVE & 33RD AVE,Phoenix,1.54E+12,-112.129499,33.552839,80,,,,9,1,312.4997,,AggieReverseGeocoder,,4.01,15131001,7836 N 32ND DR,Glendale,AZ,85051,6519
4940,-112.1336936,33.55298135,5049,1532,15022,NORTHERN AVE & 35TH AVE,Phoenix,1.54E+12,-112.1336936,33.55298135,80,,,,10,1,1765.6283,,AggieReverseGeocoder,,4.01,15103003B,3449 W NORTHERN AVE,Glendale,AZ,85051,6528
4941,-112.13869,33.552983,5050,1533,15021,NORTHERN AVE & 37TH AVE,Phoenix,1.54E+12,-112.13869,33.552983,80,,,,11,1,453.1225,,AggieReverseGeocoder,,4.01,15104002,3630 W LANE AVE,Glendale,AZ,85051,6446
4942,-112.142718,33.552975,5051,1534,15020,NORTHERN AVE & 39TH AVE,Phoenix,1.54E+12,-112.142718,33.552975,80,,,,12,1,312.5042,,AggieReverseGeocoder,,4.01,15105002,3846 W LANE AVE,Glendale,AZ,85051,6475
4943,-112.0779827,33.55279365,5052,1535,15035,NORTHERN AVE & 3RD AVE,Phoenix,1.54E+12,-112.0779827,33.55279365,80,,,,13,1,609.383,,AggieReverseGeocoder,,4.01,16055056D,150 W NORTHERN AVE,Phoenix,AZ,85021,7225
4944,-112.2207313,33.46524292,5053,1536,18632,SB 75TH AVE FS MCDOWELL RD,Phoenix,1.54E+12,-112.2207313,33.46524292,75,,,,14,1,781.2549,,AggieReverseGeocoder,,4.01,10245013,7525 W MCDOWELL RD,Avondale,AZ,85035,4401
4945,-112.150816,33.553001,5054,1537,15018,NORTHERN AVE & 43RD AVE,Phoenix,1.54E+12,-112.150816,33.553001,80,,,,15,1,718.7536,,AggieReverseGeocoder,,4.01,15106226A,7849 N 43RD AVE,Glendale,AZ,85051,5742
4946,-112.081808,33.552841,5055,1543,15034,NORTHERN AVE & 7TH AVE,Phoenix,1.54E+12,-112.081808,33.552841,80,,,,16,1,593.7535,,AggieReverseGeocoder,,4.01,16042061A,632 W LINGER LN,Phoenix,AZ,85021,7264
4947,-112.111307,33.552798,5056,1544,15027,NORTHERN AVE & I-17 FWY,Phoenix,1.54E+12,-112.111307,33.552798,80,,,,17,1,296.8763,,AggieReverseGeocoder,,4.01,15728004A,2421 W NORTHERN AVE,Phoenix,AZ,85021,4846
4948,-112.146305,33.552999,5057,1546,15019,NORTHERN AVE & 40TH DR,Phoenix,1.54E+12,-112.146305,33.552999,80,,,,18,1,734.3762,,AggieReverseGeocoder,,4.01,15106021,4036 W LANE AVE,Glendale,AZ,85051,5769
4949,-112.0889025,33.57116785,5058,1573,15602,HATCHER RD & 13TH AVE,Phoenix,1.54E+12,-112.0889025,33.57116785,106,,,,19,1,921.8799,,AggieReverseGeocoder,,4.01,15832041A,1301 W HATCHER RD,Phoenix,AZ,85021,3047
4950,-112.095306,33.581998,5059,1574,15597,PEORIA AVE & 17TH AVE,Phoenix,1.54E+12,-112.095306,33.581998,106,,,,20,1,890.6235,,AggieReverseGeocoder,,4.01,15835001,1637 W PEORIA AVE,Glendale,AZ,85029,4971
4951,-112.0988794,33.58195207,5060,1575,15596,PEORIA AVE & 19TH AVE,Phoenix,1.54E+12,-112.0988794,33.58195207,106,,,,21,1,921.8757,,AggieReverseGeocoder,,4.01,15826090D,1849 W PEORIA AVE,Glendale,AZ,85029,5030
4952,-112.220893,33.460853,5061,1576,18633,SB 75TH AVE FS I-10 RAMP,Phoenix,1.54E+12,-112.220893,33.460853,75,,,,22,1,796.823,,AggieReverseGeocoder,,4.01,10241010G,1041 N 75TH AVE,Phoenix,AZ,85043,1108
4953,-112.103502,33.581975,5062,1577,15595,PEORIA AVE & 21ST AVE,Phoenix,1.54E+12,-112.103502,33.581975,106,,,,23,1,1000.0041,,AggieReverseGeocoder,,4.01,14910011,10441 N 21ST AVE,Phoenix,AZ,85021,1804
4954,-112.107308,33.58192,5063,1578,15594,PEORIA AVE & 23RD AVE,Phoenix,1.54E+12,-112.107308,33.58192,106,,,,24,1,1281.2561,,AggieReverseGeocoder,,4.01,14910044,2225 W PEORIA AVE,Glendale,AZ,85029,4938
4955,-112.112696,33.5819,5064,1579,15593,PEORIA AVE & 25TH AVE,Phoenix,1.54E+12,-112.112696,33.5819,106,,,,25,1,1000.0023,,AggieReverseGeocoder,,4.01,14907060,10625 N 25TH AVE,Glendale,AZ,85029,4789
4956,-112.121305,33.581697,5065,1580,12539,PEORIA AVE & 28TH DR,Phoenix,1.54E+12,-112.121305,33.581697,106,,,,26,1,296.8772,,AggieReverseGeocoder,,4.01,14916001T,10459 N 28TH DR,Glendale,AZ,85051,1504
4957,-112.221015,33.458241,5066,1581,18634,SB 75TH AVE FS ROOSEVELT ST,Phoenix,1.54E+12,-112.221015,33.458241,75,,,,27,1,859.3771,,AggieReverseGeocoder,,4.01,10243002F,940 N 75TH AVE,Phoenix,AZ,85043,2108
4958,-112.124707,33.581699,5067,1582,15586,PEORIA AVE & 31ST AVE,Phoenix,1.54E+12,-112.124707,33.581699,106,,,,28,1,312.5025,,AggieReverseGeocoder,,4.01,14916390,2827 W PEORIA AVE,Glendale,AZ,85029,5217
4959,-112.129304,33.581851,5068,1583,15585,PEORIA AVE & 32ND LN,Phoenix,1.54E+12,-112.129304,33.581851,106,,,,29,1,1078.0917,,AggieReverseGeocoder,,4.01,14915134,3201 W PEORIA AVE,Glendale,AZ,85029,4608
4960,-112.1331701,33.58178133,5069,1584,15584,PEORIA AVE & 35TH AVE,Phoenix,1.54E+12,-112.1331701,33.58178133,106,,,,30,1,1062.5002,,AggieReverseGeocoder,,4.01,14915128,3337 W PEORIA AVE,Glendale,AZ,85029,4605
4961,-112.137717,33.5819,5070,1585,18202,PEORIA AVE & 37TH AVE,Phoenix,1.54E+12,-112.137717,33.5819,106,,,,31,1,1093.7572,,AggieReverseGeocoder,,4.01,14936005,3632 W NORTH LN,Glendale,AZ,85051,1344
4962,-112.142005,33.581798,5071,1586,15582,PEORIA AVE & 39TH AVE,Phoenix,1.54E+12,-112.142005,33.581798,106,,,,32,1,1078.1274,,AggieReverseGeocoder,,4.01,14936203,3842 W NORTH LN,Glendale,AZ,85051,1162
4963,-112.145705,33.581698,5072,1587,15581,PEORIA AVE & 41ST AVE,Phoenix,1.54E+12,-112.145705,33.581698,106,,,,33,1,312.5034,,AggieReverseGeocoder,,4.01,14937004M,10444 N 39TH AVE,Glendale,AZ,85051,1179
4964,-112.150805,33.581798,5073,1588,15580,PEORIA AVE & 43RD AVE,Phoenix,1.54E+12,-112.150805,33.581798,106,,,,34,1,1109.3774,,AggieReverseGeocoder,,4.01,14937392E,10210 N 40TH DR,Glendale,AZ,85051,1126
4965,-112.081513,33.399234,5074,1622,13533,ROESER RD & 7TH AVE,Phoenix,1.54E+12,-112.081513,33.399234,52,,,,35,1,406.2751,,AggieReverseGeocoder,,4.01,11338046,5401 S 7TH AVE,Phoenix,AZ,85041,4015
4966,-112.0773919,33.39952592,5075,1623,13534,ROESER RD & MONTEZUMA ST,Phoenix,1.54E+12,-112.0773919,33.39952592,52,,,,36,1,359.4264,,AggieReverseGeocoder,,4.01,11341106B,235 W ROESER RD,Phoenix,AZ,85041,4005
4967,-112.108734,33.676039,5076,1625,18152,23RD AVE & ROSE GARDEN LN,Phoenix,1.54E+12,-112.108734,33.676039,27,,,,37,1,281.2558,,AggieReverseGeocoder,,4.01,20908006J,2323 W ROSE GARDEN LN,Cave Creek,AZ,85027,2530
4968,-111.9703952,33.46564,5077,5759,11426,MCDOWELL RD & 52ND ST,Phoenix,1.54E+12,-111.9703952,33.46564,17,,,,38,1,546.8754,,AggieReverseGeocoder,,4.01,12620003B,5146 E MCDOWELL RD,Tempe,AZ,85008,4232
4969,-112.0178635,33.50999794,5078,5540,18013,CAMELBACK RD -- 31ST ST & 29TH ST,Phoenix,1.54E+12,-112.0178635,33.50999794,32 | 50,,,,39,1,828.124,,AggieReverseGeocoder,,4.01,16314072,2929 E CAMELBACK RD,Avondale,AZ,85016,4424
4970,-112.0004967,33.51005152,5079,5541,13409,CAMELBACK RD & 38TH ST,Phoenix,1.54E+12,-112.0004967,33.51005152,50,,,,40,1,203.1272,,AggieReverseGeocoder,,4.01,17015053,3718 E CAMELBACK RD,Maricopa,AZ,85018,2508
4971,-112.06931,33.509317,5080,5542,12504,CAMELBACK RD & 3RD ST,Phoenix,1.54E+12,-112.06931,33.509317,50,,,,41,1,812.501,,AggieReverseGeocoder,,4.01,16219146,310 E CAMELBACK RD,Phoenix,AZ,85012,1614
4972,-111.957506,33.501918,5081,5543,13399,CAMELBACK RD & CAMINO ALLENADA,Phoenix,1.54E+12,-111.957506,33.501918,50,,,,42,1,562.4976,,AggieReverseGeocoder,,4.01,17224021A,5716 E CAMELBACK RD,Maricopa,AZ,85018,3216
4973,-111.976807,33.508498,5082,5544,13404,CAMELBACK RD & LAUNFAL AVE,Phoenix,1.54E+12,-111.976807,33.508498,50,,,,43,1,593.7866,,AggieReverseGeocoder,,4.01,17219003,4830 E CAMELBACK RD,Maricopa,AZ,85018,2947
4974,-111.969607,33.50457731,5083,5545,13402,CAMELBACK RD & RUBICON AVE,Phoenix,1.54E+12,-111.969607,33.50457731,50,,,,44,1,218.7481,,AggieReverseGeocoder,,4.01,17222023,5200 E CAMELBACK RD,Maricopa,AZ,85018,3020
4975,-112.06081,33.509278,5084,5547,12502,CAMELBACK RD & 10TH ST,Phoenix,1.54E+12,-112.06081,33.509278,50,,,,45,1,640.6241,,AggieReverseGeocoder,,4.01,16216136,914 E CAMELBACK RD,Phoenix,AZ,85014,3662
4976,-111.9915768,33.50983426,5085,5575,13407,CAMELBACK RD & MEDLOCK DR,Phoenix,1.54E+12,-111.9915768,33.50983426,50,,,,46,1,453.1259,,AggieReverseGeocoder,,4.01,17110023,4124 E CAMELBACK RD,Maricopa,AZ,85018,2717
4977,-112.057469,33.50936004,5086,5548,12501,CAMELBACK RD & 12TH ST,Phoenix,1.54E+12,-112.057469,33.50936004,50,,,,47,1,281.2525,,AggieReverseGeocoder,,4.01,16217096L,1144 E CAMELBACK RD,Phoenix,AZ,85014,3211
4978,-112.0483903,33.50936917,5087,5549,12499,CAMELBACK RD & 16TH ST,Phoenix,1.54E+12,-112.0483903,33.50936917,50,,,,48,1,296.8776,,AggieReverseGeocoder,,4.01,16212003C,1550 E CAMELBACK RD,Phoenix,AZ,85014,3496
4979,-112.0437,33.509346,5088,5550,16054,CAMELBACK RD & 18TH ST,Phoenix,1.54E+12,-112.0437,33.509346,50,,,,49,1,1046.8769,,AggieReverseGeocoder,,4.01,16457020B,1750 E CAMELBACK RD,Avondale,AZ,85016,4005
4980,-112.039737,33.509367,5089,5551,16018,CAMELBACK RD & 20TH ST,Phoenix,1.54E+12,-112.039737,33.509367,50,,,,50,1,937.5,,AggieReverseGeocoder,,4.01,16456008Q,1940 E CAMELBACK RD,Avondale,AZ,85016,4129
4981,-112.035003,33.509415,5090,5552,12496,CAMELBACK RD & 22ND ST,Phoenix,1.54E+12,-112.035003,33.509415,50 | 60,,,,51,1,921.8785,,AggieReverseGeocoder,,4.01,16467012P,2198 E CAMELBACK RD,Avondale,AZ,85016,4742
4982,-112.030813,33.509436,5091,5553,12495,CAMELBACK RD & 24TH ST,Phoenix,1.54E+12,-112.030813,33.509436,50 | 60,,,,52,1,640.5823,,AggieReverseGeocoder,,4.01,16460010H,2398 E CAMELBACK RD,Avondale,AZ,85016,9001
4983,-112.0261293,33.509591,5092,5554,13413,CAMELBACK RD & 26TH ST,Phoenix,1.54E+12,-112.0261293,33.509591,50,,,,53,1,968.7518,,AggieReverseGeocoder,,4.01,16414001W,2502 E CAMELBACK RD,Avondale,AZ,85016,4254
4984,-112.022306,33.509798,5093,5555,18014,CAMELBACK RD & 28TH ST,Phoenix,1.54E+12,-112.022306,33.509798,50,,,,54,1,671.8788,,AggieReverseGeocoder,,4.01,16468654,2730 E CAMELBACK RD,Avondale,AZ,85016,4343
4985,-112.0136278,33.51012078,5094,5556,18012,CAMELBACK RD & 32ND ST,Phoenix,1.54E+12,-112.0136278,33.51012078,32 | 50,,,,55,1,812.5089,,AggieReverseGeocoder,,4.01,16412073D,3174 E CAMELBACK RD,Avondale,AZ,85016,4502
4986,-112.009006,33.509998,5095,5557,13411,CAMELBACK RD & 34TH ST,Phoenix,1.54E+12,-112.009006,33.509998,50,,,,56,1,843.7555,,AggieReverseGeocoder,,4.01,17013029B,3352 E CAMELBACK RD,Maricopa,AZ,85018,2310
4987,-112.0035634,33.51006589,5096,5558,13410,CAMELBACK RD & 36TH ST,Phoenix,1.54E+12,-112.0035634,33.51006589,50,,,,57,1,750.0033,,AggieReverseGeocoder,,4.01,17015003C,5011 N 36TH ST,Maricopa,AZ,85018,1524
4988,-111.9958513,33.50999789,5097,5559,13408,CAMELBACK RD & 40TH ST,Phoenix,1.54E+12,-111.9958513,33.50999789,50,,,,58,1,203.1081,,AggieReverseGeocoder,,4.01,17016001,3912 E CAMELBACK RD,Maricopa,AZ,85018,2682
4989,-111.987805,33.509699,5098,5560,18034,CAMELBACK RD & 44TH ST,Phoenix,1.54E+12,-111.987805,33.509699,50,,,,59,1,453.1247,,AggieReverseGeocoder,,4.01,17112036,4350 E CAMELBACK RD,Maricopa,AZ,85018,2701
4990,-111.98249,33.509424,5099,5561,13405,CAMELBACK RD & 45TH PL,Phoenix,1.54E+12,-111.98249,33.509424,50,,,,60,1,453.1286,,AggieReverseGeocoder,,4.01,17114076,4524 E CAMELBACK RD,Maricopa,AZ,85018,2826
4991,-111.9654164,33.50216115,5100,5562,13401,CAMELBACK RD & 54TH ST,Phoenix,1.54E+12,-111.9654164,33.50216115,50,,,,61,1,578.1344,,AggieReverseGeocoder,,4.01,17222012,5338 E CAMELBACK RD,Maricopa,AZ,85018,3034
4992,-111.961206,33.501887,5101,5563,13400,CAMELBACK RD & 56TH ST,Phoenix,1.54E+12,-111.961206,33.501887,50,,,,62,1,578.1308,,AggieReverseGeocoder,,4.01,17223014,4504 N 56TH ST,Maricopa,AZ,85018,3122
4993,-111.948005,33.502044,5102,5564,13396,CAMELBACK RD & 62ND ST,Phoenix,1.54E+12,-111.948005,33.502044,50,,,,63,1,390.6232,,AggieReverseGeocoder,,4.01,17226037,4501 N 61ST PL,Paradise Valley,AZ,85251,1945
4994,-111.943806,33.502199,5103,5565,18056,CAMELBACK RD & 64TH ST,Phoenix,1.54E+12,-111.943806,33.502199,50,,,,64,1,390.6275,,AggieReverseGeocoder,,4.01,17227065A,6302 E CAMELBACK RD,Paradise Valley,AZ,85251,1923
4995,-112.0657332,33.50932961,5104,5569,12503,CAMELBACK RD & 7TH ST,Phoenix,1.54E+12,-112.0657332,33.50932961,50,,,,65,1,640.6272,,AggieReverseGeocoder,,4.01,16219209,648 E CAMELBACK RD,Phoenix,AZ,85012,1617
4996,-111.972698,33.506208,5105,5571,13403,CAMELBACK RD & ARCADIA DR,Phoenix,1.54E+12,-111.972698,33.506208,50,,,,66,1,578.1285,,AggieReverseGeocoder,,4.01,17218017A,4984 E CAMELBACK RD,Maricopa,AZ,85018,2963
4997,-111.955209,33.501941,5106,5574,13398,CAMELBACK RD & HILLTOP RD,Phoenix,1.54E+12,-111.955209,33.501941,50,,,,67,1,390.6088,,AggieReverseGeocoder,,4.01,17225020,4506 N HILLTOP RD,Maricopa,AZ,85018,2000
4998,-111.952506,33.501999,5107,5577,18057,CAMELBACK RD & JOKAKE RD,Phoenix,1.54E+12,-111.952506,33.501999,50,,,,68,1,390.6317,,AggieReverseGeocoder,,4.01,17225025A,5928 E CAMELBACK RD,Maricopa,AZ,85018,3219
4999,-111.9851557,33.30538297,5108,5591,17174,CHANDLER BLVD & 46TH ST,Phoenix,1.54E+12,-111.9851557,33.30538297,ALEX,,,,69,1,296.8773,,AggieReverseGeocoder,,4.01,30704612,4523 E VERBENA DR,Chandler,AZ,85044,4953
5000,-111.9808325,33.30545139,5109,5592,17173,CHANDLER BLVD & 48TH ST,Phoenix,1.54E+12,-111.9808325,33.30545139,ALEX,,,,70,1,281.2329,,AggieReverseGeocoder,,4.01,30183004E,4750 E CHANDLER BLVD,Phoenix,AZ,85048,400
5001,-112.053523,33.363349,5110,5609,11305,DOBBINS RD & 14TH ST,Phoenix,1.54E+12,-112.053523,33.363349,16,,,,71,1,578.0732,,AggieReverseGeocoder,,4.01,30039002,1340 E DOBBINS RD,Phoenix,AZ,85042,8409
5002,-112.049311,33.36334,5111,5610,11304,DOBBINS RD & 16TH ST,Phoenix,1.54E+12,-112.049311,33.36334,16,,,,72,1,140.6259,,AggieReverseGeocoder,,4.01,30039005N,9025 S 14TH ST,Phoenix,AZ,85042,7903
5003,-111.9875,33.34848,5112,5619,17019,ELLIOT RD & 44TH ST,Phoenix,1.54E+12,-111.9875,33.34848,ALEX,,,,73,1,609.374,,AggieReverseGeocoder,,4.01,30155523,10802 S 44TH ST,Chandler,AZ,85044,1622
5004,-111.9764136,33.34910689,5113,5620,13658,ELLIOT RD & 51ST ST,Phoenix,1.54E+12,-111.9764136,33.34910689,108,,,,74,1,375,,AggieReverseGeocoder,,4.01,30141001V,4950 E ELLIOT RD,Chandler,AZ,85044,4306
5005,-112.0702414,33.45452743,5114,5634,10606,FILLMORE ST & 3RD ST,Phoenix,1.54E+12,-112.0702414,33.45452743,7,,,,75,1,937.5281,,AggieReverseGeocoder,,4.01,11145178,200 E FILLMORE ST,Phoenix,AZ,85004,2103
5006,-112.068506,33.454529,5115,5635,10605,FILLMORE ST & 5TH ST,Phoenix,1.54E+12,-112.068506,33.454529,7,,,,76,1,921.8786,,AggieReverseGeocoder,,4.01,11146148,455 N 3RD ST,Phoenix,AZ,85004,3924
5007,-112.066073,33.454535,5116,5636,10604,FILLMORE ST & 7TH ST,Phoenix,1.54E+12,-112.066073,33.454535,7,,,,77,1,921.8758,,AggieReverseGeocoder,,4.01,11146150,610 N 7TH AVE,Phoenix,AZ,85007,2305
5008,-111.9259085,33.63839588,5117,5641,16645,BELL RD & SCOTTSDALE RD,Phoenix,1.54E+12,-111.9259085,33.63839588,170,,,,78,1,640.6283,,AggieReverseGeocoder,,4.01,21543325,16640 N SCOTTSDALE RD,Phoenix,AZ,85254,1590
5009,-112.0609092,33.53834212,5118,5644,14576,GLENDALE AVE & 10TH ST,Phoenix,1.54E+12,-112.0609092,33.53834212,70,,,,79,1,1250.0036,,AggieReverseGeocoder,,4.01,16029093A,826 E GLENDALE AVE,Phoenix,AZ,85020,5332
5010,-112.056808,33.538327,5119,5645,14575,GLENDALE AVE & 12TH ST,Phoenix,1.54E+12,-112.056808,33.538327,70,,,,80,1,1546.8785,,AggieReverseGeocoder,,4.01,16028059,7003 N 11TH WAY,Phoenix,AZ,85020,5312
5011,-112.048006,33.538298,5120,5646,14573,GLENDALE AVE & 16TH ST,Phoenix,1.54E+12,-112.048006,33.538298,70,,,,81,1,937.481,,AggieReverseGeocoder,,4.01,16026129B,7000 N 16TH ST,Phoenix,AZ,85020,5547
5012,-112.0440432,33.53838577,5121,5647,14572,GLENDALE AVE & 18TH ST,Phoenix,1.54E+12,-112.0440432,33.53838577,70,,,,82,1,953.1753,,AggieReverseGeocoder,,4.01,16426188,1750 E GLENDALE AVE,Phoenix,AZ,85020,5505
5013,-112.0394014,33.53848312,5122,5648,12407,GLENDALE AVE & 20TH ST,Phoenix,1.54E+12,-112.0394014,33.53848312,70,,,,83,1,281.2553,,AggieReverseGeocoder,,4.01,16427023B,1942 E GLENDALE AVE,Phoenix,AZ,85020,5527
5014,-112.069778,33.538359,5123,5650,14578,GLENDALE AVE & 3RD ST,Phoenix,1.54E+12,-112.069778,33.538359,70,,,,84,1,890.6279,,AggieReverseGeocoder,,4.01,16031015C,7002 N 3RD ST,Phoenix,AZ,85020,4901
5015,-112.009005,33.465799,5124,5749,11435,MCDOWELL RD & 34TH ST,Phoenix,1.54E+12,-112.009005,33.465799,17,,,,85,1,671.8716,,AggieReverseGeocoder,,4.01,12019131F,3340 E MCDOWELL RD,Tempe,AZ,85008,3844
5016,-112.065709,33.5384063,5125,5651,14577,GLENDALE AVE & 7TH ST,Phoenix,1.54E+12,-112.065709,33.5384063,70,,,,86,1,1156.2512,,AggieReverseGeocoder,,4.01,16030025,7002 N 7TH ST,Phoenix,AZ,85020,5302
5017,-112.0516355,33.53833823,5126,5652,14574,GLENDALE AVE & 14TH ST,Phoenix,1.54E+12,-112.0516355,33.53833823,70,,,,87,1,921.8767,,AggieReverseGeocoder,,4.01,16026001A,7002 N 14TH ST,Phoenix,AZ,85020,5409
5018,-112.057305,33.571375,5127,5676,10912,HATCHER RD & 12TH ST,Phoenix,1.54E+12,-112.057305,33.571375,12,,,,88,1,906.2537,,AggieReverseGeocoder,,4.01,15938063B,1146 E HATCHER RD,Phoenix,AZ,85020,2650
5019,-112.03951,33.494828,5128,5680,12788,INDIAN SCHOOL RD & 20TH ST,Phoenix,1.54E+12,-112.03951,33.494828,41,,,,89,1,921.8861,,AggieReverseGeocoder,,4.01,16329126E,1950 E INDIAN SCHOOL RD,Avondale,AZ,85016,6017
5020,-112.034806,33.494857,5129,5681,12787,INDIAN SCHOOL RD & 22ND ST,Phoenix,1.54E+12,-112.034806,33.494857,41,,,,90,1,906.2587,,AggieReverseGeocoder,,4.01,16332001A,2142 E INDIAN SCHOOL RD,Avondale,AZ,85016,6130
5021,-112.0307896,33.49496317,5130,5682,17081,INDIAN SCHOOL RD & 24TH ST,Phoenix,1.54E+12,-112.0307896,33.49496317,41,,,,91,1,281.3872,,AggieReverseGeocoder,,4.01,16334131C,2306 E INDIAN SCHOOL RD,Avondale,AZ,85016,6260
5022,-112.026202,33.494978,5131,5683,12785,INDIAN SCHOOL RD & 26TH ST,Phoenix,1.54E+12,-112.026202,33.494978,41,,,,92,1,656.2355,,AggieReverseGeocoder,,4.01,16306064,2546 E INDIAN SCHOOL RD,Avondale,AZ,85016,6737
5023,-112.022443,33.49509827,5132,5684,18282,INDIAN SCHOOL RD & 28TH ST,Phoenix,1.54E+12,-112.022443,33.49509827,41,,,,93,1,687.5018,,AggieReverseGeocoder,,4.01,16305016,2742 E INDIAN SCHOOL RD,Avondale,AZ,85016,6854
5024,-112.0137114,33.49535323,5133,5685,12781,INDIAN SCHOOL RD & 32ND ST,Phoenix,1.54E+12,-112.0137114,33.49535323,41,,,,94,1,296.871,,AggieReverseGeocoder,,4.01,16301020A,3110 E INDIAN SCHOOL RD,Avondale,AZ,85016,6808
5025,-112.009007,33.495253,5134,5686,12780,INDIAN SCHOOL RD & 34TH ST,Phoenix,1.54E+12,-112.009007,33.495253,41,,,,95,1,843.7722,,AggieReverseGeocoder,,4.01,17029036C,3334 E INDIAN SCHOOL RD,Maricopa,AZ,85018,5016
5026,-112.004506,33.495226,5135,5687,12779,INDIAN SCHOOL RD & 36TH ST,Phoenix,1.54E+12,-112.004506,33.495226,41,,,,96,1,828.0716,,AggieReverseGeocoder,,4.01,17030167B,3550 E INDIAN SCHOOL RD,Maricopa,AZ,85018,5115
5027,-112.000307,33.495193,5136,5688,12778,INDIAN SCHOOL RD & 38TH ST,Phoenix,1.54E+12,-112.000307,33.495193,41,,,,97,1,765.6222,,AggieReverseGeocoder,,4.01,17031011,3752 E INDIAN SCHOOL RD,Maricopa,AZ,85018,5129
5028,-111.9958766,33.49521856,5137,5689,12777,INDIAN SCHOOL RD & 40TH ST,Phoenix,1.54E+12,-111.9958766,33.49521856,41,,,,98,1,749.9961,,AggieReverseGeocoder,,4.01,17032102,3948 E INDIAN SCHOOL RD,Maricopa,AZ,85018,5237
5029,-111.9915994,33.49510386,5138,5690,18011,INDIAN SCHOOL RD & 42ND ST,Phoenix,1.54E+12,-111.9915994,33.49510386,41,,,,99,1,453.1267,,AggieReverseGeocoder,,4.01,17126069,4144 E INDIAN SCHOOL RD,Maricopa,AZ,85018,5313
5030,-112.0487626,33.36733482,5139,8004,11146,16TH ST & EUCLID AVE,Phoenix,1.54E+12,-112.0487626,33.36733482,16,,,,100,1,453.1248,,AggieReverseGeocoder,,4.01,30171008,1602 E EUCLID AVE,Phoenix,AZ,85042,8056
5031,-112.048701,33.371253,5140,8005,18182,16TH ST & SOUTH MOUNTAIN AVE,Phoenix,1.54E+12,-112.048701,33.371253,16,,,,101,1,453.1282,,AggieReverseGeocoder,,4.01,30133036,8230 S 16TH PL,Phoenix,AZ,85042,6833
5032,-112.04865,33.374466,5141,8006,11148,16TH ST & BEVERLY RD,Phoenix,1.54E+12,-112.04865,33.374466,16,,,,102,1,124.9945,,AggieReverseGeocoder,,4.01,30133444,1803 E VALENCIA DR,Phoenix,AZ,85042,6886
5033,-112.01267,33.40323,5142,8014,,,Phoenix,1.54E+12,-112.01267,33.40323,30 | 32,,,,103,1,734.4016,,AggieReverseGeocoder,,4.01,12260013,3151 E WIER AVE,Phoenix,AZ,85040,2753
5034,-112.108699,33.667572,5143,8027,11853,23RD AVE & BEARDSLEY RD,Phoenix,1.54E+12,-112.108699,33.667572,27,,,,104,1,281.2534,,AggieReverseGeocoder,,4.01,20916019,19940 N 23RD AVE,Cave Creek,AZ,85027,7401
