NoName,X,Y,OBJECTID,StopID,NextRide,Location,Juris,DateUpdated,Long,Lat,Routes,Zip,State,Address,AUTO_UNIQUE_ID_2020-07-27_cceni03_filter_bus3001,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedAPN,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4
5732,-112.1380214,33.52402924,5841,6358,13889,BETHANY HOME RD & 37TH AVE,Phoenix,1.54E+12,-112.1380214,33.52402924,60,,,,797,1,874.9999,,AggieReverseGeocoder,,4.01,15208101B,3650 W BETHANY HOME RD,Phoenix,AZ,85019,1967
5733,-112.0751096,33.40687093,5842,6363,17093,BROADWAY RD & CENTRAL AVE,Phoenix,1.54E+12,-112.0751096,33.40687093,45,,,,798,1,296.8786,,AggieReverseGeocoder,,4.01,11307123,10 W BROADWAY RD,Phoenix,AZ,85041,2405
5734,-112.087203,33.436844,5843,6391,11025,BUCKEYE RD & 11TH AVE,Phoenix,1.54E+12,-112.087203,33.436844,13,,,,799,1,640.6247,,AggieReverseGeocoder,,4.01,10502030A,1109 W BUCKEYE RD,Phoenix,AZ,85007,3715
5735,-112.09171,33.436813,5844,6392,11026,BUCKEYE RD & 15TH AVE,Phoenix,1.54E+12,-112.09171,33.436813,13,,,,800,1,843.7523,,AggieReverseGeocoder,,4.01,11214133B,1502 W BUCKEYE RD,Phoenix,AZ,85007,3517
5736,-112.100502,33.436803,5845,6393,11028,BUCKEYE RD & 19TH AVE,Phoenix,1.54E+12,-112.100502,33.436803,13,,,,801,1,890.63,,AggieReverseGeocoder,,4.01,10963173B,1928 W BUCKEYE RD,Avondale,AZ,85009,5939
5737,-112.104705,33.436819,5846,6394,11029,BUCKEYE RD & 21ST AVE,Phoenix,1.54E+12,-112.104705,33.436819,13,,,,802,1,796.8755,,AggieReverseGeocoder,,4.01,10964168,2106 W BUCKEYE RD,Avondale,AZ,85009,5935
5738,-112.113205,33.436849,5847,6396,11031,BUCKEYE RD & 25TH AVE,Phoenix,1.54E+12,-112.113205,33.436849,13,,,,803,1,515.6265,,AggieReverseGeocoder,,4.01,10953001,2520 W BUCKEYE RD,Avondale,AZ,85009,5746
5739,-112.118004,33.436872,5848,6398,18166,BUCKEYE RD & 27TH AVE,Phoenix,1.54E+12,-112.118004,33.436872,13,,,,804,1,515.6311,,AggieReverseGeocoder,,4.01,10961015A,2712 W BUCKEYE RD,Avondale,AZ,85009,5742
5740,-112.122007,33.436997,5849,6399,11033,BUCKEYE RD & 29TH AVE,Phoenix,1.54E+12,-112.122007,33.436997,13,,,,805,1,234.3777,,AggieReverseGeocoder,,4.01,10960088,2902 W BUCKEYE RD,Avondale,AZ,85009,5737
5741,-112.126505,33.436998,5850,6400,11034,BUCKEYE RD & 31ST AVE,Phoenix,1.54E+12,-112.126505,33.436998,13,,,,806,1,531.2572,,AggieReverseGeocoder,,4.01,10959032J,3102 W BUCKEYE RD,Avondale,AZ,85009,5637
5742,-112.130763,33.43702033,5851,6401,11035,BUCKEYE RD & 33RD AVE,Phoenix,1.54E+12,-112.130763,33.43702033,13,,,,807,1,234.3749,,AggieReverseGeocoder,,4.01,10958092,3308 W BUCKEYE RD,Avondale,AZ,85009,5633
5743,-112.135205,33.436997,5852,6402,11036,BUCKEYE RD & 35TH AVE,Phoenix,1.54E+12,-112.135205,33.436997,13,,,,808,1,687.4995,,AggieReverseGeocoder,,4.01,10625088F,3518 W BUCKEYE RD,Avondale,AZ,85009,5532
5744,-112.139079,33.436998,5853,6403,11037,BUCKEYE RD & 37TH AVE,Phoenix,1.54E+12,-112.139079,33.436998,13,,,,809,1,687.5024,,AggieReverseGeocoder,,4.01,10624070E,3707 W TONTO ST,Avondale,AZ,85009,5443
5745,-112.1437074,33.43701833,5854,6404,11038,BUCKEYE RD & 39TH AVE,Phoenix,1.54E+12,-112.1437074,33.43701833,13,,,,810,1,640.6287,,AggieReverseGeocoder,,4.01,10619040,3910 W BUCKEYE RD,Avondale,AZ,85009,5429
5746,-112.152506,33.436998,5855,6405,11041,BUCKEYE RD & 43RD AVE,Phoenix,1.54E+12,-112.152506,33.436998,13,,,,811,1,406.2187,,AggieReverseGeocoder,,4.01,10422004F,4302 W BUCKEYE RD,Phoenix,AZ,85043,4904
5747,-112.160813,33.436894,5856,6406,11042,BUCKEYE RD & 47TH AVE,Phoenix,1.54E+12,-112.160813,33.436894,13,,,,812,1,406.2516,,AggieReverseGeocoder,,4.01,10424003B,4705 W BUCKEYE RD,Phoenix,AZ,85043,4807
5748,-112.1696303,33.43689099,5857,6407,11043,BUCKEYE RD & 51ST AVE,Phoenix,1.54E+12,-112.1696303,33.43689099,13,,,,813,1,750.0345,,AggieReverseGeocoder,,4.01,10420053,5120 W BUCKEYE RD,Phoenix,AZ,85043,4713
5749,-112.1758953,33.43702766,5858,6408,11044,BUCKEYE RD & 54TH AVE,Phoenix,1.54E+12,-112.1758953,33.43702766,13,,,,814,1,171.8756,,AggieReverseGeocoder,,4.01,10420012,1028 S 54TH AVE,Phoenix,AZ,85043,4740
5750,-112.1810064,33.43729664,5859,6409,11045,BUCKEYE RD & 56TH AVE,Phoenix,1.54E+12,-112.1810064,33.43729664,13,,,,815,1,234.3724,,AggieReverseGeocoder,,4.01,10419010,5602 W BUCKEYE RD,Phoenix,AZ,85043,4608
5751,-112.187312,33.43713501,5860,6410,11046,BUCKEYE RD & 59TH AVE,Phoenix,1.54E+12,-112.187312,33.43713501,13,,,,816,1,718.7534,,AggieReverseGeocoder,,4.01,10418003F,5902 W BUCKEYE RD,Phoenix,AZ,85043,4513
5752,-112.195703,33.4372,5861,6411,11047,BUCKEYE RD & 63RD AVE,Phoenix,1.54E+12,-112.195703,33.4372,13,,,,817,1,546.8765,,AggieReverseGeocoder,,4.01,10417052,1002 S 63RD AVE,Phoenix,AZ,85043,4403
5753,-112.0831186,33.43693599,5862,6412,11024,BUCKEYE RD & 7TH AVE,Phoenix,1.54E+12,-112.0831186,33.43693599,13,,,,818,1,656.2524,,AggieReverseGeocoder,,4.01,10501006,803 W BUCKEYE RD,Phoenix,AZ,85007,3710
5754,-112.074271,33.436935,5863,6413,11022,BUCKEYE RD & CENTRAL AVE,Phoenix,1.54E+12,-112.074271,33.436935,13,,,,819,1,1140.6046,,AggieReverseGeocoder,,4.01,11224165B,1108 S CENTRAL AVE,Phoenix,AZ,85004,2734
5755,-112.078707,33.437199,5864,6414,11023,BUCKEYE RD & MONTEZUMA ST,Phoenix,1.54E+12,-112.078707,33.437199,13,,,,820,1,296.878,,AggieReverseGeocoder,,4.01,11217100,1022 S MONTEZUMA ST,Phoenix,AZ,85003,2677
5756,-112.0962786,33.43680422,5865,6415,11027,BUCKEYE RD & 18TH AVE,Phoenix,1.54E+12,-112.0962786,33.43680422,13,,,,821,1,890.6349,,AggieReverseGeocoder,,4.01,10504046C,1711 W BUCKEYE RD,Phoenix,AZ,85007,3520
5757,-112.14792,33.436963,5866,6417,11039,BUCKEYE RD & 41ST AVE,Phoenix,1.54E+12,-112.14792,33.436963,13,,,,822,1,640.6199,,AggieReverseGeocoder,,4.01,10617002G,1015 S 43RD AVE,Avondale,AZ,85009,5327
5758,-112.108793,33.436832,5867,6419,11030,BUCKEYE RD & 23RD AVE,Phoenix,1.54E+12,-112.108793,33.436832,13,,,,823,1,828.1259,,AggieReverseGeocoder,,4.01,10962122,1120 S 23RD AVE,Avondale,AZ,85009,5858
5759,-112.090167,33.359392,5868,6420,15628,BUIST AVE & 12TH AVE,Phoenix,1.54E+12,-112.090167,33.359392,ZERO,,,,824,1,390.6271,,AggieReverseGeocoder,,4.01,30053092,1139 W PIEDMONT RD,Phoenix,AZ,85041,8722
5760,-112.117506,33.560384,5869,6421,11709,BUTLER DR & 27TH AVE,Phoenix,1.54E+12,-112.117506,33.560384,27,,,,825,1,703.1284,,AggieReverseGeocoder,,4.01,15004025,8501 N 27TH DR,Glendale,AZ,85051,4002
5761,-112.1000436,33.59665934,5870,6422,16061,CACTUS RD & 19TH AVE,Phoenix,1.54E+12,-112.1000436,33.59665934,122,,,,826,1,921.8952,,AggieReverseGeocoder,,4.01,14904001P,1902 W CACTUS RD,Glendale,AZ,85029,2706
5762,-112.105015,33.596561,5871,6423,16062,CACTUS RD & 21ST AVE,Phoenix,1.54E+12,-112.105015,33.596561,122,,,,827,1,906.2395,,AggieReverseGeocoder,,4.01,14904007B,12202 N 21ST AVE,Glendale,AZ,85029,2735
5763,-112.108804,33.596497,5872,6424,16063,CACTUS RD & 23RD AVE,Phoenix,1.54E+12,-112.108804,33.596497,122,,,,828,1,937.5051,,AggieReverseGeocoder,,4.01,14904031,2318 W CACTUS RD,Glendale,AZ,85029,2714
5764,-112.113307,33.596499,5873,6425,16064,CACTUS RD & 25TH AVE,Phoenix,1.54E+12,-112.113307,33.596499,122,,,,829,1,953.1327,,AggieReverseGeocoder,,4.01,14949113,2501 W WETHERSFIELD RD,Glendale,AZ,85029,2547
5765,-112.120706,33.596498,5874,6427,16065,CACTUS RD & 28TH DR,Phoenix,1.54E+12,-112.120706,33.596498,122,,,,830,1,703.1227,,AggieReverseGeocoder,,4.01,14941170,12201 N 29TH AVE,Glendale,AZ,85029,2313
5766,-112.125718,33.5965,5875,6428,16066,CACTUS RD & 31ST AVE,Phoenix,1.54E+12,-112.125718,33.5965,122,,,,831,1,703.1262,,AggieReverseGeocoder,,4.01,14942161,3108 W CACTUS RD,Glendale,AZ,85029,2358
5767,-112.1346842,33.59653523,5876,6429,16068,CACTUS RD & 35TH AVE,Phoenix,1.54E+12,-112.1346842,33.59653523,122,,,,832,1,1046.8788,,AggieReverseGeocoder,,4.01,14929001U,3502 W CACTUS RD,Glendale,AZ,85029,3127
5768,-112.138719,33.596453,5877,6430,16069,CACTUS RD & 37TH AVE,Phoenix,1.54E+12,-112.138719,33.596453,122,,,,833,1,1015.627,,AggieReverseGeocoder,,4.01,14931010,3707 W WETHERSFIELD RD,Glendale,AZ,85029,2030
5769,-112.143206,33.596497,5878,6431,16070,CACTUS RD & 39TH AVE,Phoenix,1.54E+12,-112.143206,33.596497,122,,,,834,1,1015.6386,,AggieReverseGeocoder,,4.01,14927002E,12220 N 39TH AVE,Glendale,AZ,85029,3100
5770,-112.152509,33.596422,5879,6432,16072,CACTUS RD & 43RD AVE,Phoenix,1.54E+12,-112.152509,33.596422,122,,,,835,1,1031.251,,AggieReverseGeocoder,,4.01,20741001R,4414 W CACTUS RD,Avenue B and C,AZ,85304,2338
5771,-112.155823,33.596415,5880,6433,16073,CACTUS RD & 45TH CIR,Phoenix,1.54E+12,-112.155823,33.596415,122,,,,836,1,703.1283,,AggieReverseGeocoder,,4.01,20741216,12202 N 45TH AVE,Avenue B and C,AZ,85304,2308
5772,-112.160513,33.596406,5881,6434,16074,CACTUS RD & 47TH AVE,Phoenix,1.54E+12,-112.160513,33.596406,122,,,,837,1,703.1265,,AggieReverseGeocoder,,4.01,20740153,12202 N 47TH AVE,Avenue B and C,AZ,85304,2318
5773,-112.164805,33.596401,5882,6435,16075,CACTUS RD & 49TH AVE,Phoenix,1.54E+12,-112.164805,33.596401,122,,,,838,1,718.7513,,AggieReverseGeocoder,,4.01,20740077,4909 W WETHERSFIELD RD,Avenue B and C,AZ,85304,2232
5774,-112.130223,33.596462,5883,6436,16067,CACTUS RD & 33RD AVE,Phoenix,1.54E+12,-112.130223,33.596462,122,,,,839,1,671.8752,,AggieReverseGeocoder,,4.01,14945038,3312 W CACTUS RD,Glendale,AZ,85029,2221
5775,-112.147159,33.596432,5884,6437,16071,CACTUS RD & 41ST DR,Phoenix,1.54E+12,-112.147159,33.596432,122,,,,840,1,1015.6488,,AggieReverseGeocoder,,4.01,14933383,4108 W DESERT HILLS DR,Glendale,AZ,85029,2911
5776,-112.087208,33.509673,5885,6439,13417,CAMELBACK RD & 11TH AVE,Phoenix,1.54E+12,-112.087208,33.509673,50,,,,841,1,281.2507,,AggieReverseGeocoder,,4.01,15641127,5102 N 11TH AVE,Phoenix,AZ,85013,2153
5777,-112.0918393,33.50962378,5886,6440,13418,CAMELBACK RD & 15TH AVE,Phoenix,1.54E+12,-112.0918393,33.50962378,50,,,,842,1,921.8846,,AggieReverseGeocoder,,4.01,15638043D,1502 W CAMELBACK RD,Paradise Valley,AZ,85015,3500
5778,-112.0962056,33.50968265,5887,6441,13419,CAMELBACK RD & 17TH AVE,Phoenix,1.54E+12,-112.0962056,33.50968265,50,,,,843,1,671.8797,,AggieReverseGeocoder,,4.01,15637069D,1702 W CAMELBACK RD,Paradise Valley,AZ,85015,3347
5779,-112.1003512,33.5097638,5888,6442,13420,CAMELBACK RD & 19TH AVE,Phoenix,1.54E+12,-112.1003512,33.5097638,50,,,,844,1,656.2536,,AggieReverseGeocoder,,4.01,15324045C,1902 W CAMELBACK RD,Paradise Valley,AZ,85015,3438
5780,-112.104708,33.509631,5889,6443,13421,CAMELBACK RD & 21ST AVE,Phoenix,1.54E+12,-112.104708,33.509631,50,,,,845,1,656.3038,,AggieReverseGeocoder,,4.01,15325086A,2110 W CAMELBACK RD,Paradise Valley,AZ,85015,3443
5781,-112.1088146,33.50967204,5890,6444,13422,CAMELBACK RD & 23RD AVE,Phoenix,1.54E+12,-112.1088146,33.50967204,50,,,,846,1,296.7973,,AggieReverseGeocoder,,4.01,15326062A,2302 W CAMELBACK RD,Paradise Valley,AZ,85015,3417
5782,-112.1173646,33.50956533,5891,6445,13424,CAMELBACK RD & 27TH AVE,Phoenix,1.54E+12,-112.1173646,33.50956533,50,,,,847,1,937.5031,,AggieReverseGeocoder,,4.01,15328050,2702 W CAMELBACK RD,Phoenix,AZ,85017,3212
5783,-112.121838,33.50953261,5892,6446,13425,CAMELBACK RD & 29TH AVE,Phoenix,1.54E+12,-112.121838,33.50953261,50,,,,848,1,875.0086,,AggieReverseGeocoder,,4.01,15329021,5018 N 29TH AVE,Phoenix,AZ,85017,3238
5784,-112.126013,33.509512,5893,6447,13426,CAMELBACK RD & 31ST AVE,Phoenix,1.54E+12,-112.126013,33.509512,50,,,,849,1,812.5015,,AggieReverseGeocoder,,4.01,15317002G,3100 W CAMELBACK RD,Phoenix,AZ,85017,3027
5785,-112.1348114,33.50957433,5894,6448,13428,CAMELBACK RD & 35TH AVE,Phoenix,1.54E+12,-112.1348114,33.50957433,50,,,,850,1,515.6051,,AggieReverseGeocoder,,4.01,14515107,3540 W CAMELBACK RD,Phoenix,AZ,85019,2753
5786,-112.138805,33.509498,5895,6449,13429,CAMELBACK RD & 37TH AVE,Phoenix,1.54E+12,-112.138805,33.509498,50,,,,851,1,531.2534,,AggieReverseGeocoder,,4.01,14514001A,3708 W CAMELBACK RD,Phoenix,AZ,85019,2649
5787,-112.143307,33.509498,5896,6450,13430,CAMELBACK RD & 39TH AVE,Phoenix,1.54E+12,-112.143307,33.509498,50,,,,852,1,531.2529,,AggieReverseGeocoder,,4.01,14526299F,3902 W CAMELBACK RD,Phoenix,AZ,85019,5824
5788,-112.079291,33.509535,5897,6451,13415,CAMELBACK RD & 3RD AVE,Phoenix,1.54E+12,-112.079291,33.509535,50,,,,853,1,281.2484,,AggieReverseGeocoder,,4.01,16226050G,400 W CAMELBACK RD,Phoenix,AZ,85013,2330
5789,-112.083208,33.509552,5898,6461,13416,CAMELBACK RD & 7TH AVE,Phoenix,1.54E+12,-112.083208,33.509552,50,,,,854,1,296.8561,,AggieReverseGeocoder,,4.01,15640001X,702 W CAMELBACK RD,Phoenix,AZ,85013,2291
5790,-112.11351,33.509552,5899,6462,13423,CAMELBACK RD & I-17 FWY,Phoenix,1.54E+12,-112.11351,33.509552,50,,,,855,1,859.5906,,AggieReverseGeocoder,,4.01,15327011,2502 W CAMELBACK RD,Phoenix,AZ,85017,3208
5791,-112.0743188,33.50941376,5900,6463,13414,CAMELBACK RD & CENTRAL AVE,Phoenix,1.54E+12,-112.0743188,33.50941376,50,,,,856,1,921.8822,,AggieReverseGeocoder,,4.01,16223046F,4 W CAMELBACK RD,Phoenix,AZ,85013,2571
5792,-112.146305,33.509498,5901,6466,13431,CAMELBACK RD & 40TH DR,Phoenix,1.54E+12,-112.146305,33.509498,50,,,,857,1,515.6181,,AggieReverseGeocoder,,4.01,14527311,4027 W PALOMINO RD,Phoenix,AZ,85019,2837
5793,-112.1304917,33.50955252,5902,6467,18615,CAMELBACK RD & 33RD AVE,Phoenix,1.54E+12,-112.1304917,33.50955252,50,,,,858,1,812.4997,,AggieReverseGeocoder,,4.01,15408003,3311 W CAMELBACK RD,Phoenix,AZ,85017,3031
5794,-112.149206,33.509498,5903,6468,13432,CAMELBACK RD & 42ND AVE,Phoenix,1.54E+12,-112.149206,33.509498,50,,,,859,1,781.2504,,AggieReverseGeocoder,,4.01,14508619R,3001 W CAMELBACK RD,Phoenix,AZ,85017,3341
5795,-112.1294563,33.57820793,5904,6510,12264,CHERYL DR & 33RD AVE,Phoenix,1.54E+12,-112.1294563,33.57820793,35,,,,860,1,1031.2608,,AggieReverseGeocoder,,4.01,14916078A,10030 N 31ST AVE,Glendale,AZ,85051,1354
5796,-112.133307,33.577999,5905,6511,12259,CHERYL DR & 35TH AVE,Phoenix,1.54E+12,-112.133307,33.577999,35,,,,861,1,296.9265,,AggieReverseGeocoder,,4.01,14915116,3430 W BROWN ST,Glendale,AZ,85051,1229
5797,-112.125307,33.575998,5906,6512,12262,CHERYL DR & METRO PKWY,Phoenix,1.54E+12,-112.125307,33.575998,35,,,,862,1,671.8781,,AggieReverseGeocoder,,4.01,14916392,10046 N METRO PKWY W,Glendale,AZ,85051,1437
5798,-112.127707,33.577297,5907,6513,12263,CHERYL DR -- 31ST AVE & 32ND LN,Phoenix,1.54E+12,-112.127707,33.577297,35,,,,863,1,703.145,,AggieReverseGeocoder,,4.01,14916004,10000 N 31ST AVE,Glendale,AZ,85051,9582
5799,-112.07931,33.36328,5908,6516,10187,DOBBINS RD & 3RD AVE,Phoenix,1.54E+12,-112.07931,33.36328,ZERO,,,,864,1,437.4974,,AggieReverseGeocoder,,4.01,30044019,408 W DOBBINS RD,Phoenix,AZ,85041,8514
5800,-112.082706,33.363088,5909,6517,10195,DOBBINS RD & 7TH AVE,Phoenix,1.54E+12,-112.082706,33.363088,ZERO,,,,865,1,374.9998,,AggieReverseGeocoder,,4.01,30058002A,9201 S 7TH AVE,Phoenix,AZ,85041,8701
5801,-112.0744336,33.36334552,5910,6518,10186,DOBBINS RD & CENTRAL AVE,Phoenix,1.54E+12,-112.0744336,33.36334552,ZERO,,,,866,1,421.8511,,AggieReverseGeocoder,,4.01,30045453,125 W MILADA DR,Phoenix,AZ,85041,8521
5802,-112.083699,33.363244,5911,6519,10188,DOBBINS RD & 7TH AVE,Phoenix,1.54E+12,-112.083699,33.363244,ZERO,,,,867,1,406.2526,,AggieReverseGeocoder,,4.01,30051073,8901 S 7TH DR,Phoenix,AZ,85041,8314
5803,-112.1297623,33.56766883,5912,6520,15333,DUNLAP AVE & CORTEZ HS ENTRANCE,Phoenix,1.54E+12,-112.1297623,33.56766883,90,,,,868,1,312.5191,,AggieReverseGeocoder,,4.01,14914003C,3030 W DUNLAP AVE,Glendale,AZ,85051,3429
5804,-112.095306,33.567699,5913,6521,15330,DUNLAP AVE & 17TH AVE,Phoenix,1.54E+12,-112.095306,33.567699,90,,,,869,1,953.1059,,AggieReverseGeocoder,,4.01,15839036,1718 W DUNLAP AVE,Phoenix,AZ,85021,2958
5805,-112.10051,33.56775507,5914,6522,18149,DUNLAP AVE & 19TH AVE,Phoenix,1.54E+12,-112.10051,33.56775507,90,,,,870,1,312.5025,,AggieReverseGeocoder,,4.01,14911012L,1950 W DUNLAP AVE,Phoenix,AZ,85021,2945
5806,-112.108585,33.56763888,5915,6523,11094,DUNLAP AVE & 23RD AVE,Phoenix,1.54E+12,-112.108585,33.56763888,90,,,,871,1,1015.6221,,AggieReverseGeocoder,,4.01,14912009,9013 N 24TH AVE,Phoenix,AZ,85021,2851
5807,-112.113005,33.567603,5916,6524,11095,DUNLAP AVE & 25TH AVE,Phoenix,1.54E+12,-112.113005,33.567603,90,,,,872,1,750.0033,,AggieReverseGeocoder,,4.01,14912022A,2506 W DUNLAP AVE,Phoenix,AZ,85021,3026
5808,-112.121712,33.567617,5917,6525,15331,DUNLAP AVE & 29TH AVE,Phoenix,1.54E+12,-112.121712,33.567617,90,,,,873,1,953.131,,AggieReverseGeocoder,,4.01,14914003C,3030 W DUNLAP AVE,Glendale,AZ,85051,3429
5809,-112.077506,33.567715,5918,6526,10700,DUNLAP AVE & 2ND DR,Phoenix,1.54E+12,-112.077506,33.567715,8 | 90,,,,874,1,1203.1282,,AggieReverseGeocoder,,4.01,15948117,9001 N 3RD AVE,Phoenix,AZ,85021,3509
5810,-112.125796,33.567654,5919,6528,17451,DUNLAP AVE & 31ST AVE,Phoenix,1.54E+12,-112.125796,33.567654,90,,,,875,1,452.9857,,AggieReverseGeocoder,,4.01,14914003C,3030 W DUNLAP AVE,Glendale,AZ,85051,3429
5811,-112.1347286,33.56769676,5920,6529,15334,DUNLAP AVE & 35TH AVE,Phoenix,1.54E+12,-112.1347286,33.56769676,90,,,,876,1,1734.3969,,AggieReverseGeocoder,,4.01,14939003Q,3502 W DUNLAP AVE,Glendale,AZ,85051,5304
5812,-112.139476,33.567619,5921,6530,15335,DUNLAP AVE & 37TH AVE,Phoenix,1.54E+12,-112.139476,33.567619,90,,,,877,1,1890.6281,,AggieReverseGeocoder,,4.01,14939010A,3702 W DUNLAP AVE,Glendale,AZ,85051,3750
5813,-112.143317,33.567623,5922,6531,15336,DUNLAP AVE & 39TH AVE,Phoenix,1.54E+12,-112.143317,33.567623,90,,,,878,1,1796.8819,,AggieReverseGeocoder,,4.01,14938492,9002 N 39TH AVE,Glendale,AZ,85051,3321
5814,-112.14921,33.567642,5923,6532,15337,DUNLAP AVE & 42ND AVE,Phoenix,1.54E+12,-112.14921,33.567642,90,,,,879,1,578.1316,,AggieReverseGeocoder,,4.01,14938516B,4240 W DUNLAP AVE,Glendale,AZ,85051,3654
5815,-112.083211,33.567628,5924,6534,15327,DUNLAP AVE & 7TH AVE,Phoenix,1.54E+12,-112.083211,33.567628,90,,,,880,1,1031.255,,AggieReverseGeocoder,,4.01,15831029G,712 W DUNLAP AVE,Phoenix,AZ,85021,3529
5816,-112.118704,33.567602,5925,6535,11096,DUNLAP AVE & I-17 FWY,Phoenix,1.54E+12,-112.118704,33.567602,90,,,,881,1,1218.7528,,AggieReverseGeocoder,,4.01,14913005W,2710 W DUNLAP AVE,Glendale,AZ,85051,3425
5817,-112.0746159,33.56782485,5926,6536,10699,DUNLAP AVE & CENTRAL AVE,Phoenix,1.54E+12,-112.0746159,33.56782485,8 | 90,,,,882,1,1203.1729,,AggieReverseGeocoder,,4.01,15948970,18 W DUNLAP AVE,Phoenix,AZ,85021,3524
5818,-112.088001,33.56766,5927,6538,15328,DUNLAP AVE & MISSION LN,Phoenix,1.54E+12,-112.088001,33.56766,90,,,,883,1,1593.8667,,AggieReverseGeocoder,,4.01,15832051D,1240 W DUNLAP AVE,Phoenix,AZ,85021,3152
5819,-112.103704,33.567637,5928,6539,11093,DUNLAP AVE -- 19TH AVE & 22ND AVE,Phoenix,1.54E+12,-112.103704,33.567637,90,,,,884,1,1625.0016,,AggieReverseGeocoder,,4.01,14911011B,2050 W DUNLAP AVE,Phoenix,AZ,85021,2904
5820,-112.091705,33.567698,5929,6541,15329,DUNLAP AVE & 15TH DR,Phoenix,1.54E+12,-112.091705,33.567698,90,,,,885,1,1640.6204,,AggieReverseGeocoder,,4.01,15839025,1512 W DUNLAP AVE,Phoenix,AZ,85021,2954
5821,-111.9810017,33.34907342,5930,6564,17018,ELLIOT RD & 48TH ST,Phoenix,1.54E+12,-111.9810017,33.34907342,ALEX,,,,886,1,625.0121,,AggieReverseGeocoder,,4.01,30140019,4658 E LA PUENTE AVE,Chandler,AZ,85044,1425
5822,-112.078005,33.454759,5931,6592,10660,FILLMORE ST & 3RD AVE,Phoenix,1.54E+12,-112.078005,33.454759,8,,,,887,1,1640.627,,AggieReverseGeocoder,,4.01,11141076,394 N 3RD AVE,Phoenix,AZ,85003,1521
5823,-112.081707,33.454801,5932,6594,10662,FILLMORE ST & 6TH AVE,Phoenix,1.54E+12,-112.081707,33.454801,8,,,,888,1,1218.7533,,AggieReverseGeocoder,,4.01,11139179,602 N 6TH AVE,Phoenix,AZ,85003,1531
5824,-112.0744895,33.45473374,5933,6595,10607,FILLMORE ST & 1ST AVE,Phoenix,1.54E+12,-112.0744895,33.45473374,7 | 8,,,,889,1,1796.8754,,AggieReverseGeocoder,,4.01,11142061,367 N 1ST AVE,Phoenix,AZ,85003,1512
5825,-112.087704,33.538508,5934,6602,14582,GLENDALE AVE & 11TH AVE,Phoenix,1.54E+12,-112.087704,33.538508,70,,,,890,1,2656.2558,,AggieReverseGeocoder,,4.01,15711121,1102 W GLENDALE AVE,Phoenix,AZ,85021,8678
5826,-112.091705,33.53858,5935,6605,14583,GLENDALE AVE & 15TH AVE,Phoenix,1.54E+12,-112.091705,33.53858,70,,,,891,1,2625.0219,,AggieReverseGeocoder,,4.01,15714001F,1502 W GLENDALE AVE,Phoenix,AZ,85021,8549
5827,-112.096806,33.538699,5936,6606,14585,GLENDALE AVE & 17TH DR,Phoenix,1.54E+12,-112.096806,33.538699,70,,,,892,1,2750.0063,,AggieReverseGeocoder,,4.01,15716003B,1728 W GLENDALE AVE,Phoenix,AZ,85021,8860
5828,-112.1003352,33.53880218,5937,6607,14586,GLENDALE AVE & 19TH AVE,Phoenix,1.54E+12,-112.1003352,33.53880218,70,,,,893,1,3093.7596,,AggieReverseGeocoder,,4.01,15616016A,1911 W GLENDALE AVE,Phoenix,AZ,85021,7839
5829,-112.109005,33.538697,5938,6608,14588,GLENDALE AVE & 23RD DR,Phoenix,1.54E+12,-112.109005,33.538697,70,,,,894,1,1828.129,,AggieReverseGeocoder,,4.01,15725103,2302 W GLENDALE AVE,Phoenix,AZ,85021,
5830,-112.117305,33.538697,5939,6609,14590,GLENDALE AVE & 27TH AVE,Phoenix,1.54E+12,-112.117305,33.538697,70,,,,895,1,500.0647,,AggieReverseGeocoder,,4.01,15124020B,2702 W GLENDALE AVE,Glendale,AZ,85051,8429
5831,-112.122194,33.538621,5940,6610,18204,GLENDALE AVE & 29TH AVE,Phoenix,1.54E+12,-112.122194,33.538621,70,,,,896,1,2781.2612,,AggieReverseGeocoder,,4.01,15123009,7002 N 29TH AVE,Glendale,AZ,85051,8406
5832,-112.125998,33.538601,5941,6611,14592,GLENDALE AVE & 31ST AVE,Phoenix,1.54E+12,-112.125998,33.538601,70,,,,897,1,2718.7483,,AggieReverseGeocoder,,4.01,15122037B,3104 W GLENDALE AVE,Glendale,AZ,85051,8317
5833,-112.1321289,33.53860388,5942,6612,14593,GLENDALE AVE & 34TH AVE,Phoenix,1.54E+12,-112.1321289,33.53860388,70,,,,898,1,2625.0071,,AggieReverseGeocoder,,4.01,15121127A,3408 W GLENDALE AVE,Glendale,AZ,85051,8350
5834,-112.135306,33.538697,5943,6613,14594,GLENDALE AVE & 35TH AVE,Phoenix,1.54E+12,-112.135306,33.538697,70,,,,899,1,562.5014,,AggieReverseGeocoder,,4.01,15120001G,3514 W GLENDALE AVE,Glendale,AZ,85051,8394
5835,-112.143307,33.538537,5944,6614,18203,GLENDALE AVE & 39TH AVE,Phoenix,1.54E+12,-112.143307,33.538537,70,,,,900,1,1734.3748,,AggieReverseGeocoder,,4.01,15126002,3908 W GLENDALE AVE,Glendale,AZ,85051,8133
