,StopID,Location_x,Juris_x,Type_,Direction,Address,City,ComputedState,Zipcode,ComputedZipPlus4,OBJECTID,NextRide,Location_y,Juris_y,Photo,Routes,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2,Per Capita Income,Population,Poverty Count,Poverty Rate
29,3440.0,MESA DR & 2ND AVE,Mesa,Standard,Northbound,144 S MESA DR,Apache Junction,AZ,85210.0,1474.0,7579.0,16000.0,MESA DR & 2ND AVE,Mesa,https://farm8.staticflickr.com/7405/16496651782_b5da5ae11d_o.jpg,120,Weekday,3.0,3.0,3.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,20268.0,40919.0,11112.0,27.1560888584765
30,2979.0,MESA DR & 1ST ST,Mesa,Standard,Northbound,402 E 1ST ST,Mesa,AZ,85203.0,8710.0,17.0,16002.0,MESA DR & 1ST ST,Mesa,https://farm8.staticflickr.com/7326/16495946251_3aaed04ea6_o.jpg,120,Weekend,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24339.0,39069.0,6481.0,16.588599657017074
31,2979.0,MESA DR & 1ST ST,Mesa,Standard,Northbound,402 E 1ST ST,Mesa,AZ,85203.0,8710.0,7580.0,16002.0,MESA DR & 1ST ST,Mesa,https://farm8.staticflickr.com/7326/16495946251_3aaed04ea6_o.jpg,120,Weekday,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,24339.0,39069.0,6481.0,16.588599657017074
32,4678.0,MESA DR & 2ND ST,Mesa,Standard,Northbound,207 N MESA DR,Globe,AZ,85201.0,6723.0,18.0,16003.0,MESA DR & 2ND ST,Mesa,https://farm9.staticflickr.com/8736/16327541253_77b570ba54_o.jpg,120,Weekend,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19882.0,51519.0,12469.0,24.202721326112695
33,4678.0,MESA DR & 2ND ST,Mesa,Standard,Northbound,207 N MESA DR,Globe,AZ,85201.0,6723.0,7581.0,16003.0,MESA DR & 2ND ST,Mesa,https://farm9.staticflickr.com/8736/16327541253_77b570ba54_o.jpg,120,Weekday,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,19882.0,51519.0,12469.0,24.202721326112695
34,2983.0,MESA DR & UNIVERSITY DR,Mesa,Standard,Northbound,412 E UNIVERSITY DR,Mesa,AZ,85203.0,7924.0,19.0,16004.0,MESA DR & UNIVERSITY DR,Mesa,https://farm8.staticflickr.com/7457/16497684675_50aa87b162_o.jpg,120,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,24339.0,39069.0,6481.0,16.588599657017074
35,2983.0,MESA DR & UNIVERSITY DR,Mesa,Standard,Northbound,412 E UNIVERSITY DR,Mesa,AZ,85203.0,7924.0,7582.0,16004.0,MESA DR & UNIVERSITY DR,Mesa,https://farm8.staticflickr.com/7457/16497684675_50aa87b162_o.jpg,120,Weekday,9.0,9.0,9.0,9.0,5.0,7.0,8.0,18.0,7.0,9.0,13.0,12.0,12.0,24339.0,39069.0,6481.0,16.588599657017074
36,2980.0,MESA DR & 6TH ST,Mesa,Standard,Northbound,629 N MESA DR,Globe,AZ,85201.0,5111.0,21.0,16006.0,MESA DR & 6TH ST,Mesa,https://farm8.staticflickr.com/7375/16311755787_a7d4e7bab3_o.jpg,120,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,19882.0,51519.0,12469.0,24.202721326112695
37,2980.0,MESA DR & 6TH ST,Mesa,Standard,Northbound,629 N MESA DR,Globe,AZ,85201.0,5111.0,7584.0,16006.0,MESA DR & 6TH ST,Mesa,https://farm8.staticflickr.com/7375/16311755787_a7d4e7bab3_o.jpg,120,Weekday,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,19882.0,51519.0,12469.0,24.202721326112695
38,2981.0,MESA DR & 8TH ST,Mesa,Standard,Northbound,843 N MESA DR,Globe,AZ,85201.0,4301.0,22.0,16007.0,MESA DR & 8TH ST,Mesa,https://farm8.staticflickr.com/7364/16497659255_8b5e62625b_o.jpg,120,Weekend,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19882.0,51519.0,12469.0,24.202721326112695
39,2981.0,MESA DR & 8TH ST,Mesa,Standard,Northbound,843 N MESA DR,Globe,AZ,85201.0,4301.0,7585.0,16007.0,MESA DR & 8TH ST,Mesa,https://farm8.staticflickr.com/7364/16497659255_8b5e62625b_o.jpg,120,Weekday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19882.0,51519.0,12469.0,24.202721326112695
40,2978.0,MESA DR & 10TH ST,Mesa,Standard,Northbound,406 E 10TH ST,Mesa,AZ,85203.0,4728.0,23.0,16008.0,MESA DR & 10TH ST,Mesa,https://farm9.staticflickr.com/8735/16947685075_1aa24b0e9b_o.jpg,120,Weekend,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,24339.0,39069.0,6481.0,16.588599657017074
41,2978.0,MESA DR & 10TH ST,Mesa,Standard,Northbound,406 E 10TH ST,Mesa,AZ,85203.0,4728.0,7586.0,16008.0,MESA DR & 10TH ST,Mesa,https://farm9.staticflickr.com/8735/16947685075_1aa24b0e9b_o.jpg,120,Weekday,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24339.0,39069.0,6481.0,16.588599657017074
