,X,Y,StopID,Location,Juris,Type_,Long,Lat,State,Zipcode,City,Street Address
3023,-112.112695999989,33.5818999992544,1579.0,PEORIA AVE & 25TH AVE,Phoenix,,-112.112695999989,33.5818999992544,AZ, , , 
3024,-112.12130500005199,33.5816969990455,1580.0,PEORIA AVE & 28TH DR,Phoenix,,-112.12130500005199,33.5816969990455,AZ, , , 
3025,-112.221015000303,33.4582409993556,1581.0,SB 75TH AVE FS ROOSEVELT ST,Phoenix,,-112.221015000303,33.4582409993556,AZ, , , 
3026,-112.12470700016,33.5816989993679,1582.0,PEORIA AVE & 31ST AVE,Phoenix,,-112.12470700016,33.5816989993679,AZ, , , 
3027,-112.12930400050301,33.5818509992352,1583.0,PEORIA AVE & 32ND LN,Phoenix,,-112.12930400050301,33.5818509992352,AZ, , , 
3028,-112.13317013153299,33.5817813336539,1584.0,PEORIA AVE & 35TH AVE,Phoenix,,-112.13317013153299,33.5817813336539,AZ, , , 
3029,-112.137716999323,33.5818999989729,1585.0,PEORIA AVE & 37TH AVE,Phoenix,,-112.137716999323,33.5818999989729,AZ, , , 
3030,-112.142005000188,33.581797999538104,1586.0,PEORIA AVE & 39TH AVE,Phoenix,,-112.142005000188,33.581797999538104,AZ, , , 
3031,-112.145704999925,33.5816979988275,1587.0,PEORIA AVE & 41ST AVE,Phoenix,,-112.145704999925,33.5816979988275,AZ, , , 
3032,-112.15080499978399,33.581797999377606,1588.0,PEORIA AVE & 43RD AVE,Phoenix,,-112.15080499978399,33.581797999377606,AZ, , , 
3033,-112.08151299994101,33.399233998355605,1622.0,ROESER RD & 7TH AVE,Phoenix,,-112.08151299994101,33.399233998355605,AZ, , , 
3034,-112.07739190915899,33.3995259185478,1623.0,ROESER RD & MONTEZUMA ST,Phoenix,,-112.07739190915899,33.3995259185478,AZ, , , 
3035,-112.10873399936199,33.6760389986673,1625.0,23RD AVE & ROSE GARDEN LN,Phoenix,,-112.10873399936199,33.6760389986673,AZ, , , 
3036,-111.970395199089,33.4656399993212,5759.0,MCDOWELL RD & 52ND ST,Phoenix,,-111.970395199089,33.4656399993212,AZ, , , 
3037,-112.017863530082,33.509997939594605,5540.0,CAMELBACK RD -- 31ST ST & 29TH ST,Phoenix,,-112.017863530082,33.509997939594605,AZ, , , 
3038,-112.000496699552,33.5100515186498,5541.0,CAMELBACK RD & 38TH ST,Phoenix,,-112.000496699552,33.5100515186498,AZ, , , 
3039,-112.069310000342,33.509316999373304,5542.0,CAMELBACK RD & 3RD ST,Phoenix,,-112.069310000342,33.509316999373304,AZ, , , 
3040,-111.95750600011299,33.5019179988194,5543.0,CAMELBACK RD & CAMINO ALLENADA,Phoenix,,-111.95750600011299,33.5019179988194,AZ, , , 
3041,-111.976806999356,33.508497999427,5544.0,CAMELBACK RD & LAUNFAL AVE,Phoenix,,-111.976806999356,33.508497999427,AZ, , , 
3042,-111.96960704004,33.5045773091139,5545.0,CAMELBACK RD & RUBICON AVE,Phoenix,,-111.96960704004,33.5045773091139,AZ, , , 
3043,-112.06080999987302,33.5092779995542,5547.0,CAMELBACK RD & 10TH ST,Phoenix,,-112.06080999987302,33.5092779995542,AZ, , , 
3044,-111.99157677948,33.5098342590447,5575.0,CAMELBACK RD & MEDLOCK DR,Phoenix,,-111.99157677948,33.5098342590447,AZ, , , 
3045,-112.05746897053801,33.509360039171604,5548.0,CAMELBACK RD & 12TH ST,Phoenix,,-112.05746897053801,33.509360039171604,AZ, , , 
3046,-112.048390300306,33.509369169749604,5549.0,CAMELBACK RD & 16TH ST,Phoenix,,-112.048390300306,33.509369169749604,AZ, , , 
3047,-112.04369999990101,33.5093459990645,5550.0,CAMELBACK RD & 18TH ST,Phoenix,,-112.04369999990101,33.5093459990645,AZ, , , 
3048,-112.039736999346,33.509366998842395,5551.0,CAMELBACK RD & 20TH ST,Phoenix,,-112.039736999346,33.509366998842395,AZ, , , 
3049,-112.03500299942301,33.5094149996225,5552.0,CAMELBACK RD & 22ND ST,Phoenix,,-112.03500299942301,33.5094149996225,AZ, , , 
3050,-112.03081299996799,33.5094359990877,5553.0,CAMELBACK RD & 24TH ST,Phoenix,,-112.03081299996799,33.5094359990877,AZ, , , 
3051,-112.026129300307,33.5095909997155,5554.0,CAMELBACK RD & 26TH ST,Phoenix,,-112.026129300307,33.5095909997155,AZ, , , 
3052,-112.022305999966,33.5097979994308,5555.0,CAMELBACK RD & 28TH ST,Phoenix,,-112.022305999966,33.5097979994308,AZ, , , 
3053,-112.013627780254,33.5101207797311,5556.0,CAMELBACK RD & 32ND ST,Phoenix,,-112.013627780254,33.5101207797311,AZ, , , 
3054,-112.009005999645,33.5099979998389,5557.0,CAMELBACK RD & 34TH ST,Phoenix,,-112.009005999645,33.5099979998389,AZ, , , 
3055,-112.003563389623,33.510065889443304,5558.0,CAMELBACK RD & 36TH ST,Phoenix,,-112.003563389623,33.510065889443304,AZ, , , 
3056,-111.995851260388,33.509997889102,5559.0,CAMELBACK RD & 40TH ST,Phoenix,,-111.995851260388,33.509997889102,AZ, , , 
3057,-111.98780499991899,33.5096989993358,5560.0,CAMELBACK RD & 44TH ST,Phoenix,,-111.98780499991899,33.5096989993358,AZ, , , 
3058,-111.98249000042699,33.5094239994085,5561.0,CAMELBACK RD & 45TH PL,Phoenix,,-111.98249000042699,33.5094239994085,AZ, , , 
3059,-111.965416434559,33.5021611490976,5562.0,CAMELBACK RD & 54TH ST,Phoenix,,-111.965416434559,33.5021611490976,AZ, , , 
3060,-111.961205999452,33.501886999684,5563.0,CAMELBACK RD & 56TH ST,Phoenix,,-111.961205999452,33.501886999684,AZ, , , 
3061,-111.948005000345,33.5020439997838,5564.0,CAMELBACK RD & 62ND ST,Phoenix,,-111.948005000345,33.5020439997838,AZ, , , 
3062,-111.94380600021299,33.502198999141896,5565.0,CAMELBACK RD & 64TH ST,Phoenix,,-111.94380600021299,33.502198999141896,AZ, , , 
3063,-112.065733163456,33.5093296088125,5569.0,CAMELBACK RD & 7TH ST,Phoenix,,-112.065733163456,33.5093296088125,AZ, , , 
3064,-111.972697999487,33.5062079990658,5571.0,CAMELBACK RD & ARCADIA DR,Phoenix,,-111.972697999487,33.5062079990658,AZ, , , 
3065,-111.955209000103,33.5019409992662,5574.0,CAMELBACK RD & HILLTOP RD,Phoenix,,-111.955209000103,33.5019409992662,AZ, , , 
3066,-111.952505999621,33.5019989996527,5577.0,CAMELBACK RD & JOKAKE RD,Phoenix,,-111.952505999621,33.5019989996527,AZ, , , 
3067,-111.98515568527,33.305382974472195,5591.0,CHANDLER BLVD & 46TH ST,Phoenix,,-111.98515568527,33.305382974472195,AZ, , , 
3068,-111.980832458244,33.3054513909136,5592.0,CHANDLER BLVD & 48TH ST,Phoenix,,-111.980832458244,33.3054513909136,AZ, , , 
3069,-112.053522999725,33.3633489985323,5609.0,DOBBINS RD & 14TH ST,Phoenix,,-112.053522999725,33.3633489985323,AZ, , , 
3070,-112.04931099937001,33.3633399990916,5610.0,DOBBINS RD & 16TH ST,Phoenix,,-112.04931099937001,33.3633399990916,AZ, , , 
3071,-111.987499999951,33.3484799995034,5619.0,ELLIOT RD & 44TH ST,Phoenix,,-111.987499999951,33.3484799995034,AZ, , , 
3072,-111.976413615897,33.3491068862098,5620.0,ELLIOT RD & 51ST ST,Phoenix,,-111.976413615897,33.3491068862098,AZ, , , 
3073,-112.070241390039,33.4545274287897,5634.0,FILLMORE ST & 3RD ST,Phoenix,,-112.070241390039,33.4545274287897,AZ, , , 
3074,-112.068505999638,33.4545289989432,5635.0,FILLMORE ST & 5TH ST,Phoenix,,-112.068505999638,33.4545289989432,AZ, , , 
3075,-112.066072999919,33.4545349995915,5636.0,FILLMORE ST & 7TH ST,Phoenix,,-112.066072999919,33.4545349995915,AZ, , , 
3076,-111.925908481194,33.6383958756162,5641.0,BELL RD & SCOTTSDALE RD,Phoenix,,-111.925908481194,33.6383958756162,AZ, , , 
3077,-112.060909180305,33.5383421197537,5644.0,GLENDALE AVE & 10TH ST,Phoenix,,-112.060909180305,33.5383421197537,AZ, , , 
3078,-112.05680800013599,33.538326998881004,5645.0,GLENDALE AVE & 12TH ST,Phoenix,,-112.05680800013599,33.538326998881004,AZ, , , 
3079,-112.04800599988701,33.5382979987761,5646.0,GLENDALE AVE & 16TH ST,Phoenix,,-112.04800599988701,33.5382979987761,AZ, , , 
3080,-112.04404317982402,33.5383857689325,5647.0,GLENDALE AVE & 18TH ST,Phoenix,,-112.04404317982402,33.5383857689325,AZ, , , 
3081,-112.03940136001002,33.5384831184127,5648.0,GLENDALE AVE & 20TH ST,Phoenix,,-112.03940136001002,33.5384831184127,AZ, , , 
3082,-112.06977799969,33.5383589987036,5650.0,GLENDALE AVE & 3RD ST,Phoenix,,-112.06977799969,33.5383589987036,AZ, , , 
3083,-112.009005000098,33.4657989989701,5749.0,MCDOWELL RD & 34TH ST,Phoenix,,-112.009005000098,33.4657989989701,AZ, , , 
3084,-112.06570900014201,33.5384062996886,5651.0,GLENDALE AVE & 7TH ST,Phoenix,,-112.06570900014201,33.5384062996886,AZ, , , 
3085,-112.05163551905198,33.5383382293093,5652.0,GLENDALE AVE & 14TH ST,Phoenix,,-112.05163551905198,33.5383382293093,AZ, , , 
3086,-112.05730499995501,33.5713749986999,5676.0,HATCHER RD & 12TH ST,Phoenix,,-112.05730499995501,33.5713749986999,AZ, , , 
3087,-112.03951000018499,33.4948279995546,5680.0,INDIAN SCHOOL RD & 20TH ST,Phoenix,,-112.03951000018499,33.4948279995546,AZ, , , 
3088,-112.034805999811,33.494856998642604,5681.0,INDIAN SCHOOL RD & 22ND ST,Phoenix,,-112.034805999811,33.494856998642604,AZ, , , 
3089,-112.030789566388,33.4949631681985,5682.0,INDIAN SCHOOL RD & 24TH ST,Phoenix,,-112.030789566388,33.4949631681985,AZ, , , 
3090,-112.026201999451,33.494977999681204,5683.0,INDIAN SCHOOL RD & 26TH ST,Phoenix,,-112.026201999451,33.494977999681204,AZ, , , 
3091,-112.022443020016,33.495098269313395,5684.0,INDIAN SCHOOL RD & 28TH ST,Phoenix,,-112.022443020016,33.495098269313395,AZ, , , 
3092,-112.013711411404,33.4953532332919,5685.0,INDIAN SCHOOL RD & 32ND ST,Phoenix,,-112.013711411404,33.4953532332919,AZ, , , 
3093,-112.00900699957899,33.495252999010894,5686.0,INDIAN SCHOOL RD & 34TH ST,Phoenix,,-112.00900699957899,33.495252999010894,AZ, , , 
3094,-112.00450600001,33.495225998752105,5687.0,INDIAN SCHOOL RD & 36TH ST,Phoenix,,-112.00450600001,33.495225998752105,AZ, , , 
3095,-112.000306999809,33.4951929995388,5688.0,INDIAN SCHOOL RD & 38TH ST,Phoenix,,-112.000306999809,33.4951929995388,AZ, , , 
3096,-111.995876559419,33.4952185631647,5689.0,INDIAN SCHOOL RD & 40TH ST,Phoenix,,-111.995876559419,33.4952185631647,AZ, , , 
3097,-111.99159937305099,33.4951038561032,5690.0,INDIAN SCHOOL RD & 42ND ST,Phoenix,,-111.99159937305099,33.4951038561032,AZ, , , 
3098,-112.04876262997,33.3673348190068,8004.0,16TH ST & EUCLID AVE,Phoenix,,-112.04876262997,33.3673348190068,AZ, , , 
3099,-112.04870100039,33.371252999221,8005.0,16TH ST & SOUTH MOUNTAIN AVE,Phoenix,,-112.04870100039,33.371252999221,AZ, , , 
3100,-112.048649999277,33.3744659990077,8006.0,16TH ST & BEVERLY RD,Phoenix,,-112.048649999277,33.3744659990077,AZ, , , 
3101,-112.012669999403,33.403229998674995,8014.0,,Phoenix,,-112.012669999403,33.403229998674995,AZ, , , 
3102,-112.108698999436,33.667571999904496,8027.0,23RD AVE & BEARDSLEY RD,Phoenix,,-112.108698999436,33.667571999904496,AZ, , , 
3103,-112.108518999338,33.6767539991836,8030.0,23RD AVE & ROSE GARDEN LN,Phoenix,,-112.108518999338,33.6767539991836,AZ, , , 
3104,-112.11751685195101,33.6833109267757,8033.0,27TH AVE & DEER VALLEY RD,Phoenix,,-112.11751685195101,33.6833109267757,AZ, , , 
3105,-112.11750199990101,33.6792539995375,8034.0,27TH AVE & LONE CACTUS DR,Phoenix,,-112.11750199990101,33.6792539995375,AZ, , , 
3106,-112.11723400007799,33.6770199989414,8035.0,27TH AVE & ROSE GARDEN LN,Phoenix,,-112.11723400007799,33.6770199989414,AZ, , , 
3107,-112.11728500048099,33.6803539988379,8036.0,27TH AVE & LONE CACTUS DR,Phoenix,,-112.11728500048099,33.6803539988379,AZ, , , 
3108,-112.116924946855,33.683651143607605,8037.0,DEER VALLEY RD & 27TH AVE,Phoenix,,-112.116924946855,33.683651143607605,AZ, , , 
3109,-112.131451999429,33.422518998423904,8074.0,LOWER BUCKEYE RD & 32ND AVE,Phoenix,,-112.131451999429,33.422518998423904,AZ, , , 
3110,-112.098866999899,33.3994219996124,8043.0,ROESER RD & 19TH AVE,Phoenix,,-112.098866999899,33.3994219996124,AZ, , , 
3111,-112.02246762918699,33.3777576819652,8045.0,BASELINE RD & 28TH ST,Phoenix,,-112.02246762918699,33.3777576819652,AZ, , , 
3112,-112.017821037581,33.378133152669704,8048.0,BASELINE RD & 30TH ST,Phoenix,,-112.017821037581,33.378133152669704,AZ, , , 
3113,-112.026002000638,33.3779869993188,8049.0,BASELINE RD & 27TH ST,Phoenix,,-112.026002000638,33.3779869993188,AZ, , , 
3114,-112.04195845409299,33.3779081519562,8050.0,BASELINE RD & 18TH WY,Phoenix,,-112.04195845409299,33.3779081519562,AZ, , , 
3115,-112.105105478474,33.377862159408195,8051.0,BASELINE RD & 21ST DR,Phoenix,,-112.105105478474,33.377862159408195,AZ, , , 
3116,-112.117035000068,33.4300519992349,8053.0,27TH AVE & DURANGO ST,Phoenix,,-112.117035000068,33.4300519992349,AZ, , , 
3117,-112.11711799973301,33.4335529994563,8054.0,27TH AVE & PIMA ST,Phoenix,,-112.11711799973301,33.4335529994563,AZ, , , 
3118,-112.11723499938,33.437301998943504,8055.0,27TH AVE & BUCKEYE RD,Phoenix,,-112.11723499938,33.437301998943504,AZ, , , 
3119,-112.11735199989401,33.4428039989759,8056.0,27TH AVE & LINCOLN ST,Phoenix,,-112.11735199989401,33.4428039989759,AZ, , , 
3120,-112.117569999767,33.4417369988732,8057.0,27TH AVE & LINCOLN ST,Phoenix,,-112.117569999767,33.4417369988732,AZ, , , 
3121,-112.11741999974501,33.4365019985192,8058.0,27TH AVE & BUCKEYE RD,Phoenix,,-112.11741999974501,33.4365019985192,AZ, , , 
3122,-112.11732000023198,33.4328519997765,8059.0,27TH AVE & PIMA ST,Phoenix,,-112.11732000023198,33.4328519997765,AZ, , , 
3123,-112.11731799969101,33.4291859991806,8060.0,27TH AVE & DURANGO ST,Phoenix,,-112.11731799969101,33.4291859991806,AZ, , , 
3124,-112.10400639272699,33.3776244071765,8061.0,BASELINE RD & 21ST DR,Phoenix,,-112.10400639272699,33.3776244071765,AZ, , , 
3125,-112.043261265224,33.3775839218214,8062.0,BASELINE RD & 18TH PL,Phoenix,,-112.043261265224,33.3775839218214,AZ, , , 
3126,-112.029753327465,33.3775861684368,8063.0,BASELINE RD & 24TH ST,Phoenix,,-112.029753327465,33.3775861684368,AZ, , , 
3127,-112.130516999901,33.4223509989027,8071.0,LOWER BUCKEYE RD & 32ND AVE,Phoenix,,-112.130516999901,33.4223509989027,AZ, , , 
3128,-112.128202999487,33.4223019995169,8072.0,LOWER BUCKEYE RD & 31ST AVE,Phoenix,,-112.128202999487,33.4223019995169,AZ, , , 
3129,-112.128950999902,33.4225019990594,8073.0,LOWER BUCKEYE RD & 31ST AVE,Phoenix,,-112.128950999902,33.4225019990594,AZ, , , 
3130,-112.117620999785,33.4469809989358,8075.0,27TH AVE & JEFFERSON ST,Phoenix,,-112.117620999785,33.4469809989358,AZ, , , 
3131,-112.066554885662,33.3634403222553,8079.0,DOBBINS RD & 7TH ST,Phoenix,,-112.066554885662,33.3634403222553,AZ, , , 
3132,-112.069802000145,33.3634019990587,8080.0,DOBBINS RD & 4TH ST,Phoenix,,-112.069802000145,33.3634019990587,AZ, , , 
3133,-112.12884202988998,33.3920249993116,8082.0,SOUTHERN AVE & 33RD AVE,Phoenix,,-112.12884202988998,33.3920249993116,AZ, , , 
3134,-112.203919999955,33.451711998963496,8083.0,VAN BUREN ST & 67TH AVE,Phoenix,,-112.203919999955,33.451711998963496,AZ, , , 
3135,-112.207441140853,33.4517146688289,8084.0,VAN BUREN ST & 69TH AVE,Phoenix,,-112.207441140853,33.4517146688289,AZ, , , 
3136,-112.212794999555,33.4517399992096,8085.0,VAN BUREN ST & 71ST AVE,Phoenix,,-112.212794999555,33.4517399992096,AZ, , , 
3137,-112.21768429957399,33.451820089924,8086.0,VAN BUREN ST -- 73RD AVE & 75TH AVE,Phoenix,,-112.21768429957399,33.451820089924,AZ, , , 
3138,-112.221716999881,33.451852999001005,8087.0,VAN BUREN ST & 75TH AVE,Phoenix,,-112.221716999881,33.451852999001005,AZ, , , 
3139,-112.22700485003,33.4518263398829,8088.0,VAN BUREN ST -- 75TH AVE & 79TH AVE,Phoenix,,-112.22700485003,33.4518263398829,AZ, , , 
3140,-112.23000200014,33.451818998808605,8089.0,VAN BUREN ST & 79TH AVE,Phoenix,,-112.23000200014,33.451818998808605,AZ, , , 
3141,-112.23363399978001,33.451869998966195,8090.0,VAN BUREN ST -- 79TH AVE & 83RD AVE,Phoenix,,-112.23363399978001,33.451869998966195,AZ, , , 
3142,-112.22050899969601,33.4516029994733,8095.0,VAN BUREN ST & 75TH AVE,Phoenix,,-112.22050899969601,33.4516029994733,AZ, , , 
3143,-112.216644000096,33.4515849995579,8096.0,VAN BUREN ST -- 73RD AVE & 71ST AVE,Phoenix,,-112.216644000096,33.4515849995579,AZ, , , 
3144,-112.211783999834,33.4515479992428,8097.0,VAN BUREN ST & 71ST AVE,Phoenix,,-112.211783999834,33.4515479992428,AZ, , , 
3145,-112.20631536,33.4515349995343,8098.0,VAN BUREN ST & 69TH AVE,Phoenix,,-112.20631536,33.4515349995343,AZ, , , 
3146,-112.051802000186,33.304869998978,8103.0,CHANDLER BLVD & MARKETPLACE,Phoenix,,-112.051802000186,33.304869998978,AZ, , , 
3147,-111.97252437012301,33.6406677663705,8124.0,BELL RD & 50TH PL,Phoenix,,-111.97252437012301,33.6406677663705,AZ, , , 
3148,-111.971470736353,33.6404104546776,8125.0,BELL RD & 50TH PL,Phoenix,,-111.971470736353,33.6404104546776,AZ, , , 
3149,-112.044007999155,33.598551999734696,8126.0,THUNDERBIRD RD & 18TH ST,Phoenix,,-112.044007999155,33.598551999734696,AZ, , , 
3150,-112.11120538378401,33.7126830211731,8127.0,HAPPY VALLEY RD & 25TH AVE,Phoenix,,-112.11120538378401,33.7126830211731,AZ, , , 
3151,-112.10807608509,33.7126717395055,8128.0,HAPPY VALLEY RD & 23RD AVE,Phoenix,,-112.10807608509,33.7126717395055,AZ, , , 
3152,-112.13442037910299,33.698169642516106,8129.0,PINNACLE PEAK RD & 35TH AVE,Phoenix,,-112.13442037910299,33.698169642516106,AZ, , , 
3153,-112.08133000084999,33.3921459989611,1630.0,SOUTHERN AVE & 7TH AVE,Phoenix,,-112.08133000084999,33.3921459989611,AZ, , , 
3154,-112.08783299969,33.3921362895998,1631.0,SOUTHERN AVE & 13TH AVE,Phoenix,,-112.08783299969,33.3921362895998,AZ, , , 
3155,-112.221306999762,33.451084999558894,1632.0,SB 75TH AVE FS VAN BUREN ST,Phoenix,,-112.221306999762,33.451084999558894,AZ, , , 
3156,-112.098497999694,33.3921879990667,1633.0,SOUTHERN AVE & 19TH AVE,Phoenix,,-112.098497999694,33.3921879990667,AZ, , , 
3157,-112.103809000486,33.3921690003801,1634.0,SOUTHERN AVE & 20TH GL,Phoenix,,-112.103809000486,33.3921690003801,AZ, , , 
3158,-112.115761970505,33.392038998823,1636.0,SOUTHERN AVE & 27TH AVE,Phoenix,,-112.115761970505,33.392038998823,AZ, , , 
3159,-112.13300800076999,33.392019999083196,1637.0,SOUTHERN AVE & 35TH AVE,Phoenix,,-112.13300800076999,33.392019999083196,AZ, , , 
3160,-112.141939816364,33.3919977811725,1638.0,SOUTHERN AVE & 39TH AVE,Phoenix,,-112.141939816364,33.3919977811725,AZ, , , 
3161,-112.077321999706,33.3921519996227,1648.0,SOUTHERN AVE & MONTEZUMA ST,Phoenix,,-112.077321999706,33.3921519996227,AZ, , , 
3162,-112.094471779575,33.3921699997106,1657.0,SOUTHERN AVE & 17TH AVE,Phoenix,,-112.094471779575,33.3921699997106,AZ, , , 
3163,-112.11306718912701,33.3920793384682,1658.0,SOUTHERN AVE -- 27TH AVE & 23RD AVE,Phoenix,,-112.11306718912701,33.3920793384682,AZ, , , 
3164,-112.124020029836,33.39205199977689,1659.0,SOUTHERN AVE & 31ST AVE,Phoenix,,-112.124020029836,33.39205199977689,AZ, , , 
3165,-112.123383000129,33.6035039993579,1662.0,SWEETWATER AVE & 30TH DR,Phoenix,,-112.123383000129,33.6035039993579,AZ, , , 
3166,-112.095237749238,33.4803920993301,1667.0,THOMAS RD & 17TH AVE,Phoenix,,-112.095237749238,33.4803920993301,AZ, , , 
3167,-112.190345649503,33.4803212693291,1668.0,THOMAS RD & 61ST AVE,Phoenix,,-112.190345649503,33.4803212693291,AZ, , , 
3168,-112.23200799993099,33.479860999520696,1669.0,THOMAS RD & 81ST AVE,Phoenix,,-112.23200799993099,33.479860999520696,AZ, , , 
3169,-112.172931898493,33.4803879262714,1670.0,THOMAS RD & 53RD AVE,Phoenix,,-112.172931898493,33.4803879262714,AZ, , , 
3170,-112.090807000721,33.4802989999246,1671.0,THOMAS RD & 15TH AVE,Phoenix,,-112.090807000721,33.4802989999246,AZ, , , 
3171,-112.099467920889,33.4805307493117,1672.0,THOMAS RD & 19TH AVE,Phoenix,,-112.099467920889,33.4805307493117,AZ, , , 
3172,-112.104367919519,33.480498998552605,1673.0,THOMAS RD & 21ST AVE,Phoenix,,-112.104367919519,33.480498998552605,AZ, , , 
3173,-112.11620599992399,33.4802989994597,1674.0,THOMAS RD & 27TH AVE,Phoenix,,-112.11620599992399,33.4802989994597,AZ, , , 
3174,-112.120206999575,33.4802979992833,1675.0,THOMAS RD & 29TH AVE,Phoenix,,-112.120206999575,33.4802979992833,AZ, , , 
3175,-112.12500500012199,33.4801969991753,1676.0,THOMAS RD & 31ST AVE,Phoenix,,-112.12500500012199,33.4801969991753,AZ, , , 
3176,-112.12946202005199,33.480366819379896,1677.0,THOMAS RD & 33RD AVE,Phoenix,,-112.12946202005199,33.480366819379896,AZ, , , 
3177,-112.133910946347,33.480331675261,1678.0,THOMAS RD & 35TH AVE,Phoenix,,-112.133910946347,33.480331675261,AZ, , , 
3178,-112.137968919855,33.480198999093105,1679.0,THOMAS RD & 37TH AVE,Phoenix,,-112.137968919855,33.480198999093105,AZ, , , 
3179,-112.142562019571,33.4803455492103,1680.0,THOMAS RD & 39TH AVE,Phoenix,,-112.142562019571,33.4803455492103,AZ, , , 
3180,-112.07770747053002,33.4802039988081,1681.0,THOMAS RD & 3RD AVE,Phoenix,,-112.07770747053002,33.4802039988081,AZ, , , 
3181,-112.151077390241,33.4803920987888,1682.0,THOMAS RD & 43RD AVE,Phoenix,,-112.151077390241,33.4803920987888,AZ, , , 
3182,-112.15550053039101,33.4803432693285,1683.0,THOMAS RD & 45TH AVE,Phoenix,,-112.15550053039101,33.4803432693285,AZ, , , 
3183,-112.15722367053199,33.4803953694566,1684.0,THOMAS RD & 46TH AVE,Phoenix,,-112.15722367053199,33.4803953694566,AZ, , , 
3184,-112.161212999389,33.4803369999334,1685.0,THOMAS RD & 48TH LN,Phoenix,,-112.161212999389,33.4803369999334,AZ, , , 
3185,-112.16551546931002,33.4803678194829,1686.0,THOMAS RD & 50TH DR,Phoenix,,-112.16551546931002,33.4803678194829,AZ, , , 
3186,-112.168265000357,33.4803859993064,1687.0,THOMAS RD & 51ST AVE,Phoenix,,-112.168265000357,33.4803859993064,AZ, , , 
3187,-112.177437749592,33.4804153693725,1688.0,THOMAS RD & 55TH AVE,Phoenix,,-112.177437749592,33.4804153693725,AZ, , , 
3188,-112.180583149651,33.480455999128104,1689.0,THOMAS RD & 56TH DR,Phoenix,,-112.180583149651,33.480455999128104,AZ, , , 
3189,-112.185367920257,33.480507469859994,1690.0,THOMAS RD & 59TH AVE,Phoenix,,-112.185367920257,33.480507469859994,AZ, , , 
